step,track,model,dataset,Memory in Mb,Time in s,MAE,RMSE
903,Regression,FIMTDD,trumpapproval,0.0,0.6537640419992385,37.28258270210409,37.28258419542024
924,Regression,FIMTDD,trumpapproval,0.0,0.6689883340004599,37.282641277056264,37.28264273840971
945,Regression,FIMTDD,trumpapproval,0.0,0.6836613750019751,37.282811111111094,37.2828125643779
966,Regression,FIMTDD,trumpapproval,0.0,0.6984904170021764,37.282887236024855,37.28288866351813
987,Regression,FIMTDD,trumpapproval,0.0,0.7139012920015375,37.28293194528875,37.282933343652495
12,Regression,ARFFIMTDD,chickweights,0.0,0.007645374997082399,80.58333333333334,80.58794368059448
24,Regression,ARFFIMTDD,chickweights,0.0,0.014504041999316541,80.41666666666667,80.42284086833375
36,Regression,ARFFIMTDD,chickweights,0.0,0.0677622919974965,80.05555555555557,80.06455728556384
48,Regression,ARFFIMTDD,chickweights,0.0,0.07514058399829082,80.08333333333334,80.09135409018879
60,Regression,ARFFIMTDD,chickweights,0.0,0.08994987499681883,81.10000000000002,81.1556118412851
72,Regression,ARFFIMTDD,chickweights,0.0,0.09676074999879347,82.09722222222226,82.19818530032562
84,Regression,ARFFIMTDD,chickweights,0.0,0.10397629199724179,82.96428571428574,83.08107056191733
96,Regression,ARFFIMTDD,chickweights,0.0,0.11098695900000166,83.85416666666669,83.99342732222166
108,Regression,ARFFIMTDD,chickweights,0.0,0.11797904199920595,85.07407407407409,85.27699963452434
120,Regression,ARFFIMTDD,chickweights,0.0,0.12492337499861605,86.21666666666671,86.47774280125493
132,Regression,ARFFIMTDD,chickweights,0.0,0.13183329199819127,87.51515151515154,87.84844042354129
144,Regression,ARFFIMTDD,chickweights,0.0,0.13895795899952645,88.80555555555561,89.2142396456729
156,Regression,ARFFIMTDD,chickweights,0.0,0.14625408399660955,90.1538461538462,90.65311456032374
168,Regression,ARFFIMTDD,chickweights,0.0,0.15342645899727358,91.2976190476191,91.88042177070099
180,Regression,ARFFIMTDD,chickweights,0.0,0.1603520419994311,92.93888888888893,93.6819975591184
192,Regression,ARFFIMTDD,chickweights,0.0,0.16729058399869245,94.74479166666669,95.703562499
204,Regression,ARFFIMTDD,chickweights,0.0,0.17463712499738904,96.37254901960787,97.48956706373514
216,Regression,ARFFIMTDD,chickweights,0.0,0.18195370899775298,97.70833333333337,98.97766770187964
228,Regression,ARFFIMTDD,chickweights,0.0,0.1898144169972511,99.42982456140356,100.9444436398279
240,Regression,ARFFIMTDD,chickweights,0.0,0.19710420899718883,101.75833333333337,103.71539583559105
252,Regression,ARFFIMTDD,chickweights,0.0,0.2047618339965993,103.73809523809527,105.946939400126
264,Regression,ARFFIMTDD,chickweights,0.0,0.21225837499878253,105.25378787878793,107.7270505687519
276,Regression,ARFFIMTDD,chickweights,0.0,0.22049966699705692,107.03260869565223,109.85347619390141
288,Regression,ARFFIMTDD,chickweights,0.0,0.22771245900003123,109.39236111111117,112.6981434087438
300,Regression,ARFFIMTDD,chickweights,0.0,0.23502408399872365,111.68000000000006,115.38607657194464
312,Regression,ARFFIMTDD,chickweights,0.0,0.24238724999668193,113.58653846153854,117.82131462297977
324,Regression,ARFFIMTDD,chickweights,0.0,0.24944841699834797,115.41666666666674,119.97521606205095
336,Regression,ARFFIMTDD,chickweights,0.0,0.25716320899664424,118.37797619047628,123.86894235825373
348,Regression,ARFFIMTDD,chickweights,0.0,0.26425633399776416,121.23275862068975,127.39702851151289
360,Regression,ARFFIMTDD,chickweights,0.0,0.2720149169981596,123.24722222222232,129.96021827210564
372,Regression,ARFFIMTDD,chickweights,0.0,0.2791794589975325,124.93279569892482,131.8732794312669
384,Regression,ARFFIMTDD,chickweights,0.0,0.2866104999993695,127.74218750000007,135.3779143268946
396,Regression,ARFFIMTDD,chickweights,0.0,0.29366454199771397,130.6212121212122,138.88769898480192
408,Regression,ARFFIMTDD,chickweights,0.0,0.3007889999971667,132.50735294117655,141.12818363348367
420,Regression,ARFFIMTDD,chickweights,0.0,0.30806283399942913,134.69523809523815,143.82971081902977
432,Regression,ARFFIMTDD,chickweights,0.0,0.3154685839981539,137.78703703703712,147.77057730995887
444,Regression,ARFFIMTDD,chickweights,0.0,0.3229765839969332,140.71621621621628,151.3926045773727
456,Regression,ARFFIMTDD,chickweights,0.0,0.3303204169969831,142.46052631578954,153.3835634735993
468,Regression,ARFFIMTDD,chickweights,0.0,0.3375134589987283,144.91239316239322,156.49894868711087
480,Regression,ARFFIMTDD,chickweights,0.0,0.3445562919987424,147.60625000000002,159.72334806366504
492,Regression,ARFFIMTDD,chickweights,0.0,0.35188662499786005,150.62398373983743,163.53966352146955
504,Regression,ARFFIMTDD,chickweights,0.0,0.35900970899820095,151.92857142857144,164.87223287929112
516,Regression,ARFFIMTDD,chickweights,0.0,0.36603804199694423,153.98643410852713,167.18159022011713
528,Regression,ARFFIMTDD,chickweights,0.0,0.3735553339975013,156.83901515151516,170.67344883245215
540,Regression,ARFFIMTDD,chickweights,0.0,0.3806869589971029,159.27222222222227,173.52770618784436
552,Regression,ARFFIMTDD,chickweights,0.0,0.38817508399733924,160.60869565217396,174.92594706481302
564,Regression,ARFFIMTDD,chickweights,0.0,0.3954474999991362,162.7464539007093,177.46059896325488
576,Regression,ARFFIMTDD,chickweights,0.0,0.4030578339989006,165.3177083333334,180.4598822376382
21,Regression,ARFFIMTDD,trumpapproval,0.0,0.013224124999396736,37.308171904761906,37.30817318021328
42,Regression,ARFFIMTDD,trumpapproval,0.0,0.02626941700145835,37.297177857142856,37.29718027952589
63,Regression,ARFFIMTDD,trumpapproval,0.0,0.03923491699970327,37.2934280952381,37.29343011243067
84,Regression,ARFFIMTDD,trumpapproval,0.0,0.05221195800186251,37.290449404761915,37.29045160178226
105,Regression,ARFFIMTDD,trumpapproval,0.0,0.06521062500178232,37.28625580952381,37.28625851368338
126,Regression,ARFFIMTDD,trumpapproval,0.0,0.0780052500012971,37.28349420634921,37.28349697394212
147,Regression,ARFFIMTDD,trumpapproval,0.0,0.09086312500221538,37.281536258503394,37.28153894150128
168,Regression,ARFFIMTDD,trumpapproval,0.0,0.10367641700213426,37.27973839285713,37.279741050323274
189,Regression,ARFFIMTDD,trumpapproval,0.0,0.11676458299916703,37.278337830687825,37.27834040893332
210,Regression,ARFFIMTDD,trumpapproval,0.0,0.129524042000412,37.277421476190455,37.27742389930011
231,Regression,ARFFIMTDD,trumpapproval,0.0,0.14212400000178604,37.27661376623376,37.276616056617094
252,Regression,ARFFIMTDD,trumpapproval,0.0,0.15505845799998497,37.275937063492066,37.27593923061476
273,Regression,ARFFIMTDD,trumpapproval,0.0,0.1680804999996326,37.275368315018326,37.27537036753858
294,Regression,ARFFIMTDD,trumpapproval,0.0,0.18087445800119895,37.2748361904762,37.27483814774716
315,Regression,ARFFIMTDD,trumpapproval,0.0,0.19401087500227732,37.27441488888889,37.27441674902973
336,Regression,ARFFIMTDD,trumpapproval,0.0,0.20653383299941197,37.27418035714286,37.27418212127434
357,Regression,ARFFIMTDD,trumpapproval,0.0,0.21963395800048602,37.27473070028011,37.27473243930772
378,Regression,ARFFIMTDD,trumpapproval,0.0,0.232486417000473,37.27517637566138,37.275178081363244
399,Regression,ARFFIMTDD,trumpapproval,0.0,0.24513791700155707,37.275681779448625,37.275683457032756
420,Regression,ARFFIMTDD,trumpapproval,0.0,0.2581544999993639,37.27603533333334,37.27603697509147
441,Regression,ARFFIMTDD,trumpapproval,0.0,0.27162474999931874,37.27661079365081,37.27661245632232
462,Regression,ARFFIMTDD,trumpapproval,0.0,0.2852585000000545,37.27726140692642,37.27726312132894
483,Regression,ARFFIMTDD,trumpapproval,0.0,0.3008571669997764,37.27780532091099,37.277807057348916
504,Regression,ARFFIMTDD,trumpapproval,0.0,0.31507870800123783,37.278287896825425,37.278289641809636
525,Regression,ARFFIMTDD,trumpapproval,0.0,0.3299704999990354,37.278562780952406,37.27856448044813
546,Regression,ARFFIMTDD,trumpapproval,0.0,0.34459933299876866,37.278905201465236,37.27890688175268
567,Regression,ARFFIMTDD,trumpapproval,0.0,0.35988308300147764,37.27897477954147,37.2789764194524
588,Regression,ARFFIMTDD,trumpapproval,0.0,0.3748337500001071,37.279275306122464,37.27927692670529
609,Regression,ARFFIMTDD,trumpapproval,0.0,0.38875041700157453,37.27971233169131,37.279713981044665
630,Regression,ARFFIMTDD,trumpapproval,0.0,0.40274112499901094,37.280086063492064,37.280087718119304
651,Regression,ARFFIMTDD,trumpapproval,0.0,0.4166174999991199,37.280497665130575,37.28049933580823
672,Regression,ARFFIMTDD,trumpapproval,0.0,0.4309631249998347,37.28078747023811,37.28078913029772
693,Regression,ARFFIMTDD,trumpapproval,0.0,0.44441433300016797,37.28087191919195,37.28087353909786
714,Regression,ARFFIMTDD,trumpapproval,0.0,0.459120041999995,37.28069110644261,37.28069270907296
735,Regression,ARFFIMTDD,trumpapproval,0.0,0.4732973329992092,37.280939564625875,37.280941155830455
756,Regression,ARFFIMTDD,trumpapproval,0.0,0.48773562499991385,37.28107814814816,37.28107970625262
777,Regression,ARFFIMTDD,trumpapproval,0.0,0.5018423750007059,37.28131310167311,37.28131465009112
798,Regression,ARFFIMTDD,trumpapproval,0.0,0.5159144579993153,37.281464899749395,37.281466423017335
819,Regression,ARFFIMTDD,trumpapproval,0.0,0.5301524169990444,37.28164832722834,37.28164983406238
840,Regression,ARFFIMTDD,trumpapproval,0.0,0.5443275830002676,37.28181297619049,37.28181446467589
861,Regression,ARFFIMTDD,trumpapproval,0.0,0.5581992500010529,37.28209144018582,37.282092933953436
882,Regression,ARFFIMTDD,trumpapproval,0.0,0.5720287920012197,37.282356643990916,37.282358140855465
903,Regression,ARFFIMTDD,trumpapproval,0.0,0.5864500829993631,37.28258270210409,37.28258419542024
924,Regression,ARFFIMTDD,trumpapproval,0.0,0.6006709579996823,37.282641277056264,37.28264273840971
945,Regression,ARFFIMTDD,trumpapproval,0.0,0.6152016250016459,37.282811111111094,37.2828125643779
966,Regression,ARFFIMTDD,trumpapproval,0.0,0.6298060420012916,37.282887236024855,37.28288866351813
987,Regression,ARFFIMTDD,trumpapproval,0.0,0.6440484170016134,37.28293194528875,37.282933343652495
12,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.06313033400147106,80.58333333333334,80.58794368059448
24,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.0709053339996899,80.41666666666667,80.42284086833375
36,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.0787224170016998,80.05555555555557,80.06455728556384
48,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.08620062499903725,80.08333333333334,80.09135409018879
60,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.09346625000034692,81.10000000000002,81.1556118412851
72,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.10100687500016647,82.09722222222226,82.19818530032562
84,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.10865883400038001,82.96428571428574,83.08107056191733
96,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.11608587500086287,83.85416666666669,83.99342732222166
108,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.12331120900125825,85.07407407407409,85.27699963452434
120,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.13061150000066846,86.21666666666671,86.47774280125493
132,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1375711250002496,87.51515151515154,87.84844042354129
144,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.14495225000064238,88.80555555555561,89.2142396456729
156,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1531058340005984,90.1538461538462,90.65311456032374
168,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.16023375000077067,91.2976190476191,91.88042177070099
180,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1675586250021297,92.93888888888893,93.6819975591184
192,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1749882920012169,94.74479166666669,95.703562499
204,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1821016249996319,96.37254901960787,97.48956706373514
216,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1894900420011254,97.70833333333337,98.97766770187964
228,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.1967408750024333,99.42982456140356,100.9444436398279
240,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.20391949999975623,101.75833333333337,103.71539583559105
252,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.211341917001846,103.73809523809527,105.946939400126
264,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.2185940000017581,105.25378787878793,107.7270505687519
276,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.22564525000052527,107.03260869565223,109.85347619390141
288,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.23285616700013634,109.39236111111117,112.6981434087438
300,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.2402176249997865,111.68000000000006,115.38607657194464
312,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.24792512500062003,113.58653846153854,117.82131462297977
324,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.2563646250018792,115.41666666666674,119.97521606205095
336,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.26423554199936916,118.37797619047628,123.86894235825373
348,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.27203424999970593,121.23275862068975,127.39702851151289
360,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.2792964590007614,123.24722222222232,129.96021827210564
372,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.28785912500097766,124.93279569892482,131.8732794312669
384,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.3369371670014516,127.74218750000007,135.3779143268946
396,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.3447147090009821,130.6212121212122,138.88769898480192
408,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.3521831670004758,132.50735294117655,141.12818363348367
420,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.3592806670021673,134.69523809523815,143.82971081902977
432,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.366516459002014,137.78703703703712,147.77057730995887
444,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.37398975000178325,140.71621621621628,151.3926045773727
456,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.3820975000016915,142.46052631578954,153.3835634735993
468,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.389914041999873,144.91239316239322,156.49894868711087
480,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.39743074999933015,147.60625000000002,159.72334806366504
492,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.4047060840021004,150.62398373983743,163.53966352146955
504,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.4126946249998582,151.92857142857144,164.87223287929112
516,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.4202518339989183,153.98643410852713,167.18159022011713
528,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.4275257090012019,156.83901515151516,170.67344883245215
540,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.43543345899888664,159.27222222222227,173.52770618784436
552,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.4432076670018432,160.60869565217396,174.92594706481302
564,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.4510873340004764,162.7464539007093,177.46059896325488
576,Regression,AdaptiveRandomForestRegressor,chickweights,0.0,0.45852991699939594,165.3177083333334,180.4598822376382
21,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.07846708299985039,37.308171904761906,37.30817318021328
42,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.0922427079967747,37.297177857142856,37.29718027952589
63,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.1059040410000307,37.2934280952381,37.29343011243067
84,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.11909683299745666,37.290449404761915,37.29045160178226
105,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.13224962499953108,37.28625580952381,37.28625851368338
126,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.14536720799878822,37.28349420634921,37.28349697394212
147,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.15827620799973374,37.281536258503394,37.28153894150128
168,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.17129149999891524,37.27973839285713,37.279741050323274
189,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.18447233299957588,37.278337830687825,37.27834040893332
210,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.19793320799726644,37.277421476190455,37.27742389930011
231,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.21160720799889532,37.27661376623376,37.276616056617094
252,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.22503808299734374,37.275937063492066,37.27593923061476
273,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.2384773329977179,37.275368315018326,37.27537036753858
294,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.25196391599820345,37.2748361904762,37.27483814774716
315,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.2652689159986039,37.27441488888889,37.27441674902973
336,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.2785222499987867,37.27418035714286,37.27418212127434
357,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.291830124999251,37.27473070028011,37.27473243930772
378,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.3051366660001804,37.27517637566138,37.275178081363244
399,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.31848716599779436,37.275681779448625,37.275683457032756
420,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.33197933299743454,37.27603533333334,37.27603697509147
441,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.38143762499748846,37.27661079365081,37.27661245632232
462,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.39468604099965887,37.27726140692642,37.27726312132894
483,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.407965124999464,37.27780532091099,37.277807057348916
504,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.42168712499915273,37.278287896825425,37.278289641809636
525,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.43544866599768284,37.278562780952406,37.27856448044813
546,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.4490329579966783,37.278905201465236,37.27890688175268
567,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.46314649999840185,37.27897477954147,37.2789764194524
588,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.47672141599832685,37.279275306122464,37.27927692670529
609,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.4903682909971394,37.27971233169131,37.279713981044665
630,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.5039303749981627,37.280086063492064,37.280087718119304
651,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.517588540998986,37.280497665130575,37.28049933580823
672,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.5316308329965977,37.28078747023811,37.28078913029772
693,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.5455100829967705,37.28087191919195,37.28087353909786
714,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.5593815409993113,37.28069110644261,37.28069270907296
735,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.5735696659976384,37.280939564625875,37.280941155830455
756,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.5873707499995362,37.28107814814816,37.28107970625262
777,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.6017100829994888,37.28131310167311,37.28131465009112
798,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.6161416659997485,37.281464899749395,37.281466423017335
819,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.6306833749986254,37.28164832722834,37.28164983406238
840,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.644913957999961,37.28181297619049,37.28181446467589
861,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.6596472499986703,37.28209144018582,37.282092933953436
882,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.7128866249986459,37.282356643990916,37.282358140855465
903,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.7271264159971906,37.28258270210409,37.28258419542024
924,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.7413138329975482,37.282641277056264,37.28264273840971
945,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.7560438749969762,37.282811111111094,37.2828125643779
966,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.7709041249981965,37.282887236024855,37.28288866351813
987,Regression,AdaptiveRandomForestRegressor,trumpapproval,0.0,0.7857686659990577,37.28293194528875,37.282933343652495
12,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.003324958001030609,0.0,0.0
24,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.005479875002492918,0.0,0.0
36,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.0075665830008802,0.0,0.0
48,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.009622790999856079,0.0,0.0
60,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.011804458001279272,0.0,0.0
72,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.013848125003278255,0.0,0.0
84,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.01596645800236729,0.0,0.0
96,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.018437166003423044,0.0,0.0
108,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.02083587500237627,0.0,0.0
120,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.022883125002408633,0.0,0.0
132,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.024962333001894876,0.0,0.0
144,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.02717033299995819,0.0,0.0
156,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.029293375002453104,0.0,0.0
168,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.031319416000769706,0.0,0.0
180,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.03339862500070012,0.0,0.0
192,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.03543362500204239,0.0,0.0
204,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.03785779100144282,0.0,0.0
216,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.040049582999927225,0.0,0.0
228,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.04225583300285507,0.0,0.0
240,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.04433500000232016,0.0,0.0
252,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.04640562500208034,0.0,0.0
264,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.04870208300053491,0.0,0.0
276,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.05108041600033175,0.0,0.0
288,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.05319729100301629,0.0,0.0
300,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.05533100000320701,0.0,0.0
312,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.05750925000029383,0.0,0.0
324,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.05962733300111722,0.0,0.0
336,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.06204220800282201,0.0,0.0
348,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.06420062500183121,0.0,0.0
360,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.06651758299994981,0.0,0.0
372,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.06869283300329698,0.0,0.0
384,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.07105737500023679,0.0,0.0
396,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.0732737080033985,0.0,0.0
408,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.07562375000270549,0.0,0.0
420,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.07780987500154879,0.0,0.0
432,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.08008800000243355,0.0,0.0
444,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.0823954160005087,0.0,0.0
456,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.0848630830005277,0.0,0.0
468,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.08712033300253097,0.0,0.0
480,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.08936233300119056,0.0,0.0
492,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.0919713330004015,0.0,0.0
504,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.09421895800187485,0.0,0.0
516,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.0964519580011256,0.0,0.0
528,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.09870349999982864,0.0,0.0
540,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.10123100000055274,0.0,0.0
552,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.10348220800005947,0.0,0.0
564,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.10572545800096123,0.0,0.0
576,Regression,PassiveAggressiveRegressor,chickweights,0.0,0.10798625000097672,0.0,0.0
21,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.0050092919991584495,0.0,0.0
42,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.009713957999338163,0.0,0.0
63,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.014207124997483334,0.0,0.0
84,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.018641582999407547,0.0,0.0
105,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.02339462499730871,0.0,0.0
126,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.028335499999229796,0.0,0.0
147,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.03308541699880152,0.0,0.0
168,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.037701332999859005,0.0,0.0
189,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.04226224999729311,0.0,0.0
210,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.04703424999752315,0.0,0.0
231,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.05180916699828231,0.0,0.0
252,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.05683570799737936,0.0,0.0
273,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.06179895799868973,0.0,0.0
294,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.06679745799920056,0.0,0.0
315,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.07166637499904027,0.0,0.0
336,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.07662312499815016,0.0,0.0
357,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.08152666699970723,0.0,0.0
378,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.08669324999937089,0.0,0.0
399,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.09160479199999827,0.0,0.0
420,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.09673779199874843,0.0,0.0
441,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.10183666699958849,0.0,0.0
462,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.10729933299808181,0.0,0.0
483,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.11236095799904433,0.0,0.0
504,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.11797287499939557,0.0,0.0
525,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.12305654199735727,0.0,0.0
546,Regression,PassiveAggressiveRegressor,trumpapproval,0.0,0.12848270799804595,0.0,0.0
