step,track,model,dataset,Memory in Mb,Time in s,MAE,RMSE
630,Regression,FadingTargetMean,trumpapproval,0.0,0.8234121670011518,0.0,0.0
651,Regression,FadingTargetMean,trumpapproval,0.0,0.8491287500000908,0.0,0.0
672,Regression,FadingTargetMean,trumpapproval,0.0,0.8752656249998836,0.0,0.0
693,Regression,FadingTargetMean,trumpapproval,0.0,0.9005664169999363,0.0,0.0
714,Regression,FadingTargetMean,trumpapproval,0.0,0.9254747499999212,0.0,0.0
735,Regression,FadingTargetMean,trumpapproval,0.0,0.9510155000007215,0.0,0.0
756,Regression,FadingTargetMean,trumpapproval,0.0,0.9763804579997668,0.0,0.0
777,Regression,FadingTargetMean,trumpapproval,0.0,1.001396833000399,0.0,0.0
798,Regression,FadingTargetMean,trumpapproval,0.0,1.0271442499997647,0.0,0.0
819,Regression,FadingTargetMean,trumpapproval,0.0,1.0523179580013675,0.0,0.0
840,Regression,FadingTargetMean,trumpapproval,0.0,1.0781365830007417,0.0,0.0
861,Regression,FadingTargetMean,trumpapproval,0.0,1.1037918330002867,0.0,0.0
882,Regression,FadingTargetMean,trumpapproval,0.0,1.1292763330002344,0.0,0.0
903,Regression,FadingTargetMean,trumpapproval,0.0,1.15497066700118,0.0,0.0
924,Regression,FadingTargetMean,trumpapproval,0.0,1.1806625830013218,0.0,0.0
945,Regression,FadingTargetMean,trumpapproval,0.0,1.206038708000051,0.0,0.0
966,Regression,FadingTargetMean,trumpapproval,0.0,1.231399042000703,0.0,0.0
987,Regression,FadingTargetMean,trumpapproval,0.0,1.2567826670001525,0.0,0.0
21,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0095023329995456,0.0,0.0
42,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0183980829988286,0.0,0.0
63,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0272639579998212,0.0,0.0
84,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0363834999989194,0.0,0.0
105,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0454113750001852,0.0,0.0
126,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.054358957999284,0.0,0.0
147,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0632457499996235,0.0,0.0
168,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0717017079987272,0.0,0.0
189,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0806387499997072,0.0,0.0
210,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0896924169992416,0.0,0.0
231,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.0998614999989513,0.0,0.0
252,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1091279169995687,0.0,0.0
273,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1181151669989049,0.0,0.0
294,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.12705087500035,0.0,0.0
315,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.136281291999694,0.0,0.0
336,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1455214580000756,0.0,0.0
357,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1550476249994972,0.0,0.0
378,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1646479169994563,0.0,0.0
399,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1744087079987366,0.0,0.0
420,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1837331249989802,0.0,0.0
441,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.1929250829998636,0.0,0.0
462,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2022647499998129,0.0,0.0
483,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2119861249993846,0.0,0.0
504,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2211002499989263,0.0,0.0
525,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2306482919993868,0.0,0.0
546,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2402110000002721,0.0,0.0
567,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.249768583000332,0.0,0.0
588,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2589692080000532,0.0,0.0
609,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2687641669999721,0.0,0.0
630,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2784725419987808,0.0,0.0
651,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2878749999999854,0.0,0.0
672,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.2974240419989655,0.0,0.0
693,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3067278329999681,0.0,0.0
714,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3163837920001242,0.0,0.0
735,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3262014579995593,0.0,0.0
756,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3360833329988963,0.0,0.0
777,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3454372920004971,0.0,0.0
798,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3554700419990695,0.0,0.0
819,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3656587919995218,0.0,0.0
840,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3757493329994759,0.0,0.0
861,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3855722499993135,0.0,0.0
882,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.3956311250003637,0.0,0.0
903,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.404966666999826,0.0,0.0
924,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.4145040419989527,0.0,0.0
945,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.4246223749996716,0.0,0.0
966,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.4341151249991526,0.0,0.0
987,Regression,[baseline] Mean predictor,trumpapproval,0.0,0.4443148749996908,0.0,0.0
12,Regression,SOKNLBT,chickweights,0.0,0.016615458000160288,80.58333333333334,80.58794368059448
24,Regression,SOKNLBT,chickweights,0.0,0.025413292001758236,80.41666666666667,80.42284086833375
36,Regression,SOKNLBT,chickweights,0.0,0.03351937499974156,80.05555555555557,80.06455728556384
48,Regression,SOKNLBT,chickweights,0.0,0.04093404200102668,80.08333333333334,80.09135409018879
60,Regression,SOKNLBT,chickweights,0.0,0.04826133299866342,81.10000000000002,81.1556118412851
72,Regression,SOKNLBT,chickweights,0.0,0.055600374998903135,82.09722222222226,82.19818530032562
84,Regression,SOKNLBT,chickweights,0.0,0.06295949999912409,82.96428571428574,83.08107056191733
96,Regression,SOKNLBT,chickweights,0.0,0.0703081249994284,83.85416666666669,83.99342732222166
108,Regression,SOKNLBT,chickweights,0.0,0.07751795800140826,85.07407407407409,85.27699963452434
120,Regression,SOKNLBT,chickweights,0.0,0.08477337500153226,86.21666666666671,86.47774280125493
132,Regression,SOKNLBT,chickweights,0.0,0.09272162499837577,87.51515151515154,87.84844042354129
144,Regression,SOKNLBT,chickweights,0.0,0.11005704199851607,88.80555555555561,89.2142396456729
156,Regression,SOKNLBT,chickweights,0.0,0.11807787499856204,90.1538461538462,90.65311456032374
168,Regression,SOKNLBT,chickweights,0.0,0.12549279200175079,91.2976190476191,91.88042177070099
180,Regression,SOKNLBT,chickweights,0.0,0.13307637500111014,92.93888888888893,93.6819975591184
192,Regression,SOKNLBT,chickweights,0.0,0.14096387500103447,94.74479166666669,95.703562499
204,Regression,SOKNLBT,chickweights,0.0,0.1482145420013694,96.37254901960787,97.48956706373514
216,Regression,SOKNLBT,chickweights,0.0,0.1559619580002618,97.70833333333337,98.97766770187964
228,Regression,SOKNLBT,chickweights,0.0,0.16350700000111829,99.42982456140356,100.9444436398279
240,Regression,SOKNLBT,chickweights,0.0,0.1717640829992888,101.75833333333337,103.71539583559105
252,Regression,SOKNLBT,chickweights,0.0,0.1793672499989043,103.73809523809527,105.946939400126
264,Regression,SOKNLBT,chickweights,0.0,0.1881535829998029,105.25378787878793,107.7270505687519
276,Regression,SOKNLBT,chickweights,0.0,0.19629929200164042,107.03260869565223,109.85347619390141
288,Regression,SOKNLBT,chickweights,0.0,0.20478008300051442,109.39236111111117,112.6981434087438
300,Regression,SOKNLBT,chickweights,0.0,0.21253425000031712,111.68000000000006,115.38607657194464
312,Regression,SOKNLBT,chickweights,0.0,0.2209653329991852,113.58653846153854,117.82131462297977
324,Regression,SOKNLBT,chickweights,0.0,0.22852754199993797,115.41666666666674,119.97521606205095
336,Regression,SOKNLBT,chickweights,0.0,0.23630899999989197,118.37797619047628,123.86894235825373
348,Regression,SOKNLBT,chickweights,0.0,0.24370654200174613,121.23275862068975,127.39702851151289
360,Regression,SOKNLBT,chickweights,0.0,0.25129808299971046,123.24722222222232,129.96021827210564
372,Regression,SOKNLBT,chickweights,0.0,0.2588680420012679,124.93279569892482,131.8732794312669
384,Regression,SOKNLBT,chickweights,0.0,0.2728447920017061,127.74218750000007,135.3779143268946
396,Regression,SOKNLBT,chickweights,0.0,0.2804037079986301,130.6212121212122,138.88769898480192
408,Regression,SOKNLBT,chickweights,0.0,0.28861849999884726,132.50735294117655,141.12818363348367
420,Regression,SOKNLBT,chickweights,0.0,0.2964066249987809,134.69523809523815,143.82971081902977
432,Regression,SOKNLBT,chickweights,0.0,0.3052820000011707,137.78703703703712,147.77057730995887
444,Regression,SOKNLBT,chickweights,0.0,0.3140464169991901,140.71621621621628,151.3926045773727
456,Regression,SOKNLBT,chickweights,0.0,0.32312904200080084,142.46052631578954,153.3835634735993
468,Regression,SOKNLBT,chickweights,0.0,0.33072591699965415,144.91239316239322,156.49894868711087
480,Regression,SOKNLBT,chickweights,0.0,0.33822437499839,147.60625000000002,159.72334806366504
492,Regression,SOKNLBT,chickweights,0.0,0.3455354580000858,150.62398373983743,163.53966352146955
504,Regression,SOKNLBT,chickweights,0.0,0.3529357080005866,151.92857142857144,164.87223287929112
516,Regression,SOKNLBT,chickweights,0.0,0.36339433299872326,153.98643410852713,167.18159022011713
528,Regression,SOKNLBT,chickweights,0.0,0.37086954199912725,156.83901515151516,170.67344883245215
540,Regression,SOKNLBT,chickweights,0.0,0.3781706250010757,159.27222222222227,173.52770618784436
552,Regression,SOKNLBT,chickweights,0.0,0.38553191699975287,160.60869565217396,174.92594706481302
564,Regression,SOKNLBT,chickweights,0.0,0.3928791670005012,162.7464539007093,177.46059896325488
576,Regression,SOKNLBT,chickweights,0.0,0.4000825420007459,165.3177083333334,180.4598822376382
21,Regression,SOKNLBT,trumpapproval,0.0,0.021256125000945758,37.308171904761906,37.30817318021328
42,Regression,SOKNLBT,trumpapproval,0.0,0.03506220800045412,37.297177857142856,37.29718027952589
63,Regression,SOKNLBT,trumpapproval,0.0,0.04886550000082934,37.2934280952381,37.29343011243067
84,Regression,SOKNLBT,trumpapproval,0.0,0.06297470800200244,37.290449404761915,37.29045160178226
105,Regression,SOKNLBT,trumpapproval,0.0,0.07663854100246681,37.28625580952381,37.28625851368338
126,Regression,SOKNLBT,trumpapproval,0.0,0.09038966600201093,37.28349420634921,37.28349697394212
147,Regression,SOKNLBT,trumpapproval,0.0,0.10408079099943279,37.281536258503394,37.28153894150128
168,Regression,SOKNLBT,trumpapproval,0.0,0.1180490410006314,37.27973839285713,37.279741050323274
189,Regression,SOKNLBT,trumpapproval,0.0,0.13205187499988824,37.278337830687825,37.27834040893332
210,Regression,SOKNLBT,trumpapproval,0.0,0.14702116600165027,37.277421476190455,37.27742389930011
231,Regression,SOKNLBT,trumpapproval,0.0,0.1631701250007609,37.27661376623376,37.276616056617094
252,Regression,SOKNLBT,trumpapproval,0.0,0.17785429099967587,37.275937063492066,37.27593923061476
273,Regression,SOKNLBT,trumpapproval,0.0,0.1920692500025325,37.275368315018326,37.27537036753858
294,Regression,SOKNLBT,trumpapproval,0.0,0.20693616599965026,37.2748361904762,37.27483814774716
315,Regression,SOKNLBT,trumpapproval,0.0,0.22243024999988847,37.27441488888889,37.27441674902973
336,Regression,SOKNLBT,trumpapproval,0.0,0.23949808299948927,37.27418035714286,37.27418212127434
357,Regression,SOKNLBT,trumpapproval,0.0,0.2549899580008059,37.27473070028011,37.27473243930772
378,Regression,SOKNLBT,trumpapproval,0.0,0.2725575830008893,37.27517637566138,37.275178081363244
399,Regression,SOKNLBT,trumpapproval,0.0,0.28745804100253736,37.275681779448625,37.275683457032756
420,Regression,SOKNLBT,trumpapproval,0.0,0.30293266599983326,37.27603533333334,37.27603697509147
441,Regression,SOKNLBT,trumpapproval,0.0,0.3187115830005496,37.27661079365081,37.27661245632232
462,Regression,SOKNLBT,trumpapproval,0.0,0.3336557080001512,37.27726140692642,37.27726312132894
483,Regression,SOKNLBT,trumpapproval,0.0,0.3492090409999946,37.27780532091099,37.277807057348916
504,Regression,SOKNLBT,trumpapproval,0.0,0.3634433330007596,37.278287896825425,37.278289641809636
525,Regression,SOKNLBT,trumpapproval,0.0,0.378505500000756,37.278562780952406,37.27856448044813
546,Regression,SOKNLBT,trumpapproval,0.0,0.3926422910008114,37.278905201465236,37.27890688175268
567,Regression,SOKNLBT,trumpapproval,0.0,0.40718700000070385,37.27897477954147,37.2789764194524
588,Regression,SOKNLBT,trumpapproval,0.0,0.42235912500109407,37.279275306122464,37.27927692670529
609,Regression,SOKNLBT,trumpapproval,0.0,0.4370256660004088,37.27971233169131,37.279713981044665
630,Regression,SOKNLBT,trumpapproval,0.0,0.4516237080024439,37.280086063492064,37.280087718119304
651,Regression,SOKNLBT,trumpapproval,0.0,0.4658120410022093,37.280497665130575,37.28049933580823
672,Regression,SOKNLBT,trumpapproval,0.0,0.47994904100050917,37.28078747023811,37.28078913029772
693,Regression,SOKNLBT,trumpapproval,0.0,0.49369524999929126,37.28087191919195,37.28087353909786
714,Regression,SOKNLBT,trumpapproval,0.0,0.5072775830012688,37.28069110644261,37.28069270907296
735,Regression,SOKNLBT,trumpapproval,0.0,0.5211607910023304,37.280939564625875,37.280941155830455
756,Regression,SOKNLBT,trumpapproval,0.0,0.5347592910002277,37.28107814814816,37.28107970625262
777,Regression,SOKNLBT,trumpapproval,0.0,0.5483529160010221,37.28131310167311,37.28131465009112
798,Regression,SOKNLBT,trumpapproval,0.0,0.5617697500019858,37.281464899749395,37.281466423017335
819,Regression,SOKNLBT,trumpapproval,0.0,0.5753123750000668,37.28164832722834,37.28164983406238
840,Regression,SOKNLBT,trumpapproval,0.0,0.5889061660018342,37.28181297619049,37.28181446467589
861,Regression,SOKNLBT,trumpapproval,0.0,0.6028277080004045,37.28209144018582,37.282092933953436
882,Regression,SOKNLBT,trumpapproval,0.0,0.6164895830006571,37.282356643990916,37.282358140855465
903,Regression,SOKNLBT,trumpapproval,0.0,0.6305878330022097,37.28258270210409,37.28258419542024
924,Regression,SOKNLBT,trumpapproval,0.0,0.6443561250016501,37.282641277056264,37.28264273840971
945,Regression,SOKNLBT,trumpapproval,0.0,0.6579046660008316,37.282811111111094,37.2828125643779
966,Regression,SOKNLBT,trumpapproval,0.0,0.6719026249993476,37.282887236024855,37.28288866351813
987,Regression,SOKNLBT,trumpapproval,0.0,0.6857147910013737,37.28293194528875,37.282933343652495
12,Regression,SOKNL,chickweights,0.0,0.18465508300141664,80.58333333333334,80.58794368059448
24,Regression,SOKNL,chickweights,0.0,0.19555333300013444,80.41666666666667,80.42284086833375
36,Regression,SOKNL,chickweights,0.0,0.20633587500196882,80.05555555555557,80.06455728556384
48,Regression,SOKNL,chickweights,0.0,0.21709687499969732,80.08333333333334,80.09135409018879
60,Regression,SOKNL,chickweights,0.0,0.22794258300200454,81.10000000000002,81.1556118412851
72,Regression,SOKNL,chickweights,0.0,0.2386430830010795,82.09722222222226,82.19818530032562
84,Regression,SOKNL,chickweights,0.0,0.24922304099891335,82.96428571428574,83.08107056191733
96,Regression,SOKNL,chickweights,0.0,0.2596889160013234,83.85416666666669,83.99342732222166
108,Regression,SOKNL,chickweights,0.0,0.26988662499934435,85.07407407407409,85.27699963452434
120,Regression,SOKNL,chickweights,0.0,0.2798943749985483,86.21666666666671,86.47774280125493
132,Regression,SOKNL,chickweights,0.0,0.2899162499998056,87.51515151515154,87.84844042354129
144,Regression,SOKNL,chickweights,0.0,0.29977770800178405,88.80555555555561,89.2142396456729
156,Regression,SOKNL,chickweights,0.0,0.3096751250013767,90.1538461538462,90.65311456032374
168,Regression,SOKNL,chickweights,0.0,0.32000583300032304,91.2976190476191,91.88042177070099
180,Regression,SOKNL,chickweights,0.0,0.3325045829988085,92.93888888888893,93.6819975591184
192,Regression,SOKNL,chickweights,0.0,0.3472807500002091,94.74479166666669,95.703562499
204,Regression,SOKNL,chickweights,0.0,0.3606524579990946,96.37254901960787,97.48956706373514
216,Regression,SOKNL,chickweights,0.0,0.3707041250017937,97.70833333333337,98.97766770187964
228,Regression,SOKNL,chickweights,0.0,0.38176533300065785,99.42982456140356,100.9444436398279
240,Regression,SOKNL,chickweights,0.0,0.3923109999996086,101.75833333333337,103.71539583559105
252,Regression,SOKNL,chickweights,0.0,0.4023172910019639,103.73809523809527,105.946939400126
264,Regression,SOKNL,chickweights,0.0,0.4126207500012242,105.25378787878793,107.7270505687519
276,Regression,SOKNL,chickweights,0.0,0.4242405830009375,107.03260869565223,109.85347619390141
288,Regression,SOKNL,chickweights,0.0,0.43467308300023433,109.39236111111117,112.6981434087438
300,Regression,SOKNL,chickweights,0.0,0.4447564580004837,111.68000000000006,115.38607657194464
312,Regression,SOKNL,chickweights,0.0,0.4550972910001292,113.58653846153854,117.82131462297977
324,Regression,SOKNL,chickweights,0.0,0.46488837500146474,115.41666666666674,119.97521606205095
336,Regression,SOKNL,chickweights,0.0,0.4748861250009213,118.37797619047628,123.86894235825373
348,Regression,SOKNL,chickweights,0.0,0.48505154099984793,121.23275862068975,127.39702851151289
360,Regression,SOKNL,chickweights,0.0,0.4952668750011071,123.24722222222232,129.96021827210564
372,Regression,SOKNL,chickweights,0.0,0.505324041001586,124.93279569892482,131.8732794312669
384,Regression,SOKNL,chickweights,0.0,0.5158336249987769,127.74218750000007,135.3779143268946
396,Regression,SOKNL,chickweights,0.0,0.5256105410007876,130.6212121212122,138.88769898480192
408,Regression,SOKNL,chickweights,0.0,0.5354004580003675,132.50735294117655,141.12818363348367
420,Regression,SOKNL,chickweights,0.0,0.5453891249999288,134.69523809523815,143.82971081902977
432,Regression,SOKNL,chickweights,0.0,0.5551081250014249,137.78703703703712,147.77057730995887
444,Regression,SOKNL,chickweights,0.0,0.5649819999998726,140.71621621621628,151.3926045773727
456,Regression,SOKNL,chickweights,0.0,0.5748438330010686,142.46052631578954,153.3835634735993
468,Regression,SOKNL,chickweights,0.0,0.5847618750012771,144.91239316239322,156.49894868711087
480,Regression,SOKNL,chickweights,0.0,0.5952227080015291,147.60625000000002,159.72334806366504
492,Regression,SOKNL,chickweights,0.0,0.6051227079988166,150.62398373983743,163.53966352146955
504,Regression,SOKNL,chickweights,0.0,0.615209750001668,151.92857142857144,164.87223287929112
516,Regression,SOKNL,chickweights,0.0,0.6254186250007479,153.98643410852713,167.18159022011713
528,Regression,SOKNL,chickweights,0.0,0.6353387499984819,156.83901515151516,170.67344883245215
540,Regression,SOKNL,chickweights,0.0,0.6451090000009572,159.27222222222227,173.52770618784436
552,Regression,SOKNL,chickweights,0.0,0.6549711660009052,160.60869565217396,174.92594706481302
564,Regression,SOKNL,chickweights,0.0,0.6651878330012551,162.7464539007093,177.46059896325488
576,Regression,SOKNL,chickweights,0.0,0.6751062080002157,165.3177083333334,180.4598822376382
21,Regression,SOKNL,trumpapproval,0.0,0.07570945800034679,37.308171904761906,37.30817318021328
42,Regression,SOKNL,trumpapproval,0.0,0.11500516600062838,37.297177857142856,37.29718027952589
63,Regression,SOKNL,trumpapproval,0.0,0.15173108300223248,37.2934280952381,37.29343011243067
84,Regression,SOKNL,trumpapproval,0.0,0.18240275000061956,37.290449404761915,37.29045160178226
105,Regression,SOKNL,trumpapproval,0.0,0.22981829100172035,37.28625580952381,37.28625851368338
126,Regression,SOKNL,trumpapproval,0.0,0.27263049999965006,37.28349420634921,37.28349697394212
147,Regression,SOKNL,trumpapproval,0.0,0.300853458000347,37.281536258503394,37.28153894150128
168,Regression,SOKNL,trumpapproval,0.0,0.3281660409993492,37.27973839285713,37.279741050323274
189,Regression,SOKNL,trumpapproval,0.0,0.35021545800191234,37.278337830687825,37.27834040893332
210,Regression,SOKNL,trumpapproval,0.0,0.36852941600227496,37.277421476190455,37.27742389930011
231,Regression,SOKNL,trumpapproval,0.0,0.38671529100247426,37.27661376623376,37.276616056617094
252,Regression,SOKNL,trumpapproval,0.0,0.4070057499993709,37.275937063492066,37.27593923061476
273,Regression,SOKNL,trumpapproval,0.0,0.42559362500105635,37.275368315018326,37.27537036753858
294,Regression,SOKNL,trumpapproval,0.0,0.4442799160024151,37.2748361904762,37.27483814774716
315,Regression,SOKNL,trumpapproval,0.0,0.4984784160005802,37.27441488888889,37.27441674902973
336,Regression,SOKNL,trumpapproval,0.0,0.5173868330020923,37.27418035714286,37.27418212127434
357,Regression,SOKNL,trumpapproval,0.0,0.5361131250028848,37.27473070028011,37.27473243930772
378,Regression,SOKNL,trumpapproval,0.0,0.5545641660028195,37.27517637566138,37.275178081363244
399,Regression,SOKNL,trumpapproval,0.0,0.573115000002872,37.275681779448625,37.275683457032756
420,Regression,SOKNL,trumpapproval,0.0,0.5917577079999319,37.27603533333334,37.27603697509147
441,Regression,SOKNL,trumpapproval,0.0,0.6101865830023598,37.27661079365081,37.27661245632232
462,Regression,SOKNL,trumpapproval,0.0,0.6287933330022497,37.27726140692642,37.27726312132894
483,Regression,SOKNL,trumpapproval,0.0,0.6472239159993478,37.27780532091099,37.277807057348916
504,Regression,SOKNL,trumpapproval,0.0,0.6659433330023603,37.278287896825425,37.278289641809636
525,Regression,SOKNL,trumpapproval,0.0,0.6846187500013912,37.278562780952406,37.27856448044813
546,Regression,SOKNL,trumpapproval,0.0,0.7034241250003106,37.278905201465236,37.27890688175268
567,Regression,SOKNL,trumpapproval,0.0,0.7223525830013386,37.27897477954147,37.2789764194524
588,Regression,SOKNL,trumpapproval,0.0,0.7412995000013325,37.279275306122464,37.27927692670529
609,Regression,SOKNL,trumpapproval,0.0,0.7601202080004441,37.27971233169131,37.279713981044665
630,Regression,SOKNL,trumpapproval,0.0,0.7786880410021695,37.280086063492064,37.280087718119304
651,Regression,SOKNL,trumpapproval,0.0,0.7969929999999295,37.280497665130575,37.28049933580823
672,Regression,SOKNL,trumpapproval,0.0,0.815763541002525,37.28078747023811,37.28078913029772
693,Regression,SOKNL,trumpapproval,0.0,0.8342415410006652,37.28087191919195,37.28087353909786
714,Regression,SOKNL,trumpapproval,0.0,0.8534347910026554,37.28069110644261,37.28069270907296
735,Regression,SOKNL,trumpapproval,0.0,0.8723176250023243,37.280939564625875,37.280941155830455
756,Regression,SOKNL,trumpapproval,0.0,0.8908860410010675,37.28107814814816,37.28107970625262
777,Regression,SOKNL,trumpapproval,0.0,0.9102842080028495,37.28131310167311,37.28131465009112
798,Regression,SOKNL,trumpapproval,0.0,0.9291444160007813,37.281464899749395,37.281466423017335
819,Regression,SOKNL,trumpapproval,0.0,0.9486592080029368,37.28164832722834,37.28164983406238
840,Regression,SOKNL,trumpapproval,0.0,0.9676242910027213,37.28181297619049,37.28181446467589
861,Regression,SOKNL,trumpapproval,0.0,0.9866514580025978,37.28209144018582,37.282092933953436
882,Regression,SOKNL,trumpapproval,0.0,1.0055472500025644,37.282356643990916,37.282358140855465
903,Regression,SOKNL,trumpapproval,0.0,1.0245995830009633,37.28258270210409,37.28258419542024
924,Regression,SOKNL,trumpapproval,0.0,1.0437291250018461,37.282641277056264,37.28264273840971
945,Regression,SOKNL,trumpapproval,0.0,1.0628787080022448,37.282811111111094,37.2828125643779
966,Regression,SOKNL,trumpapproval,0.0,1.081751207999332,37.282887236024855,37.28288866351813
987,Regression,SOKNL,trumpapproval,0.0,1.101365041002282,37.28293194528875,37.282933343652495
12,Regression,ORTO,chickweights,0.0,0.007271250000485452,80.58333333333334,80.58794368059448
24,Regression,ORTO,chickweights,0.0,0.014301457998953993,80.41666666666667,80.42284086833375
36,Regression,ORTO,chickweights,0.0,0.021258666001813253,80.05555555555557,80.06455728556384
48,Regression,ORTO,chickweights,0.0,0.028207208000821993,80.08333333333334,80.09135409018879
60,Regression,ORTO,chickweights,0.0,0.03514625000025262,81.10000000000002,81.1556118412851
72,Regression,ORTO,chickweights,0.0,0.048219208001683,82.09722222222226,82.19818530032562
84,Regression,ORTO,chickweights,0.0,0.05581525000161491,82.96428571428574,83.08107056191733
96,Regression,ORTO,chickweights,0.0,0.06318779100183747,83.85416666666669,83.99342732222166
108,Regression,ORTO,chickweights,0.0,0.07049979099974735,85.07407407407409,85.27699963452434
120,Regression,ORTO,chickweights,0.0,0.07754512500105193,86.21666666666671,86.47774280125493
132,Regression,ORTO,chickweights,0.0,0.08474112499970943,87.51515151515154,87.84844042354129
144,Regression,ORTO,chickweights,0.0,0.09182220799993956,88.80555555555561,89.2142396456729
156,Regression,ORTO,chickweights,0.0,0.098797624999861,90.1538461538462,90.65311456032374
168,Regression,ORTO,chickweights,0.0,0.10599445800107787,91.2976190476191,91.88042177070099
180,Regression,ORTO,chickweights,0.0,0.11314979099915945,92.93888888888893,93.6819975591184
192,Regression,ORTO,chickweights,0.0,0.12036129099942627,94.74479166666669,95.703562499
204,Regression,ORTO,chickweights,0.0,0.12752066599932732,96.37254901960787,97.48956706373514
216,Regression,ORTO,chickweights,0.0,0.13459912500184146,97.70833333333337,98.97766770187964
228,Regression,ORTO,chickweights,0.0,0.14164125000024796,99.42982456140356,100.9444436398279
240,Regression,ORTO,chickweights,0.0,0.14882845800093492,101.75833333333337,103.71539583559105
252,Regression,ORTO,chickweights,0.0,0.15591858300103922,103.73809523809527,105.946939400126
264,Regression,ORTO,chickweights,0.0,0.16299366599923815,105.25378787878793,107.7270505687519
276,Regression,ORTO,chickweights,0.0,0.17016625000178465,107.03260869565223,109.85347619390141
288,Regression,ORTO,chickweights,0.0,0.17719887500061304,109.39236111111117,112.6981434087438
300,Regression,ORTO,chickweights,0.0,0.1843380829996022,111.68000000000006,115.38607657194464
312,Regression,ORTO,chickweights,0.0,0.19152404100168496,113.58653846153854,117.82131462297977
324,Regression,ORTO,chickweights,0.0,0.1986386249991483,115.41666666666674,119.97521606205095
336,Regression,ORTO,chickweights,0.0,0.20579970800099545,118.37797619047628,123.86894235825373
348,Regression,ORTO,chickweights,0.0,0.21289875000002212,121.23275862068975,127.39702851151289
360,Regression,ORTO,chickweights,0.0,0.21991745800187346,123.24722222222232,129.96021827210564
372,Regression,ORTO,chickweights,0.0,0.22712058300021454,124.93279569892482,131.8732794312669
384,Regression,ORTO,chickweights,0.0,0.23432345800028997,127.74218750000007,135.3779143268946
396,Regression,ORTO,chickweights,0.0,0.24151691600127378,130.6212121212122,138.88769898480192
408,Regression,ORTO,chickweights,0.0,0.24883295800100313,132.50735294117655,141.12818363348367
420,Regression,ORTO,chickweights,0.0,0.25582049999866285,134.69523809523815,143.82971081902977
432,Regression,ORTO,chickweights,0.0,0.2627370410009462,137.78703703703712,147.77057730995887
444,Regression,ORTO,chickweights,0.0,0.27017954099937924,140.71621621621628,151.3926045773727
456,Regression,ORTO,chickweights,0.0,0.27807341600055224,142.46052631578954,153.3835634735993
468,Regression,ORTO,chickweights,0.0,0.28558637500100303,144.91239316239322,156.49894868711087
480,Regression,ORTO,chickweights,0.0,0.2928429999992659,147.60625000000002,159.72334806366504
492,Regression,ORTO,chickweights,0.0,0.3000467909987492,150.62398373983743,163.53966352146955
504,Regression,ORTO,chickweights,0.0,0.30764095799895586,151.92857142857144,164.87223287929112
516,Regression,ORTO,chickweights,0.0,0.31568858299942804,153.98643410852713,167.18159022011713
