step,track,model,dataset,Memory in Mb,Time in s,Accuracy
850,Binary classification,KNN,phishing,0.0,0.5904119580009137,0.5788235294117647
875,Binary classification,KNN,phishing,0.0,0.6083697080011916,0.5805714285714285
900,Binary classification,KNN,phishing,0.0,0.6266844170004333,0.5822222222222222
925,Binary classification,KNN,phishing,0.0,0.6451568749998842,0.5783783783783784
950,Binary classification,KNN,phishing,0.0,0.6630215830009547,0.5726315789473684
975,Binary classification,KNN,phishing,0.0,0.6810246250006458,0.5733333333333334
1000,Binary classification,KNN,phishing,0.0,0.6991740000012214,0.573
1025,Binary classification,KNN,phishing,0.0,0.7178190419999737,0.5697560975609756
1050,Binary classification,KNN,phishing,0.0,0.7359378750006726,0.5676190476190476
1075,Binary classification,KNN,phishing,0.0,0.7538735420002922,0.5655813953488372
1100,Binary classification,KNN,phishing,0.0,0.7719410829995468,0.5645454545454546
1125,Binary classification,KNN,phishing,0.0,0.7904459580004186,0.56
1150,Binary classification,KNN,phishing,0.0,0.809229292000964,0.5608695652173913
1175,Binary classification,KNN,phishing,0.0,0.8274844999996276,0.5617021276595745
1200,Binary classification,KNN,phishing,0.0,0.8461160420010856,0.5633333333333334
1225,Binary classification,KNN,phishing,0.0,0.8647818749996077,0.563265306122449
1250,Binary classification,KNN,phishing,0.0,0.8833173750008427,0.5616
1904,Binary classification,KNN,smtp,0.0,1.226764708000701,1.0
3808,Binary classification,KNN,smtp,0.0,2.865759291000358,1.0
5712,Binary classification,KNN,smtp,0.0,4.636634791000688,1.0
7616,Binary classification,KNN,smtp,0.0,6.66724079100095,1.0
9520,Binary classification,KNN,smtp,0.0,9.004764416000398,1.0
11424,Binary classification,KNN,smtp,0.0,11.73581520800144,1.0
13328,Binary classification,KNN,smtp,0.0,14.61110650000046,1.0
15232,Binary classification,KNN,smtp,0.0,17.86319183300111,0.9992778361344538
17136,Binary classification,KNN,smtp,0.0,21.403334665999864,0.9992413632119514
19040,Binary classification,KNN,smtp,0.0,25.215801666001425,0.9993172268907564
20944,Binary classification,KNN,smtp,0.0,29.18934608299969,0.9993792971734148
22848,Binary classification,KNN,smtp,0.0,33.49478275000001,0.9994310224089636
24752,Binary classification,KNN,smtp,0.0,38.10107908300051,0.9994747899159664
26656,Binary classification,KNN,smtp,0.0,42.759886625000945,0.9994747899159664
28560,Binary classification,KNN,smtp,0.0,47.761867541001266,0.9995098039215686
30464,Binary classification,KNN,smtp,0.0,53.146745375001046,0.9995404411764706
32368,Binary classification,KNN,smtp,0.0,58.703855290999854,0.9995674740484428
34272,Binary classification,KNN,smtp,0.0,64.7272839160014,0.999591503267974
36176,Binary classification,KNN,smtp,0.0,70.93294550000064,0.9996130030959752
38080,Binary classification,KNN,smtp,0.0,77.41783645800024,0.9996323529411764
39984,Binary classification,KNN,smtp,0.0,84.181337041,0.9996498599439776
41888,Binary classification,KNN,smtp,0.0,91.18449533300009,0.9996657754010696
43792,Binary classification,KNN,smtp,0.0,98.42766904100064,0.9996803069053708
45696,Binary classification,KNN,smtp,0.0,105.97401687500133,0.9996936274509804
47600,Binary classification,KNN,smtp,0.0,113.89818370800094,0.9997058823529412
49504,Binary classification,KNN,smtp,0.0,122.03648883300048,0.9997171945701356
51408,Binary classification,KNN,smtp,0.0,130.4432702080012,0.9996887643946468
53312,Binary classification,KNN,smtp,0.0,138.98246483300136,0.9996998799519808
55216,Binary classification,KNN,smtp,0.0,147.88182233299997,0.9997102289191538
57120,Binary classification,KNN,smtp,0.0,157.21865729100136,0.999562324929972
59024,Binary classification,KNN,smtp,0.0,166.84401720800088,0.999576443480618
60928,Binary classification,KNN,smtp,0.0,176.55683183300062,0.9995896796218487
62832,Binary classification,KNN,smtp,0.0,186.564359375001,0.999570282658518
64736,Binary classification,KNN,smtp,0.0,196.79165437499975,0.9995829214038556
66640,Binary classification,KNN,smtp,0.0,207.2586330410013,0.999594837935174
68544,Binary classification,KNN,smtp,0.0,218.1084193750012,0.9995769140989728
70448,Binary classification,KNN,smtp,0.0,229.0740366250011,0.9995883488530548
72352,Binary classification,KNN,smtp,0.0,240.29609858300137,0.9995991817779744
74256,Binary classification,KNN,smtp,0.0,251.77483399999983,0.9996094591682828
76160,Binary classification,KNN,smtp,0.0,263.53830087500137,0.9996192226890755
78064,Binary classification,KNN,smtp,0.0,275.57476408300136,0.9996285099405616
79968,Binary classification,KNN,smtp,0.0,287.9192199580011,0.9996373549419768
81872,Binary classification,KNN,smtp,0.0,300.82374066600096,0.9996457885479774
83776,Binary classification,KNN,smtp,0.0,313.7397597910003,0.9996538388082504
85680,Binary classification,KNN,smtp,0.0,327.01559025000097,0.9996615312791785
87584,Binary classification,KNN,smtp,0.0,340.52185279100013,0.9996688892948484
89488,Binary classification,KNN,smtp,0.0,354.4393286249997,0.9996647595208296
91392,Binary classification,KNN,smtp,0.0,368.32518362500014,0.999671743697479
93296,Binary classification,KNN,smtp,0.0,383.0133532910004,0.9996784428056936
106,Binary classification,LeveragingBagging,bananas,0.0,0.0630385839995142,0.5094339622641509
212,Binary classification,LeveragingBagging,bananas,0.0,0.12412462499924,0.5377358490566038
318,Binary classification,LeveragingBagging,bananas,0.0,0.1853685839996615,0.5377358490566038
424,Binary classification,LeveragingBagging,bananas,0.0,0.2461950839988276,0.5448113207547169
530,Binary classification,LeveragingBagging,bananas,0.0,0.3085126669993769,0.5584905660377358
636,Binary classification,LeveragingBagging,bananas,0.0,0.3715410419990803,0.5581761006289309
742,Binary classification,LeveragingBagging,bananas,0.0,0.4357919590001984,0.568733153638814
848,Binary classification,LeveragingBagging,bananas,0.0,0.5002007919993048,0.5660377358490566
954,Binary classification,LeveragingBagging,bananas,0.0,0.5657044170002337,0.5670859538784067
1060,Binary classification,LeveragingBagging,bananas,0.0,0.6318955419992562,0.5726415094339623
1166,Binary classification,LeveragingBagging,bananas,0.0,0.6986591669992777,0.5703259005145798
1272,Binary classification,LeveragingBagging,bananas,0.0,0.7669519169994601,0.5660377358490566
1378,Binary classification,LeveragingBagging,bananas,0.0,0.8356114170001092,0.56966618287373
1484,Binary classification,LeveragingBagging,bananas,0.0,0.9047713749987452,0.5694070080862533
1590,Binary classification,LeveragingBagging,bananas,0.0,0.9738117090000742,0.5691823899371069
1696,Binary classification,LeveragingBagging,bananas,0.0,1.0446447920003266,0.5695754716981132
1802,Binary classification,LeveragingBagging,bananas,0.0,1.1154329589990084,0.5654827968923418
1908,Binary classification,LeveragingBagging,bananas,0.0,1.1878024589987035,0.5613207547169812
2014,Binary classification,LeveragingBagging,bananas,0.0,1.259127499999522,0.5561072492552135
2120,Binary classification,LeveragingBagging,bananas,0.0,1.3313062500001251,0.5518867924528302
2226,Binary classification,LeveragingBagging,bananas,0.0,1.4045617499996297,0.5521114106019767
2332,Binary classification,LeveragingBagging,bananas,0.0,1.477934958998958,0.5514579759862779
2438,Binary classification,LeveragingBagging,bananas,0.0,1.552506166999592,0.5525020508613617
2544,Binary classification,LeveragingBagging,bananas,0.0,1.627194333999796,0.5495283018867925
2650,Binary classification,LeveragingBagging,bananas,0.0,1.7038054589993408,0.5475471698113208
2756,Binary classification,LeveragingBagging,bananas,0.0,1.7803672919999372,0.5478955007256894
2862,Binary classification,LeveragingBagging,bananas,0.0,1.8577714589991956,0.5496156533892383
2968,Binary classification,LeveragingBagging,bananas,0.0,1.9358964169987305,0.5512129380053908
3074,Binary classification,LeveragingBagging,bananas,0.0,2.0148655840002903,0.5494469746258946
3180,Binary classification,LeveragingBagging,bananas,0.0,2.0937594169990916,0.5515723270440251
3286,Binary classification,LeveragingBagging,bananas,0.0,2.17344358399896,0.5523432744978698
3392,Binary classification,LeveragingBagging,bananas,0.0,2.2549920000001293,0.5504127358490566
3498,Binary classification,LeveragingBagging,bananas,0.0,2.336423708999064,0.5520297312750143
3604,Binary classification,LeveragingBagging,bananas,0.0,2.4211997089987563,0.5541065482796892
3710,Binary classification,LeveragingBagging,bananas,0.0,2.562397959000009,0.5528301886792453
3816,Binary classification,LeveragingBagging,bananas,0.0,2.6470775839989074,0.5521488469601677
3922,Binary classification,LeveragingBagging,bananas,0.0,2.7321752089992515,0.5530341662417134
4028,Binary classification,LeveragingBagging,bananas,0.0,2.8190709589998733,0.5533763654419066
4134,Binary classification,LeveragingBagging,bananas,0.0,2.9050496250001743,0.5534591194968553
4240,Binary classification,LeveragingBagging,bananas,0.0,2.99072279199936,0.5528301886792453
4346,Binary classification,LeveragingBagging,bananas,0.0,3.078184333999161,0.55315232397607
4452,Binary classification,LeveragingBagging,bananas,0.0,3.1659234170001582,0.5534591194968553
4558,Binary classification,LeveragingBagging,bananas,0.0,3.255203667000387,0.5513383062746818
4664,Binary classification,LeveragingBagging,bananas,0.0,3.3442248339997604,0.5501715265866209
4770,Binary classification,LeveragingBagging,bananas,0.0,3.4351963749995775,0.5509433962264151
4876,Binary classification,LeveragingBagging,bananas,0.0,3.5263582919997134,0.5522969647251845
4982,Binary classification,LeveragingBagging,bananas,0.0,3.618959374998667,0.5513849859494179
5088,Binary classification,LeveragingBagging,bananas,0.0,3.7114340419993823,0.5514937106918238
5194,Binary classification,LeveragingBagging,bananas,0.0,3.805540291999933,0.5517905275317674
5300,Binary classification,LeveragingBagging,bananas,0.0,3.89852720899944,0.5516981132075471
907,Binary classification,LeveragingBagging,elec2,0.0,0.6963268750005227,0.5104740904079382
1814,Binary classification,LeveragingBagging,elec2,0.0,1.421733667000808,0.5959206174200662
2721,Binary classification,LeveragingBagging,elec2,0.0,2.1548540420008067,0.593531789783168
3628,Binary classification,LeveragingBagging,elec2,0.0,2.946942750000744,0.5934399117971334
4535,Binary classification,LeveragingBagging,elec2,0.0,3.7989025419992686,0.6039691289966924
5442,Binary classification,LeveragingBagging,elec2,0.0,4.702598292000403,0.6045571481073135
6349,Binary classification,LeveragingBagging,elec2,0.0,5.782122208000146,0.6013545440226807
7256,Binary classification,LeveragingBagging,elec2,0.0,6.84145320800053,0.6003307607497244
8163,Binary classification,LeveragingBagging,elec2,0.0,7.899837499999194,0.5838539752541958
9070,Binary classification,LeveragingBagging,elec2,0.0,9.009078375000172,0.5749724366041896
9977,Binary classification,LeveragingBagging,elec2,0.0,10.177050124999369,0.5667034178610805
10884,Binary classification,LeveragingBagging,elec2,0.0,11.437868625000192,0.5612826166850423
11791,Binary classification,LeveragingBagging,elec2,0.0,12.715843125000902,0.560681876007124
12698,Binary classification,LeveragingBagging,elec2,0.0,14.116778125000565,0.5601669554260513
13605,Binary classification,LeveragingBagging,elec2,0.0,15.51211762499952,0.5550165380374862
14512,Binary classification,LeveragingBagging,elec2,0.0,17.008940542000346,0.5533351708930541
15419,Binary classification,LeveragingBagging,elec2,0.0,18.504870167000263,0.555224074194176
16326,Binary classification,LeveragingBagging,elec2,0.0,20.069699457999377,0.5567193433786598
17233,Binary classification,LeveragingBagging,elec2,0.0,21.77651204200083,0.5625834155399524
18140,Binary classification,LeveragingBagging,elec2,0.0,23.51671300000089,0.5627894156560088
19047,Binary classification,LeveragingBagging,elec2,0.0,25.240755999999237,0.5663359059169423
19954,Binary classification,LeveragingBagging,elec2,0.0,27.014629041999797,0.5623935050616418
20861,Binary classification,LeveragingBagging,elec2,0.0,28.941510832999484,0.5619097838071042
21768,Binary classification,LeveragingBagging,elec2,0.0,30.94298337500004,0.5682194046306505
22675,Binary classification,LeveragingBagging,elec2,0.0,32.99614429199937,0.5706284454244763
23582,Binary classification,LeveragingBagging,elec2,0.0,35.10754774999987,0.5709439402934442
24489,Binary classification,LeveragingBagging,elec2,0.0,37.175511249999545,0.5737269794601658
25396,Binary classification,LeveragingBagging,elec2,0.0,39.356424792000325,0.5731217514569223
26303,Binary classification,LeveragingBagging,elec2,0.0,41.61912545800078,0.5740790023951641
27210,Binary classification,LeveragingBagging,elec2,0.0,43.90369862499938,0.5720323410510841
28117,Binary classification,LeveragingBagging,elec2,0.0,46.29525212500084,0.5744211686879823
29024,Binary classification,LeveragingBagging,elec2,0.0,48.70173291699939,0.5758682469680264
29931,Binary classification,LeveragingBagging,elec2,0.0,51.17671883299954,0.5765928301760717
30838,Binary classification,LeveragingBagging,elec2,0.0,53.65330958300001,0.5782476165769506
31745,Binary classification,LeveragingBagging,elec2,0.0,56.21336466700086,0.5779807843754922
32652,Binary classification,LeveragingBagging,elec2,0.0,58.937251375000415,0.5773306382457429
33559,Binary classification,LeveragingBagging,elec2,0.0,61.58288833299957,0.5772520039333711
34466,Binary classification,LeveragingBagging,elec2,0.0,64.36927670799923,0.5768003249579295
35373,Binary classification,LeveragingBagging,elec2,0.0,67.18834724999942,0.5792836344104261
36280,Binary classification,LeveragingBagging,elec2,0.0,70.13555412499954,0.5822216097023153
37187,Binary classification,LeveragingBagging,elec2,0.0,73.00933704199997,0.5832145642294351
38094,Binary classification,LeveragingBagging,elec2,0.0,76.01811966700006,0.5849740116553788
39001,Binary classification,LeveragingBagging,elec2,0.0,79.1176165830002,0.5839337452885823
39908,Binary classification,LeveragingBagging,elec2,0.0,82.31615262500054,0.5813120176405733
40815,Binary classification,LeveragingBagging,elec2,0.0,85.48671641700093,0.5784638000735024
41722,Binary classification,LeveragingBagging,elec2,0.0,88.66694733300028,0.5758832270744452
42629,Binary classification,LeveragingBagging,elec2,0.0,91.90912737500004,0.5750076239179901
43536,Binary classification,LeveragingBagging,elec2,0.0,95.13647691699953,0.574949467107681
44443,Binary classification,LeveragingBagging,elec2,0.0,98.62550620799992,0.5759062169520509
25,Binary classification,LeveragingBagging,phishing,0.0,0.019584792000387,0.48
50,Binary classification,LeveragingBagging,phishing,0.0,0.0370544170000357,0.54
75,Binary classification,LeveragingBagging,phishing,0.0,0.0538937090004765,0.5066666666666667
100,Binary classification,LeveragingBagging,phishing,0.0,0.0708829590003006,0.51
125,Binary classification,LeveragingBagging,phishing,0.0,0.0892937499993422,0.512
150,Binary classification,LeveragingBagging,phishing,0.0,0.1067708749997109,0.4933333333333333
175,Binary classification,LeveragingBagging,phishing,0.0,0.124701417000324,0.5257142857142857
200,Binary classification,LeveragingBagging,phishing,0.0,0.1421039169999858,0.525
225,Binary classification,LeveragingBagging,phishing,0.0,0.1597198750005191,0.5422222222222223
250,Binary classification,LeveragingBagging,phishing,0.0,0.1768852090008295,0.536
275,Binary classification,LeveragingBagging,phishing,0.0,0.1939527499998803,0.5454545454545454
300,Binary classification,LeveragingBagging,phishing,0.0,0.2115104170006816,0.5566666666666666
325,Binary classification,LeveragingBagging,phishing,0.0,0.228515625,0.5661538461538461
350,Binary classification,LeveragingBagging,phishing,0.0,0.245932834000996,0.5742857142857143
375,Binary classification,LeveragingBagging,phishing,0.0,0.2633251669994934,0.5786666666666667
400,Binary classification,LeveragingBagging,phishing,0.0,0.2808524590000161,0.5825
425,Binary classification,LeveragingBagging,phishing,0.0,0.2975637090003147,0.5929411764705882
450,Binary classification,LeveragingBagging,phishing,0.0,0.3157582919993729,0.5977777777777777
475,Binary classification,LeveragingBagging,phishing,0.0,0.3331344170001102,0.5894736842105263
500,Binary classification,LeveragingBagging,phishing,0.0,0.3513342500009457,0.582
525,Binary classification,LeveragingBagging,phishing,0.0,0.3687906249997468,0.5904761904761905
550,Binary classification,LeveragingBagging,phishing,0.0,0.3870645839997451,0.5872727272727273
575,Binary classification,LeveragingBagging,phishing,0.0,0.4049936249994061,0.5895652173913043
600,Binary classification,LeveragingBagging,phishing,0.0,0.4227757919998112,0.5966666666666667
625,Binary classification,LeveragingBagging,phishing,0.0,0.4406914999999571,0.6064
650,Binary classification,LeveragingBagging,phishing,0.0,0.4584939169999416,0.6
675,Binary classification,LeveragingBagging,phishing,0.0,0.4769238339995354,0.5911111111111111
700,Binary classification,LeveragingBagging,phishing,0.0,0.4948905000001105,0.5957142857142858
725,Binary classification,LeveragingBagging,phishing,0.0,0.5130978340002912,0.5875862068965517
750,Binary classification,LeveragingBagging,phishing,0.0,0.5313061249999009,0.5853333333333334
775,Binary classification,LeveragingBagging,phishing,0.0,0.5488938750004309,0.5858064516129032
800,Binary classification,LeveragingBagging,phishing,0.0,0.5671474999999191,0.58
825,Binary classification,LeveragingBagging,phishing,0.0,0.5855112089993781,0.576969696969697
850,Binary classification,LeveragingBagging,phishing,0.0,0.6034959169992362,0.5788235294117647
875,Binary classification,LeveragingBagging,phishing,0.0,0.6219398749999527,0.5805714285714285
900,Binary classification,LeveragingBagging,phishing,0.0,0.6403798339997593,0.5822222222222222
925,Binary classification,LeveragingBagging,phishing,0.0,0.6592168339993805,0.5783783783783784
950,Binary classification,LeveragingBagging,phishing,0.0,0.6779111670002749,0.5726315789473684
975,Binary classification,LeveragingBagging,phishing,0.0,0.696561083999768,0.5733333333333334
1000,Binary classification,LeveragingBagging,phishing,0.0,0.7143237500004034,0.573
1025,Binary classification,LeveragingBagging,phishing,0.0,0.7335590839993529,0.5697560975609756
1050,Binary classification,LeveragingBagging,phishing,0.0,0.7522228340003494,0.5676190476190476
1075,Binary classification,LeveragingBagging,phishing,0.0,0.7703451670004142,0.5655813953488372
1100,Binary classification,LeveragingBagging,phishing,0.0,0.7893813749997207,0.5645454545454546
1125,Binary classification,LeveragingBagging,phishing,0.0,0.8080569590001687,0.56
1150,Binary classification,LeveragingBagging,phishing,0.0,0.827092666999306,0.5608695652173913
1175,Binary classification,LeveragingBagging,phishing,0.0,0.8453900839995185,0.5617021276595745
1200,Binary classification,LeveragingBagging,phishing,0.0,0.8637417089994415,0.5633333333333334
1225,Binary classification,LeveragingBagging,phishing,0.0,0.8829496670005028,0.563265306122449
1250,Binary classification,LeveragingBagging,phishing,0.0,0.901140709000174,0.5616
1904,Binary classification,LeveragingBagging,smtp,0.0,1.3130311250006343,1.0
3808,Binary classification,LeveragingBagging,smtp,0.0,2.83177033299944,1.0
5712,Binary classification,LeveragingBagging,smtp,0.0,4.619814375000715,1.0
7616,Binary classification,LeveragingBagging,smtp,0.0,6.766321541999787,1.0
9520,Binary classification,LeveragingBagging,smtp,0.0,9.153971707999515,1.0
11424,Binary classification,LeveragingBagging,smtp,0.0,11.941270458000872,1.0
13328,Binary classification,LeveragingBagging,smtp,0.0,14.803912167000815,1.0
15232,Binary classification,LeveragingBagging,smtp,0.0,18.012880791999123,0.9992778361344538
17136,Binary classification,LeveragingBagging,smtp,0.0,21.493072582999957,0.9992413632119514
19040,Binary classification,LeveragingBagging,smtp,0.0,25.404817458000252,0.9993172268907564
20944,Binary classification,LeveragingBagging,smtp,0.0,29.38487691699993,0.9993792971734148
22848,Binary classification,LeveragingBagging,smtp,0.0,33.673247541999444,0.9994310224089636
24752,Binary classification,LeveragingBagging,smtp,0.0,38.1895341670006,0.9994747899159664
26656,Binary classification,LeveragingBagging,smtp,0.0,43.02639395799997,0.9994747899159664
28560,Binary classification,LeveragingBagging,smtp,0.0,48.0915671670009,0.9995098039215686
30464,Binary classification,LeveragingBagging,smtp,0.0,53.50060925000071,0.9995404411764706
32368,Binary classification,LeveragingBagging,smtp,0.0,59.14570979199925,0.9995674740484428
34272,Binary classification,LeveragingBagging,smtp,0.0,65.24516754199976,0.999591503267974
36176,Binary classification,LeveragingBagging,smtp,0.0,71.64138379200085,0.9996130030959752
38080,Binary classification,LeveragingBagging,smtp,0.0,78.16158391700083,0.9996323529411764
39984,Binary classification,LeveragingBagging,smtp,0.0,84.90794279200054,0.9996498599439776
41888,Binary classification,LeveragingBagging,smtp,0.0,91.94534595799996,0.9996657754010696
43792,Binary classification,LeveragingBagging,smtp,0.0,99.29037970799982,0.9996803069053708
45696,Binary classification,LeveragingBagging,smtp,0.0,106.87640775,0.9996936274509804
47600,Binary classification,LeveragingBagging,smtp,0.0,114.72673929200027,0.9997058823529412
49504,Binary classification,LeveragingBagging,smtp,0.0,122.78942958299922,0.9997171945701356
51408,Binary classification,LeveragingBagging,smtp,0.0,131.19510683299995,0.9996887643946468
53312,Binary classification,LeveragingBagging,smtp,0.0,139.79242483300004,0.9996998799519808
55216,Binary classification,LeveragingBagging,smtp,0.0,148.63831883300008,0.9997102289191538
57120,Binary classification,LeveragingBagging,smtp,0.0,157.64495404199988,0.999562324929972
59024,Binary classification,LeveragingBagging,smtp,0.0,167.26222912500089,0.999576443480618
60928,Binary classification,LeveragingBagging,smtp,0.0,176.85347229199942,0.9995896796218487
62832,Binary classification,LeveragingBagging,smtp,0.0,186.771609292,0.999570282658518
64736,Binary classification,LeveragingBagging,smtp,0.0,197.0560668750004,0.9995829214038556
66640,Binary classification,LeveragingBagging,smtp,0.0,207.7952237080008,0.999594837935174
68544,Binary classification,LeveragingBagging,smtp,0.0,218.5957108750008,0.9995769140989728
70448,Binary classification,LeveragingBagging,smtp,0.0,229.81117016700043,0.9995883488530548
72352,Binary classification,LeveragingBagging,smtp,0.0,241.1695362499995,0.9995991817779744
74256,Binary classification,LeveragingBagging,smtp,0.0,252.79586545799975,0.9996094591682828
76160,Binary classification,LeveragingBagging,smtp,0.0,264.8671008750007,0.9996192226890755
78064,Binary classification,LeveragingBagging,smtp,0.0,276.9348557079993,0.9996285099405616
79968,Binary classification,LeveragingBagging,smtp,0.0,289.671517625,0.9996373549419768
81872,Binary classification,LeveragingBagging,smtp,0.0,302.69681604200014,0.9996457885479774
83776,Binary classification,LeveragingBagging,smtp,0.0,315.90725329199995,0.9996538388082504
85680,Binary classification,LeveragingBagging,smtp,0.0,329.25853970800017,0.9996615312791785
87584,Binary classification,LeveragingBagging,smtp,0.0,342.79954491699937,0.9996688892948484
89488,Binary classification,LeveragingBagging,smtp,0.0,356.2351727919995,0.9996647595208296
91392,Binary classification,LeveragingBagging,smtp,0.0,369.9519755420006,0.999671743697479
93296,Binary classification,LeveragingBagging,smtp,0.0,384.0879552080005,0.9996784428056936
106,Binary classification,MajorityClass,bananas,0.0,0.0597423750004963,0.5094339622641509
212,Binary classification,MajorityClass,bananas,0.0,0.1198155420006514,0.5377358490566038
318,Binary classification,MajorityClass,bananas,0.0,0.1802367920008691,0.5377358490566038
424,Binary classification,MajorityClass,bananas,0.0,0.2415833750001184,0.5448113207547169
530,Binary classification,MajorityClass,bananas,0.0,0.3036793749997741,0.5584905660377358
636,Binary classification,MajorityClass,bananas,0.0,0.3651843749994441,0.5581761006289309
742,Binary classification,MajorityClass,bananas,0.0,0.4289752090007823,0.568733153638814
848,Binary classification,MajorityClass,bananas,0.0,0.4927855420010019,0.5660377358490566
954,Binary classification,MajorityClass,bananas,0.0,0.5574774590004381,0.5670859538784067
1060,Binary classification,MajorityClass,bananas,0.0,0.6225857499994163,0.5726415094339623
1166,Binary classification,MajorityClass,bananas,0.0,0.6884580839996488,0.5703259005145798
1272,Binary classification,MajorityClass,bananas,0.0,0.7556733340006758,0.5660377358490566
1378,Binary classification,MajorityClass,bananas,0.0,0.8225621250003314,0.56966618287373
1484,Binary classification,MajorityClass,bananas,0.0,0.8913905839999643,0.5694070080862533
1590,Binary classification,MajorityClass,bananas,0.0,0.9610090420010238,0.5691823899371069
1696,Binary classification,MajorityClass,bananas,0.0,1.0300447089994125,0.5695754716981132
1802,Binary classification,MajorityClass,bananas,0.0,1.1002684169998247,0.5654827968923418
1908,Binary classification,MajorityClass,bananas,0.0,1.170872041999246,0.5613207547169812
2014,Binary classification,MajorityClass,bananas,0.0,1.2416994590003014,0.5561072492552135
2120,Binary classification,MajorityClass,bananas,0.0,1.3133075839996309,0.5518867924528302
2226,Binary classification,MajorityClass,bananas,0.0,1.3855954999999085,0.5521114106019767
2332,Binary classification,MajorityClass,bananas,0.0,1.4589639170008013,0.5514579759862779
2438,Binary classification,MajorityClass,bananas,0.0,1.5331127499994182,0.5525020508613617
2544,Binary classification,MajorityClass,bananas,0.0,1.6070550000004005,0.5495283018867925
2650,Binary classification,MajorityClass,bananas,0.0,1.682864292000886,0.5475471698113208
2756,Binary classification,MajorityClass,bananas,0.0,1.7601570000006177,0.5478955007256894
2862,Binary classification,MajorityClass,bananas,0.0,1.9087114590001877,0.5496156533892383
2968,Binary classification,MajorityClass,bananas,0.0,1.9962498750010127,0.5512129380053908
3074,Binary classification,MajorityClass,bananas,0.0,2.075623791999533,0.5494469746258946
3180,Binary classification,MajorityClass,bananas,0.0,2.1559158340005524,0.5515723270440251
3286,Binary classification,MajorityClass,bananas,0.0,2.2369614590006677,0.5523432744978698
3392,Binary classification,MajorityClass,bananas,0.0,2.317745542000921,0.5504127358490566
3498,Binary classification,MajorityClass,bananas,0.0,2.4003331670010084,0.5520297312750143
3604,Binary classification,MajorityClass,bananas,0.0,2.482936542000971,0.5541065482796892
3710,Binary classification,MajorityClass,bananas,0.0,2.565813084000183,0.5528301886792453
3816,Binary classification,MajorityClass,bananas,0.0,2.649166749999494,0.5521488469601677
3922,Binary classification,MajorityClass,bananas,0.0,2.73736583400023,0.5530341662417134
4028,Binary classification,MajorityClass,bananas,0.0,2.821911250000994,0.5533763654419066
4134,Binary classification,MajorityClass,bananas,0.0,2.9093747500010068,0.5534591194968553
4240,Binary classification,MajorityClass,bananas,0.0,2.997526958999515,0.5528301886792453
4346,Binary classification,MajorityClass,bananas,0.0,3.0855464169999323,0.55315232397607
4452,Binary classification,MajorityClass,bananas,0.0,3.1740657499994995,0.5534591194968553
4558,Binary classification,MajorityClass,bananas,0.0,3.263869333999537,0.5513383062746818
4664,Binary classification,MajorityClass,bananas,0.0,3.3552996670005086,0.5501715265866209
4770,Binary classification,MajorityClass,bananas,0.0,3.446201083999767,0.5509433962264151
4876,Binary classification,MajorityClass,bananas,0.0,3.5384559169997374,0.5522969647251845
4982,Binary classification,MajorityClass,bananas,0.0,3.628650333999758,0.5513849859494179
5088,Binary classification,MajorityClass,bananas,0.0,3.7196282090008026,0.5514937106918238
5194,Binary classification,MajorityClass,bananas,0.0,3.811333208999713,0.5517905275317674
5300,Binary classification,MajorityClass,bananas,0.0,3.904636917000971,0.5516981132075471
907,Binary classification,MajorityClass,elec2,0.0,0.6703739160002442,0.5104740904079382
1814,Binary classification,MajorityClass,elec2,0.0,1.3844259580000653,0.5959206174200662
2721,Binary classification,MajorityClass,elec2,0.0,2.113922041000478,0.593531789783168
3628,Binary classification,MajorityClass,elec2,0.0,2.9009775829999853,0.5934399117971334
4535,Binary classification,MajorityClass,elec2,0.0,3.835268333001295,0.6039691289966924
5442,Binary classification,MajorityClass,elec2,0.0,4.74780437499976,0.6045571481073135
6349,Binary classification,MajorityClass,elec2,0.0,5.717346250001356,0.6013545440226807
7256,Binary classification,MajorityClass,elec2,0.0,6.743308582999816,0.6003307607497244
8163,Binary classification,MajorityClass,elec2,0.0,7.817336250000153,0.5838539752541958
9070,Binary classification,MajorityClass,elec2,0.0,8.938695625000037,0.5749724366041896
9977,Binary classification,MajorityClass,elec2,0.0,10.178100208000616,0.5667034178610805
10884,Binary classification,MajorityClass,elec2,0.0,11.427212874999896,0.5612826166850423
11791,Binary classification,MajorityClass,elec2,0.0,12.72311287500088,0.560681876007124
12698,Binary classification,MajorityClass,elec2,0.0,14.077240124999662,0.5601669554260513
13605,Binary classification,MajorityClass,elec2,0.0,15.552839957999822,0.5550165380374862
14512,Binary classification,MajorityClass,elec2,0.0,17.17001591600092,0.5533351708930541
15419,Binary classification,MajorityClass,elec2,0.0,18.79728483300096,0.555224074194176
16326,Binary classification,MajorityClass,elec2,0.0,20.522834166000393,0.5567193433786598
17233,Binary classification,MajorityClass,elec2,0.0,22.172880291000183,0.5625834155399524
18140,Binary classification,MajorityClass,elec2,0.0,24.02997637500084,0.5627894156560088
19047,Binary classification,MajorityClass,elec2,0.0,25.76586099999986,0.5663359059169423
19954,Binary classification,MajorityClass,elec2,0.0,27.562159500001144,0.5623935050616418
20861,Binary classification,MajorityClass,elec2,0.0,29.477614708001056,0.5619097838071042
21768,Binary classification,MajorityClass,elec2,0.0,31.394017333001106,0.5682194046306505
