step,track,model,dataset,Memory in Mb,Time in s,Accuracy
44443,Binary classification,OnlineAdwinBagging,elec2,0.0,122.1756078749986,0.0
25,Binary classification,OnlineAdwinBagging,phishing,0.0,0.0313523750010062,0.0
50,Binary classification,OnlineAdwinBagging,phishing,0.0,0.0619010000009438,0.0
75,Binary classification,OnlineAdwinBagging,phishing,0.0,0.0930237920001673,0.0
100,Binary classification,OnlineAdwinBagging,phishing,0.0,0.1239845000000059,0.0
125,Binary classification,OnlineAdwinBagging,phishing,0.0,0.1547644580004998,0.0
150,Binary classification,OnlineAdwinBagging,phishing,0.0,0.18563208300111,0.0
175,Binary classification,OnlineAdwinBagging,phishing,0.0,0.2163953330000367,0.0
200,Binary classification,OnlineAdwinBagging,phishing,0.0,0.2465924170010112,0.0
225,Binary classification,OnlineAdwinBagging,phishing,0.0,0.277430166999693,0.0
250,Binary classification,OnlineAdwinBagging,phishing,0.0,0.3083070829998178,0.0
275,Binary classification,OnlineAdwinBagging,phishing,0.0,0.3396012080011132,0.0
300,Binary classification,OnlineAdwinBagging,phishing,0.0,0.3697158329996455,0.0
325,Binary classification,OnlineAdwinBagging,phishing,0.0,0.4011686670000927,0.0
350,Binary classification,OnlineAdwinBagging,phishing,0.0,0.4320399170010205,0.0
375,Binary classification,OnlineAdwinBagging,phishing,0.0,0.4628936669996619,0.0
400,Binary classification,OnlineAdwinBagging,phishing,0.0,0.4941488330005086,0.0
425,Binary classification,OnlineAdwinBagging,phishing,0.0,0.5259329170003184,0.0
450,Binary classification,OnlineAdwinBagging,phishing,0.0,0.5574177500002406,0.0
475,Binary classification,OnlineAdwinBagging,phishing,0.0,0.6343436250008381,0.0
500,Binary classification,OnlineAdwinBagging,phishing,0.0,0.6701830830006656,0.0
525,Binary classification,OnlineAdwinBagging,phishing,0.0,0.701070000000982,0.0
550,Binary classification,OnlineAdwinBagging,phishing,0.0,0.7323445830006676,0.0
575,Binary classification,OnlineAdwinBagging,phishing,0.0,0.7639683329998661,0.0
600,Binary classification,OnlineAdwinBagging,phishing,0.0,0.7961962080007652,0.0
625,Binary classification,OnlineAdwinBagging,phishing,0.0,0.8276025420000224,0.0
650,Binary classification,OnlineAdwinBagging,phishing,0.0,0.8588380830005917,0.0
675,Binary classification,OnlineAdwinBagging,phishing,0.0,0.8909591249994264,0.0
700,Binary classification,OnlineAdwinBagging,phishing,0.0,0.9226948329996958,0.0
725,Binary classification,OnlineAdwinBagging,phishing,0.0,0.954462292000244,0.0
750,Binary classification,OnlineAdwinBagging,phishing,0.0,0.986541166999814,0.0
775,Binary classification,OnlineAdwinBagging,phishing,0.0,1.0182689579996804,0.0
800,Binary classification,OnlineAdwinBagging,phishing,0.0,1.0496622919999936,0.0
825,Binary classification,OnlineAdwinBagging,phishing,0.0,1.081435166999654,0.0
850,Binary classification,OnlineAdwinBagging,phishing,0.0,1.1122313750001922,0.0
875,Binary classification,OnlineAdwinBagging,phishing,0.0,1.1438928749994377,0.0
900,Binary classification,OnlineAdwinBagging,phishing,0.0,1.1760324999995646,0.0
925,Binary classification,OnlineAdwinBagging,phishing,0.0,1.2087095830011094,0.0
950,Binary classification,OnlineAdwinBagging,phishing,0.0,1.2401674169996113,0.0
975,Binary classification,OnlineAdwinBagging,phishing,0.0,1.2721473750007135,0.0
1000,Binary classification,OnlineAdwinBagging,phishing,0.0,1.3040002920006373,0.0
1025,Binary classification,OnlineAdwinBagging,phishing,0.0,1.3357213330000377,0.0
1050,Binary classification,OnlineAdwinBagging,phishing,0.0,1.368534125000224,0.0
1075,Binary classification,OnlineAdwinBagging,phishing,0.0,1.4010935000005702,0.0
1100,Binary classification,OnlineAdwinBagging,phishing,0.0,1.4329344170000695,0.0
1125,Binary classification,OnlineAdwinBagging,phishing,0.0,1.4657355420004023,0.0
1150,Binary classification,OnlineAdwinBagging,phishing,0.0,1.4983022500000516,0.0
1175,Binary classification,OnlineAdwinBagging,phishing,0.0,1.5311419579993526,0.0
1200,Binary classification,OnlineAdwinBagging,phishing,0.0,1.5633173330006684,0.0
1225,Binary classification,OnlineAdwinBagging,phishing,0.0,1.5961648749998858,0.0
1250,Binary classification,OnlineAdwinBagging,phishing,0.0,1.6284344579999015,0.0
1904,Binary classification,OnlineAdwinBagging,smtp,0.0,2.3803502089995163,0.0
3808,Binary classification,OnlineAdwinBagging,smtp,0.0,5.008195500000511,0.0
5712,Binary classification,OnlineAdwinBagging,smtp,0.0,7.951729042000807,0.0
7616,Binary classification,OnlineAdwinBagging,smtp,0.0,11.092682291999154,0.0
9520,Binary classification,OnlineAdwinBagging,smtp,0.0,14.490033750000292,0.0
11424,Binary classification,OnlineAdwinBagging,smtp,0.0,18.24259495899969,0.0
13328,Binary classification,OnlineAdwinBagging,smtp,0.0,22.27345620900087,0.0
15232,Binary classification,OnlineAdwinBagging,smtp,0.0,26.58113216700076,0.0
17136,Binary classification,OnlineAdwinBagging,smtp,0.0,31.069795249999515,0.0
19040,Binary classification,OnlineAdwinBagging,smtp,0.0,35.77984191699943,0.0
20944,Binary classification,OnlineAdwinBagging,smtp,0.0,40.800769334000506,0.0
22848,Binary classification,OnlineAdwinBagging,smtp,0.0,46.0583672089997,0.0
24752,Binary classification,OnlineAdwinBagging,smtp,0.0,51.72209020899936,0.0
26656,Binary classification,OnlineAdwinBagging,smtp,0.0,57.58931854200091,0.0
28560,Binary classification,OnlineAdwinBagging,smtp,0.0,63.81367154200052,0.0
30464,Binary classification,OnlineAdwinBagging,smtp,0.0,70.23029108400078,0.0
32368,Binary classification,OnlineAdwinBagging,smtp,0.0,76.8595111249997,0.0
34272,Binary classification,OnlineAdwinBagging,smtp,0.0,83.81599308399927,0.0
36176,Binary classification,OnlineAdwinBagging,smtp,0.0,91.07007183399946,0.0
38080,Binary classification,OnlineAdwinBagging,smtp,0.0,98.50462204200085,0.0
39984,Binary classification,OnlineAdwinBagging,smtp,0.0,106.28321083400078,0.0
41888,Binary classification,OnlineAdwinBagging,smtp,0.0,114.42176270900018,0.0
43792,Binary classification,OnlineAdwinBagging,smtp,0.0,122.88581449999948,0.0
45696,Binary classification,OnlineAdwinBagging,smtp,0.0,131.46296220899967,0.0
47600,Binary classification,OnlineAdwinBagging,smtp,0.0,140.11807324999972,0.0
49504,Binary classification,OnlineAdwinBagging,smtp,0.0,149.12855070899968,0.0
51408,Binary classification,OnlineAdwinBagging,smtp,0.0,158.3786771670002,0.0
53312,Binary classification,OnlineAdwinBagging,smtp,0.0,167.92335520900087,0.0
55216,Binary classification,OnlineAdwinBagging,smtp,0.0,177.74663466700076,0.0
57120,Binary classification,OnlineAdwinBagging,smtp,0.0,187.9393731250002,0.0
59024,Binary classification,OnlineAdwinBagging,smtp,0.0,198.31085262499985,0.0
60928,Binary classification,OnlineAdwinBagging,smtp,0.0,208.93509979199916,0.0
62832,Binary classification,OnlineAdwinBagging,smtp,0.0,219.602137459,0.0
64736,Binary classification,OnlineAdwinBagging,smtp,0.0,230.7262920840003,0.0
66640,Binary classification,OnlineAdwinBagging,smtp,0.0,242.0884685839992,0.0
68544,Binary classification,OnlineAdwinBagging,smtp,0.0,253.7606442920005,0.0
70448,Binary classification,OnlineAdwinBagging,smtp,0.0,265.6932242919993,0.0
72352,Binary classification,OnlineAdwinBagging,smtp,0.0,277.9739874170009,0.0
74256,Binary classification,OnlineAdwinBagging,smtp,0.0,290.41408420900007,0.0
76160,Binary classification,OnlineAdwinBagging,smtp,0.0,303.26429350000035,0.0
78064,Binary classification,OnlineAdwinBagging,smtp,0.0,316.2454845840002,0.0
79968,Binary classification,OnlineAdwinBagging,smtp,0.0,329.59148641700085,0.0
81872,Binary classification,OnlineAdwinBagging,smtp,0.0,342.86737554200045,0.0
83776,Binary classification,OnlineAdwinBagging,smtp,0.0,356.3207864169999,0.0
85680,Binary classification,OnlineAdwinBagging,smtp,0.0,370.0791337089995,0.0
87584,Binary classification,OnlineAdwinBagging,smtp,0.0,384.1669323339993,0.0
89488,Binary classification,OnlineAdwinBagging,smtp,0.0,398.49215441699926,0.0
91392,Binary classification,OnlineAdwinBagging,smtp,0.0,413.11961570899985,0.0
93296,Binary classification,OnlineAdwinBagging,smtp,0.0,428.03192420900086,0.0
106,Binary classification,OnlineBagging,bananas,0.0,0.1258271249989775,0.0
212,Binary classification,OnlineBagging,bananas,0.0,0.2838811659985367,0.0
318,Binary classification,OnlineBagging,bananas,0.0,0.4128493749994959,0.0
424,Binary classification,OnlineBagging,bananas,0.0,0.5416404579991649,0.0
530,Binary classification,OnlineBagging,bananas,0.0,0.6704736659994524,0.0
636,Binary classification,OnlineBagging,bananas,0.0,0.8005961660001049,0.0
742,Binary classification,OnlineBagging,bananas,0.0,0.930212790999576,0.0
848,Binary classification,OnlineBagging,bananas,0.0,1.0615725409988954,0.0
954,Binary classification,OnlineBagging,bananas,0.0,1.1914182499986057,0.0
1060,Binary classification,OnlineBagging,bananas,0.0,1.3219727910000074,0.0
1166,Binary classification,OnlineBagging,bananas,0.0,1.4545985409986315,0.0
1272,Binary classification,OnlineBagging,bananas,0.0,1.5871406659989589,0.0
1378,Binary classification,OnlineBagging,bananas,0.0,1.7200239159992634,0.0
1484,Binary classification,OnlineBagging,bananas,0.0,1.8530646250001157,0.0
1590,Binary classification,OnlineBagging,bananas,0.0,1.9853385409987825,0.0
1696,Binary classification,OnlineBagging,bananas,0.0,2.119739332998506,0.0
1802,Binary classification,OnlineBagging,bananas,0.0,2.2563779579995753,0.0
1908,Binary classification,OnlineBagging,bananas,0.0,2.3927829160002148,0.0
2014,Binary classification,OnlineBagging,bananas,0.0,2.527882790998774,0.0
2120,Binary classification,OnlineBagging,bananas,0.0,2.6669869999986986,0.0
2226,Binary classification,OnlineBagging,bananas,0.0,2.804236291000052,0.0
2332,Binary classification,OnlineBagging,bananas,0.0,2.94133516599868,0.0
2438,Binary classification,OnlineBagging,bananas,0.0,3.081800250000015,0.0
2544,Binary classification,OnlineBagging,bananas,0.0,3.2245577909998246,0.0
2650,Binary classification,OnlineBagging,bananas,0.0,3.3657040409998444,0.0
2756,Binary classification,OnlineBagging,bananas,0.0,3.5082299999994575,0.0
2862,Binary classification,OnlineBagging,bananas,0.0,3.651856749998842,0.0
2968,Binary classification,OnlineBagging,bananas,0.0,3.796651499998916,0.0
3074,Binary classification,OnlineBagging,bananas,0.0,3.940677540998877,0.0
3180,Binary classification,OnlineBagging,bananas,0.0,4.085603165998691,0.0
3286,Binary classification,OnlineBagging,bananas,0.0,4.231033874999412,0.0
3392,Binary classification,OnlineBagging,bananas,0.0,4.377860874999897,0.0
3498,Binary classification,OnlineBagging,bananas,0.0,4.524838290999469,0.0
3604,Binary classification,OnlineBagging,bananas,0.0,4.673877540999456,0.0
3710,Binary classification,OnlineBagging,bananas,0.0,4.822338040999966,0.0
3816,Binary classification,OnlineBagging,bananas,0.0,4.970917832999476,0.0
3922,Binary classification,OnlineBagging,bananas,0.0,5.119007374998546,0.0
4028,Binary classification,OnlineBagging,bananas,0.0,5.27002579100008,0.0
4134,Binary classification,OnlineBagging,bananas,0.0,5.420826957999452,0.0
4240,Binary classification,OnlineBagging,bananas,0.0,5.571530790999532,0.0
4346,Binary classification,OnlineBagging,bananas,0.0,5.7234602909993555,0.0
4452,Binary classification,OnlineBagging,bananas,0.0,5.8752292079989274,0.0
4558,Binary classification,OnlineBagging,bananas,0.0,6.026589957999022,0.0
4664,Binary classification,OnlineBagging,bananas,0.0,6.17923645799965,0.0
4770,Binary classification,OnlineBagging,bananas,0.0,6.332893666000018,0.0
4876,Binary classification,OnlineBagging,bananas,0.0,6.48713399999906,0.0
4982,Binary classification,OnlineBagging,bananas,0.0,6.641389540998716,0.0
5088,Binary classification,OnlineBagging,bananas,0.0,6.7958536249989265,0.0
5194,Binary classification,OnlineBagging,bananas,0.0,6.980449208000209,0.0
5300,Binary classification,OnlineBagging,bananas,0.0,7.139356790999955,0.0
907,Binary classification,OnlineBagging,elec2,0.0,1.1434436670006107,0.0
1814,Binary classification,OnlineBagging,elec2,0.0,2.390094250000402,0.0
2721,Binary classification,OnlineBagging,elec2,0.0,3.6387629580003704,0.0
3628,Binary classification,OnlineBagging,elec2,0.0,4.949605125000744,0.0
4535,Binary classification,OnlineBagging,elec2,0.0,6.335980207999455,0.0
5442,Binary classification,OnlineBagging,elec2,0.0,7.7539090829995985,0.0
6349,Binary classification,OnlineBagging,elec2,0.0,9.222039292000773,0.0
7256,Binary classification,OnlineBagging,elec2,0.0,10.749794249999468,0.0
8163,Binary classification,OnlineBagging,elec2,0.0,12.38468925000052,0.0
9070,Binary classification,OnlineBagging,elec2,0.0,14.07609266700092,0.0
9977,Binary classification,OnlineBagging,elec2,0.0,15.782758625000495,0.0
10884,Binary classification,OnlineBagging,elec2,0.0,17.53528958300012,0.0
11791,Binary classification,OnlineBagging,elec2,0.0,19.376325167000687,0.0
12698,Binary classification,OnlineBagging,elec2,0.0,21.263729667000007,0.0
13605,Binary classification,OnlineBagging,elec2,0.0,23.23341070800052,0.0
14512,Binary classification,OnlineBagging,elec2,0.0,25.203378707999946,0.0
15419,Binary classification,OnlineBagging,elec2,0.0,27.29514966700117,0.0
16326,Binary classification,OnlineBagging,elec2,0.0,29.474281917000553,0.0
17233,Binary classification,OnlineBagging,elec2,0.0,31.619244625000647,0.0
18140,Binary classification,OnlineBagging,elec2,0.0,33.91648237499976,0.0
19047,Binary classification,OnlineBagging,elec2,0.0,36.233756583000286,0.0
19954,Binary classification,OnlineBagging,elec2,0.0,38.53475116700065,0.0
20861,Binary classification,OnlineBagging,elec2,0.0,40.871169875001215,0.0
21768,Binary classification,OnlineBagging,elec2,0.0,43.349360583000816,0.0
22675,Binary classification,OnlineBagging,elec2,0.0,45.81545420800103,0.0
23582,Binary classification,OnlineBagging,elec2,0.0,48.36519208299978,0.0
24489,Binary classification,OnlineBagging,elec2,0.0,50.913467250000394,0.0
25396,Binary classification,OnlineBagging,elec2,0.0,53.513013125000725,0.0
26303,Binary classification,OnlineBagging,elec2,0.0,56.22891066699958,0.0
27210,Binary classification,OnlineBagging,elec2,0.0,58.94096745800016,0.0
28117,Binary classification,OnlineBagging,elec2,0.0,61.71556945799966,0.0
29024,Binary classification,OnlineBagging,elec2,0.0,64.5805005000002,0.0
29931,Binary classification,OnlineBagging,elec2,0.0,67.5197892920005,0.0
30838,Binary classification,OnlineBagging,elec2,0.0,70.46230975000071,0.0
31745,Binary classification,OnlineBagging,elec2,0.0,73.46101774999988,0.0
32652,Binary classification,OnlineBagging,elec2,0.0,76.55761362500016,0.0
33559,Binary classification,OnlineBagging,elec2,0.0,79.69472049999968,0.0
34466,Binary classification,OnlineBagging,elec2,0.0,82.85989495800095,0.0
35373,Binary classification,OnlineBagging,elec2,0.0,86.07249995799975,0.0
36280,Binary classification,OnlineBagging,elec2,0.0,89.39747949999946,0.0
37187,Binary classification,OnlineBagging,elec2,0.0,92.79418850000002,0.0
38094,Binary classification,OnlineBagging,elec2,0.0,96.26740483300092,0.0
39001,Binary classification,OnlineBagging,elec2,0.0,99.71169974999977,0.0
39908,Binary classification,OnlineBagging,elec2,0.0,103.24659016700024,0.0
40815,Binary classification,OnlineBagging,elec2,0.0,106.80008562500008,0.0
41722,Binary classification,OnlineBagging,elec2,0.0,110.44460870799958,0.0
42629,Binary classification,OnlineBagging,elec2,0.0,114.16275262499948,0.0
43536,Binary classification,OnlineBagging,elec2,0.0,117.87338350000029,0.0
44443,Binary classification,OnlineBagging,elec2,0.0,121.72389366700008,0.0
25,Binary classification,OnlineBagging,phishing,0.0,0.0316871249997348,0.0
50,Binary classification,OnlineBagging,phishing,0.0,0.0623419160001503,0.0
75,Binary classification,OnlineBagging,phishing,0.0,0.0930391660003806,0.0
100,Binary classification,OnlineBagging,phishing,0.0,0.1236047500005952,0.0
125,Binary classification,OnlineBagging,phishing,0.0,0.154210000000603,0.0
150,Binary classification,OnlineBagging,phishing,0.0,0.1849530409999715,0.0
175,Binary classification,OnlineBagging,phishing,0.0,0.2156201249999867,0.0
200,Binary classification,OnlineBagging,phishing,0.0,0.2466629579994332,0.0
225,Binary classification,OnlineBagging,phishing,0.0,0.2779140830007236,0.0
250,Binary classification,OnlineBagging,phishing,0.0,0.3095243329989898,0.0
275,Binary classification,OnlineBagging,phishing,0.0,0.3400895830000081,0.0
300,Binary classification,OnlineBagging,phishing,0.0,0.3705566249991534,0.0
325,Binary classification,OnlineBagging,phishing,0.0,0.4020986249997804,0.0
350,Binary classification,OnlineBagging,phishing,0.0,0.4334162499999365,0.0
375,Binary classification,OnlineBagging,phishing,0.0,0.464564750000136,0.0
400,Binary classification,OnlineBagging,phishing,0.0,0.4956073329994979,0.0
425,Binary classification,OnlineBagging,phishing,0.0,0.5264317910005047,0.0
450,Binary classification,OnlineBagging,phishing,0.0,0.5567380829998001,0.0
475,Binary classification,OnlineBagging,phishing,0.0,0.5880457500006742,0.0
500,Binary classification,OnlineBagging,phishing,0.0,0.6185357499998645,0.0
525,Binary classification,OnlineBagging,phishing,0.0,0.6495142080002552,0.0
550,Binary classification,OnlineBagging,phishing,0.0,0.6808870829991065,0.0
575,Binary classification,OnlineBagging,phishing,0.0,0.7128364580003108,0.0
600,Binary classification,OnlineBagging,phishing,0.0,0.7437054999991233,0.0
625,Binary classification,OnlineBagging,phishing,0.0,0.7755931249994319,0.0
650,Binary classification,OnlineBagging,phishing,0.0,0.8074744999994437,0.0
675,Binary classification,OnlineBagging,phishing,0.0,0.8393406659997709,0.0
700,Binary classification,OnlineBagging,phishing,0.0,0.870522749999509,0.0
725,Binary classification,OnlineBagging,phishing,0.0,0.9031173749990558,0.0
750,Binary classification,OnlineBagging,phishing,0.0,0.9361559999997552,0.0
775,Binary classification,OnlineBagging,phishing,0.0,0.9680905000004714,0.0
800,Binary classification,OnlineBagging,phishing,0.0,1.0005325000001903,0.0
825,Binary classification,OnlineBagging,phishing,0.0,1.0325977909997164,0.0
850,Binary classification,OnlineBagging,phishing,0.0,1.064644624999346,0.0
875,Binary classification,OnlineBagging,phishing,0.0,1.096699207999336,0.0
900,Binary classification,OnlineBagging,phishing,0.0,1.1289150409993454,0.0
925,Binary classification,OnlineBagging,phishing,0.0,1.1612942079991626,0.0
950,Binary classification,OnlineBagging,phishing,0.0,1.194368291000501,0.0
975,Binary classification,OnlineBagging,phishing,0.0,1.2263748749992374,0.0
1000,Binary classification,OnlineBagging,phishing,0.0,1.258221665999372,0.0
1025,Binary classification,OnlineBagging,phishing,0.0,1.2906273329990654,0.0
1050,Binary classification,OnlineBagging,phishing,0.0,1.3237408749992028,0.0
1075,Binary classification,OnlineBagging,phishing,0.0,1.3563242079999327,0.0
1100,Binary classification,OnlineBagging,phishing,0.0,1.3884381249990838,0.0
1125,Binary classification,OnlineBagging,phishing,0.0,1.4208988749996934,0.0
1150,Binary classification,OnlineBagging,phishing,0.0,1.4531042500002511,0.0
1175,Binary classification,OnlineBagging,phishing,0.0,1.4861219159993198,0.0
1200,Binary classification,OnlineBagging,phishing,0.0,1.518803040999046,0.0
1225,Binary classification,OnlineBagging,phishing,0.0,1.5514862079999148,0.0
1250,Binary classification,OnlineBagging,phishing,0.0,1.583906207999462,0.0
1904,Binary classification,OnlineBagging,smtp,0.0,2.429991291000988,0.0
3808,Binary classification,OnlineBagging,smtp,0.0,5.083373290999589,0.0
5712,Binary classification,OnlineBagging,smtp,0.0,8.056387750000795,0.0
7616,Binary classification,OnlineBagging,smtp,0.0,11.308333166000011,0.0
9520,Binary classification,OnlineBagging,smtp,0.0,14.768027957999948,0.0
11424,Binary classification,OnlineBagging,smtp,0.0,18.64777304100062,0.0
13328,Binary classification,OnlineBagging,smtp,0.0,22.668215583000347,0.0
15232,Binary classification,OnlineBagging,smtp,0.0,26.982407333000083,0.0
17136,Binary classification,OnlineBagging,smtp,0.0,31.581484665999596,0.0
19040,Binary classification,OnlineBagging,smtp,0.0,36.50565916600135,0.0
20944,Binary classification,OnlineBagging,smtp,0.0,41.57027508300053,0.0
22848,Binary classification,OnlineBagging,smtp,0.0,46.9824942080013,0.0
24752,Binary classification,OnlineBagging,smtp,0.0,52.5856330000006,0.0
26656,Binary classification,OnlineBagging,smtp,0.0,58.548006416000135,0.0
28560,Binary classification,OnlineBagging,smtp,0.0,64.76771666599961,0.0
30464,Binary classification,OnlineBagging,smtp,0.0,71.23634529100127,0.0
32368,Binary classification,OnlineBagging,smtp,0.0,77.99913666599969,0.0
34272,Binary classification,OnlineBagging,smtp,0.0,85.03551041600076,0.0
36176,Binary classification,OnlineBagging,smtp,0.0,92.3798620409998,0.0
38080,Binary classification,OnlineBagging,smtp,0.0,99.92977845800124,0.0
39984,Binary classification,OnlineBagging,smtp,0.0,107.76135137500025,0.0
41888,Binary classification,OnlineBagging,smtp,0.0,115.82182304100024,0.0
43792,Binary classification,OnlineBagging,smtp,0.0,124.1962473750009,0.0
45696,Binary classification,OnlineBagging,smtp,0.0,132.62501887500002,0.0
47600,Binary classification,OnlineBagging,smtp,0.0,141.2403882079998,0.0
49504,Binary classification,OnlineBagging,smtp,0.0,150.21510158300043,0.0
51408,Binary classification,OnlineBagging,smtp,0.0,159.48543629100095,0.0
53312,Binary classification,OnlineBagging,smtp,0.0,168.95476937500098,0.0
55216,Binary classification,OnlineBagging,smtp,0.0,178.71100179099994,0.0
57120,Binary classification,OnlineBagging,smtp,0.0,188.7750416660001,0.0
59024,Binary classification,OnlineBagging,smtp,0.0,199.12010125000052,0.0
60928,Binary classification,OnlineBagging,smtp,0.0,209.7080865410007,0.0
62832,Binary classification,OnlineBagging,smtp,0.0,220.63249458300015,0.0
64736,Binary classification,OnlineBagging,smtp,0.0,231.72131379100028,0.0
66640,Binary classification,OnlineBagging,smtp,0.0,242.9161806660013,0.0
68544,Binary classification,OnlineBagging,smtp,0.0,254.418394833001,0.0
70448,Binary classification,OnlineBagging,smtp,0.0,266.21062170799996,0.0
72352,Binary classification,OnlineBagging,smtp,0.0,278.34579604099963,0.0
74256,Binary classification,OnlineBagging,smtp,0.0,290.6801106660005,0.0
76160,Binary classification,OnlineBagging,smtp,0.0,303.3444099999997,0.0
78064,Binary classification,OnlineBagging,smtp,0.0,316.24217929100087,0.0
79968,Binary classification,OnlineBagging,smtp,0.0,329.5081289999998,0.0
81872,Binary classification,OnlineBagging,smtp,0.0,342.9948027500013,0.0
83776,Binary classification,OnlineBagging,smtp,0.0,356.8017920410002,0.0
85680,Binary classification,OnlineBagging,smtp,0.0,370.8762136660007,0.0
87584,Binary classification,OnlineBagging,smtp,0.0,385.3074878750013,0.0
89488,Binary classification,OnlineBagging,smtp,0.0,400.070471291001,0.0
91392,Binary classification,OnlineBagging,smtp,0.0,415.05920745799995,0.0
93296,Binary classification,OnlineBagging,smtp,0.0,430.8597131660008,0.0
106,Binary classification,OnlineSmoothBoost,bananas,0.0,0.1258445000003121,0.0
212,Binary classification,OnlineSmoothBoost,bananas,0.0,0.2504679579997173,0.0
318,Binary classification,OnlineSmoothBoost,bananas,0.0,0.3749436250000144,0.0
424,Binary classification,OnlineSmoothBoost,bananas,0.0,0.501411499999449,0.0
530,Binary classification,OnlineSmoothBoost,bananas,0.0,0.6289751669992256,0.0
636,Binary classification,OnlineSmoothBoost,bananas,0.0,0.7554861249991518,0.0
742,Binary classification,OnlineSmoothBoost,bananas,0.0,0.8836727079997218,0.0
848,Binary classification,OnlineSmoothBoost,bananas,0.0,1.0135322499991162,0.0
954,Binary classification,OnlineSmoothBoost,bananas,0.0,1.175647542000661,0.0
1060,Binary classification,OnlineSmoothBoost,bananas,0.0,1.3064961250001943,0.0
1166,Binary classification,OnlineSmoothBoost,bananas,0.0,1.4384693329993752,0.0
1272,Binary classification,OnlineSmoothBoost,bananas,0.0,1.570928332999756,0.0
1378,Binary classification,OnlineSmoothBoost,bananas,0.0,1.7029938329997094,0.0
1484,Binary classification,OnlineSmoothBoost,bananas,0.0,1.8364109169997391,0.0
1590,Binary classification,OnlineSmoothBoost,bananas,0.0,1.9707527919999848,0.0
1696,Binary classification,OnlineSmoothBoost,bananas,0.0,2.1048314580002625,0.0
1802,Binary classification,OnlineSmoothBoost,bananas,0.0,2.2404645000005985,0.0
1908,Binary classification,OnlineSmoothBoost,bananas,0.0,2.3758548330006306,0.0
2014,Binary classification,OnlineSmoothBoost,bananas,0.0,2.512977417000002,0.0
2120,Binary classification,OnlineSmoothBoost,bananas,0.0,2.6497571250001783,0.0
2226,Binary classification,OnlineSmoothBoost,bananas,0.0,2.7870282499989116,0.0
2332,Binary classification,OnlineSmoothBoost,bananas,0.0,2.924868832998982,0.0
2438,Binary classification,OnlineSmoothBoost,bananas,0.0,3.0634909170003084,0.0
2544,Binary classification,OnlineSmoothBoost,bananas,0.0,3.203282832999321,0.0
2650,Binary classification,OnlineSmoothBoost,bananas,0.0,3.344006666999121,0.0
2756,Binary classification,OnlineSmoothBoost,bananas,0.0,3.4855384580005193,0.0
2862,Binary classification,OnlineSmoothBoost,bananas,0.0,3.627058791998934,0.0
2968,Binary classification,OnlineSmoothBoost,bananas,0.0,3.768318750000617,0.0
3074,Binary classification,OnlineSmoothBoost,bananas,0.0,3.911169375000099,0.0
3180,Binary classification,OnlineSmoothBoost,bananas,0.0,4.05419024999901,0.0
3286,Binary classification,OnlineSmoothBoost,bananas,0.0,4.198689458000445,0.0
3392,Binary classification,OnlineSmoothBoost,bananas,0.0,4.343366625000272,0.0
3498,Binary classification,OnlineSmoothBoost,bananas,0.0,4.488966875000187,0.0
3604,Binary classification,OnlineSmoothBoost,bananas,0.0,4.636103417000413,0.0
3710,Binary classification,OnlineSmoothBoost,bananas,0.0,4.783267499999056,0.0
3816,Binary classification,OnlineSmoothBoost,bananas,0.0,4.930796791999455,0.0
3922,Binary classification,OnlineSmoothBoost,bananas,0.0,5.078886125000281,0.0
4028,Binary classification,OnlineSmoothBoost,bananas,0.0,5.228617832999589,0.0
4134,Binary classification,OnlineSmoothBoost,bananas,0.0,5.377281625000251,0.0
4240,Binary classification,OnlineSmoothBoost,bananas,0.0,5.527930000000197,0.0
4346,Binary classification,OnlineSmoothBoost,bananas,0.0,5.679369707999285,0.0
4452,Binary classification,OnlineSmoothBoost,bananas,0.0,5.832016874999681,0.0
4558,Binary classification,OnlineSmoothBoost,bananas,0.0,5.984226832999411,0.0
4664,Binary classification,OnlineSmoothBoost,bananas,0.0,6.137270875000468,0.0
4770,Binary classification,OnlineSmoothBoost,bananas,0.0,6.290085667000312,0.0
4876,Binary classification,OnlineSmoothBoost,bananas,0.0,6.4973603329999605,0.0
4982,Binary classification,OnlineSmoothBoost,bananas,0.0,6.6523389169997245,0.0
5088,Binary classification,OnlineSmoothBoost,bananas,0.0,6.808485042000029,0.0
5194,Binary classification,OnlineSmoothBoost,bananas,0.0,6.963695291999102,0.0
5300,Binary classification,OnlineSmoothBoost,bananas,0.0,7.120175542000652,0.0
907,Binary classification,OnlineSmoothBoost,elec2,0.0,1.1974281659986443,0.0
1814,Binary classification,OnlineSmoothBoost,elec2,0.0,2.3932180409992725,0.0
2721,Binary classification,OnlineSmoothBoost,elec2,0.0,3.639407458000278,0.0
3628,Binary classification,OnlineSmoothBoost,elec2,0.0,4.9439411659986945,0.0
4535,Binary classification,OnlineSmoothBoost,elec2,0.0,6.305958416000067,0.0
5442,Binary classification,OnlineSmoothBoost,elec2,0.0,7.760948249999274,0.0
6349,Binary classification,OnlineSmoothBoost,elec2,0.0,9.24496170800012,0.0
7256,Binary classification,OnlineSmoothBoost,elec2,0.0,10.877839790999133,0.0
8163,Binary classification,OnlineSmoothBoost,elec2,0.0,12.478074499998913,0.0
9070,Binary classification,OnlineSmoothBoost,elec2,0.0,14.125761457999031,0.0
9977,Binary classification,OnlineSmoothBoost,elec2,0.0,15.84278033299961,0.0
