step,track,model,dataset,MAE,RMSE,R2,Memory in Mb,Time in s
242,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,43.81461612103895,51.73551020684679,-6.2632609796369465,0.0034055709838867188,0.10272599999999998
253,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,44.90819615603068,53.07334253773936,-5.6387075541588505,0.0034055709838867188,0.11248199999999998
264,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,46.45334973048907,55.82244674340302,-5.710187070138379,0.0034589767456054688,0.12350899999999998
275,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,48.05643802527038,58.804796990371536,-5.552357606253864,0.0034589767456054688,0.13558299999999998
286,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,49.41721923566732,60.72765972830183,-5.052332799264802,0.0034589767456054688,0.14906699999999998
297,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,51.23299901747073,63.29154255446438,-4.701716347098143,0.0034589767456054688,0.16343899999999997
308,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,52.82583967659276,65.36972550348784,-4.417008197806662,0.0034589767456054688,0.17914399999999997
319,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,54.851023886215806,70.45860717413167,-4.71089374971376,0.0034589767456054688,0.19553999999999996
330,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,56.58220488738844,72.62689780553444,-4.192702597603254,0.0034589767456054688,0.21239499999999997
341,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,58.456862484765374,75.26810540469758,-3.994165343488624,0.0034589767456054688,0.22965399999999997
352,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,59.98229295122657,76.97767263775137,-3.748486775975887,0.0034589767456054688,0.24754399999999996
363,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,61.989108820835376,80.62951920841103,-4.0588898392459045,0.0034589767456054688,0.26665399999999995
374,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,63.93796840595574,84.48840832488506,-4.106322034628877,0.0034589767456054688,0.28663199999999994
385,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,65.15236861414519,85.79755918852514,-3.6588935912158114,0.0034589767456054688,0.30703499999999995
396,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,66.90365663892747,87.9249329113371,-3.562003118430529,0.0034589767456054688,0.32790699999999995
407,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,68.17917622540308,89.58756462611774,-3.402382103640547,0.0034589767456054688,0.34917399999999993
418,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,70.80702754948452,94.96753809429286,-3.643808228470034,0.0034589767456054688,0.3708309999999999
429,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,72.44730173566225,97.09455233033468,-3.313534410167211,0.0034589767456054688,0.3928789999999999
440,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,74.29167351363806,99.40774027870643,-3.2014833153265316,0.0034589767456054688,0.41531499999999993
451,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,75.83174494284101,101.77506329990584,-3.216760347648722,0.0034589767456054688,0.4381479999999999
462,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,78.5111288104629,106.99570126481906,-3.3774383617967887,0.0034589767456054688,0.4613709999999999
473,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,81.63741116996734,112.58139375423264,-3.2793958269429844,0.0034589767456054688,0.4849819999999999
484,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,82.66628549198501,113.50934761838603,-3.1118432523868984,0.0034589767456054688,0.508979
495,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,84.40016304476833,116.34990208847,-3.0639935553557365,0.0034589767456054688,0.5333629999999999
506,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,86.52132256561038,120.30772815943004,-3.2188880650982723,0.0034589767456054688,0.5581349999999999
517,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,87.79244029751037,121.63869088166206,-3.0698668478095374,0.0034589767456054688,0.583293
528,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,90.43735682351402,126.62066541565774,-2.9650251625135784,0.0034589767456054688,0.608833
539,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,91.59763342322412,127.62959496409519,-2.862114672867245,0.0034589767456054688,0.634756
550,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,93.80067010965053,131.39026699356185,-2.9669210878459156,0.0034589767456054688,0.661061
561,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,96.52355815418714,136.33091173427522,-3.0840934586689466,0.0034589767456054688,0.687836
572,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,99.60515399822415,141.80943605664237,-3.0875177525301325,0.0034589767456054688,0.715077
578,Regression,"Passive-Aggressive Regressor, mode 2",ChickWeights,100.62422612381133,143.06646930774232,-3.0591132110693486,0.0034589767456054688,0.7425879999999999
20,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,48.24517612267716,65.52170729560882,-10068.892101934754,0.004302024841308594,0.001123
40,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,41.96170708962665,54.398737007050464,-1188.7151382109587,0.004302024841308594,0.0030810000000000004
60,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,37.75687919715097,48.78450375470138,-1288.953469480389,0.004302024841308594,0.008648
80,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,34.906129137913965,44.99379649673769,-1099.675197364534,0.004302024841308594,0.017554
100,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,33.91700787894482,42.88559259598606,-626.4029768570122,0.004302024841308594,0.028457
120,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,33.25318798467783,41.41783833748641,-495.44216046034904,0.004302024841308594,0.040201
140,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,32.454169303664,40.065346416262614,-479.0547686921885,0.004302024841308594,0.052767
160,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.456143135335843,38.757475924320815,-395.16052146995384,0.004302024841308594,0.06615700000000001
180,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.609503890456164,37.605439707525925,-326.55474603918685,0.004302024841308594,0.080374
200,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.18524212396377,36.915721425331306,-315.5882175367347,0.004302024841308594,0.095436
220,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.065472528043387,36.44442035805252,-331.8421153382835,0.004302024841308594,0.112945
240,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.78865598017145,35.91292614465666,-324.6366197799479,0.004302024841308594,0.131284
260,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.781114432924582,35.79236523689611,-326.81251307944893,0.004435539245605469,0.15044800000000003
280,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.533238425747374,35.35890478021234,-333.95306350592915,0.004435539245605469,0.17062500000000003
300,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.457831453745214,35.09485674586195,-323.50634592736793,0.004435539245605469,0.19168900000000003
320,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.587592426740265,34.99099947403571,-337.56135797788454,0.004435539245605469,0.21359000000000003
340,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.592186767063264,34.82748458593961,-353.4405109424598,0.004435539245605469,0.23631100000000002
360,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.811871336212132,34.87255971663822,-357.27671195740294,0.004435539245605469,0.259849
380,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,29.96085998978186,34.8837386376585,-369.9082961036221,0.004435539245605469,0.284207
400,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.10861760053803,34.89146879370085,-380.5600928496674,0.004435539245605469,0.309405
420,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.237056214581205,34.87113676993804,-392.72834237954817,0.004435539245605469,0.335422
440,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.396870134836657,34.919939008119975,-386.68686883790514,0.004435539245605469,0.362259
460,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.514209015244397,34.936230377424984,-366.98596965456716,0.004435539245605469,0.389923
480,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.60304766371323,34.90556469597589,-357.88920799289923,0.004435539245605469,0.418405
500,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.723498435612367,34.929338036322235,-350.83863344189655,0.004435539245605469,0.447699
520,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.811640107301315,34.91688659850233,-351.20164208687333,0.004435539245605469,0.47783400000000004
540,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.90684609870959,34.93305250730057,-350.23597283973027,0.004435539245605469,0.508792
560,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.83222834631613,34.80844611918478,-356.0442181025925,0.004435539245605469,0.540574
580,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.81214247339674,34.7464796172207,-363.5733105101423,0.004435539245605469,0.5731809999999999
600,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.96266506693229,34.82326914665847,-361.13570824853826,0.004435539245605469,0.606629
620,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.066025409450507,34.86865150113252,-356.54586556020155,0.004435539245605469,0.640898
640,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.17687176552783,34.929241693507976,-351.0830657253844,0.004435539245605469,0.675991
660,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.17965741293356,34.892251240403844,-347.8114699445998,0.004435539245605469,0.712342
680,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.2564554130016,34.924087575336145,-353.970503405387,0.004435539245605469,0.7497360000000001
700,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.205643809070587,34.8991435368638,-362.77351000506667,0.004435539245605469,0.788004
720,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.176512353694502,34.84497410939031,-369.61240318757564,0.004435539245605469,0.827099
740,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.10578554229227,34.74995813099662,-367.37224871607793,0.004435539245605469,0.867019
760,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.047274834607858,34.691812272848594,-370.11801689051305,0.004435539245605469,0.90776
780,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.10380007346799,34.703384372728905,-372.0292841604823,0.004435539245605469,0.9493240000000001
800,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.08555480002386,34.670374973731704,-374.68721566223496,0.004435539245605469,0.9917250000000001
820,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.19885148971359,34.750222550469864,-380.56447731408525,0.004435539245605469,1.034948
840,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.254637155655836,34.7657556157579,-384.4513633760299,0.004435539245605469,1.078987
860,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.316317159155098,34.79186578621207,-384.3655387384781,0.004435539245605469,1.1238439999999998
880,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.241979864666273,34.706915019978055,-380.5804591262153,0.004435539245605469,1.1695209999999998
900,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.224226006229813,34.673719949901624,-381.45588348920205,0.004435539245605469,1.216017
920,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.14134426690263,34.58836614994504,-385.8283921715467,0.004435539245605469,1.2633539999999999
940,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.997921544748234,34.45657797481166,-386.1428842704396,0.004435539245605469,1.3115139999999998
960,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.060400411885407,34.566740304864304,-392.69608794190344,0.004435539245605469,1.3605019999999999
980,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,30.96911325529305,34.515642414657464,-399.1566023636026,0.004435539245605469,1.410321
1000,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.09609109084082,34.63142513356851,-408.62698817771025,0.004435539245605469,1.4609679999999998
1001,Regression,"Passive-Aggressive Regressor, mode 2",TrumpApproval,31.093334457100017,34.62570772928248,-408.7651443035993,0.004435539245605469,1.5117549999999997
11,Regression,k-Nearest Neighbors,ChickWeights,4.6439393939393945,12.708027567111456,-206.8805289598106,0.0206146240234375,0.000724
22,Regression,k-Nearest Neighbors,ChickWeights,2.7674242424242426,9.021574170013263,-85.19732920009746,0.029850006103515625,0.002439
33,Regression,k-Nearest Neighbors,ChickWeights,2.3601010101010105,7.4346315168437105,-37.38846247874159,0.0392913818359375,0.005589
44,Regression,k-Nearest Neighbors,ChickWeights,1.9882575757575767,6.459864921032004,-31.8544119108943,0.0485992431640625,0.010812
55,Regression,k-Nearest Neighbors,ChickWeights,2.201515151515152,6.079045396219125,-6.214006750846093,0.05812835693359375,0.017621
66,Regression,k-Nearest Neighbors,ChickWeights,2.2709595959595963,5.693634951086079,-1.7279153546475992,0.06832504272460938,0.026264000000000003
77,Regression,k-Nearest Neighbors,ChickWeights,2.6114718614718617,5.706903555891601,-0.8368793810695487,0.0780181884765625,0.037001000000000006
88,Regression,k-Nearest Neighbors,ChickWeights,2.5236742424242427,5.412016943708686,-0.4977726858852578,0.08771133422851562,0.050085000000000005
99,Regression,k-Nearest Neighbors,ChickWeights,2.4695286195286204,5.169211114529652,-0.1428260058474422,0.09740447998046875,0.065791
110,Regression,k-Nearest Neighbors,ChickWeights,2.7553030303030313,5.269495069058163,0.1706792355598563,0.10709762573242188,0.08436
121,Regression,k-Nearest Neighbors,ChickWeights,3.1511019283746564,5.580125306741311,0.2837685080447375,0.116790771484375,0.107323
132,Regression,k-Nearest Neighbors,ChickWeights,3.3157828282828294,5.649452649212155,0.3999904226030885,0.12698745727539062,0.134107
143,Regression,k-Nearest Neighbors,ChickWeights,3.6019813519813537,5.868270501527574,0.47563568627460706,0.13668060302734375,0.164609
154,Regression,k-Nearest Neighbors,ChickWeights,3.7459956709956725,5.964828521670115,0.5395766265984425,0.14637374877929688,0.20114700000000002
165,Regression,k-Nearest Neighbors,ChickWeights,4.050202020202021,6.4542180762994805,0.5666546129487657,0.15606689453125,0.24197100000000002
176,Regression,k-Nearest Neighbors,ChickWeights,4.420928030303032,6.954884488253524,0.5942812793055753,0.16576004028320312,0.28728200000000004
187,Regression,k-Nearest Neighbors,ChickWeights,4.757664884135474,7.278917476631412,0.6361362300357987,0.17545318603515625,0.33734000000000003
198,Regression,k-Nearest Neighbors,ChickWeights,5.192340067340069,7.767087259749381,0.6704396407154757,0.18564987182617188,0.396946
209,Regression,k-Nearest Neighbors,ChickWeights,5.571690590111645,8.414476478500024,0.6811438926382001,0.195343017578125,0.464239
220,Regression,k-Nearest Neighbors,ChickWeights,6.017651515151518,9.535434778453542,0.641509702161033,0.20503616333007812,0.547454
231,Regression,k-Nearest Neighbors,ChickWeights,6.514646464646468,10.15268578355149,0.652376522878304,0.21472930908203125,0.637467
242,Regression,k-Nearest Neighbors,ChickWeights,7.006955922865016,10.883499074839365,0.6785664047839641,0.22442245483398438,0.73355
253,Regression,k-Nearest Neighbors,ChickWeights,7.401119894598158,11.259257694820905,0.7012209269570091,0.2341156005859375,0.83592
264,Regression,k-Nearest Neighbors,ChickWeights,7.873800505050509,12.237701558545494,0.6775097363055258,0.24436569213867188,0.955386
275,Regression,k-Nearest Neighbors,ChickWeights,8.501393939393942,13.456617650281162,0.6568816796501455,0.254058837890625,1.081974
286,Regression,k-Nearest Neighbors,ChickWeights,8.999592074592076,14.081405883193678,0.6745818706784585,0.2637519836425781,1.222006
297,Regression,k-Nearest Neighbors,ChickWeights,9.403647586980924,14.487230370517851,0.7012657763253116,0.27344512939453125,1.372248
308,Regression,k-Nearest Neighbors,ChickWeights,9.825595238095241,15.247017337775036,0.7053028346163965,0.2831382751464844,1.5392279999999998
319,Regression,k-Nearest Neighbors,ChickWeights,10.570794148380358,17.082267622288043,0.6643188025566307,0.2928314208984375,1.715836
330,Regression,k-Nearest Neighbors,ChickWeights,11.342676767676771,18.20491056057454,0.6737311884314376,0.3030281066894531,1.9028079999999998
341,Regression,k-Nearest Neighbors,ChickWeights,11.756256109481921,18.5968301788559,0.6951271166039881,0.31272125244140625,2.1005399999999996
352,Regression,k-Nearest Neighbors,ChickWeights,12.16955492424243,18.94133239132977,0.7124941202708752,0.3224143981933594,2.3086119999999997
363,Regression,k-Nearest Neighbors,ChickWeights,12.609595959595964,19.7022738973151,0.6979354313341102,0.3321075439453125,2.5256369999999997
374,Regression,k-Nearest Neighbors,ChickWeights,13.251024955436726,20.7851367099449,0.6909564285254863,0.3418006896972656,2.7559899999999997
385,Regression,k-Nearest Neighbors,ChickWeights,13.78255411255412,21.481025974379733,0.7079595790244884,0.35199737548828125,3.0091799999999997
396,Regression,k-Nearest Neighbors,ChickWeights,14.010311447811455,21.53574862211497,0.7263147242326703,0.3616905212402344,3.272214
407,Regression,k-Nearest Neighbors,ChickWeights,14.576126126126132,22.56379182999173,0.720735043690873,0.3713836669921875,3.5514229999999998
418,Regression,k-Nearest Neighbors,ChickWeights,15.256658692185015,23.708044463333223,0.710588766956741,0.381103515625,3.8439759999999996
429,Regression,k-Nearest Neighbors,ChickWeights,15.863597513597522,24.650993900023582,0.7219567169230845,0.3908233642578125,4.154281999999999
440,Regression,k-Nearest Neighbors,ChickWeights,16.15655303030304,24.89490243600041,0.7364984966983625,0.4005165100097656,4.475801
451,Regression,k-Nearest Neighbors,ChickWeights,16.474242424242437,25.235361878916873,0.7407521096740679,0.41071319580078125,4.808319
462,Regression,k-Nearest Neighbors,ChickWeights,17.206240981241,26.51959634874256,0.731081178462164,0.42043304443359375,5.15225
473,Regression,k-Nearest Neighbors,ChickWeights,18.061486962649766,27.919441407022266,0.7368140706560946,0.430206298828125,5.50811
484,Regression,k-Nearest Neighbors,ChickWeights,18.444800275482105,28.396609389438456,0.742660608098584,0.4399261474609375,5.8796420000000005
495,Regression,k-Nearest Neighbors,ChickWeights,18.85067340067341,28.917019336286593,0.7489686179689856,0.4496726989746094,6.267107
506,Regression,k-Nearest Neighbors,ChickWeights,19.18554018445324,29.28273087153391,0.7500609565909844,2.2252426147460938,8.081137
517,Regression,k-Nearest Neighbors,ChickWeights,19.90809155383625,30.33552901023762,0.7468721842604706,2.2686386108398438,9.922244
528,Regression,k-Nearest Neighbors,ChickWeights,20.633112373737386,31.610334472694028,0.7528873675851365,2.310028076171875,11.791120999999999
539,Regression,k-Nearest Neighbors,ChickWeights,21.081045145330876,32.2456628258457,0.7534727111650341,2.3525047302246094,13.688441999999998
550,Regression,k-Nearest Neighbors,ChickWeights,22.11578787878789,34.23256274397524,0.7307188231136088,2.397380828857422,15.612920999999998
561,Regression,k-Nearest Neighbors,ChickWeights,23.23972073677958,36.479182489469515,0.7075866558026063,2.443035125732422,17.564521999999997
572,Regression,k-Nearest Neighbors,ChickWeights,24.617278554778576,39.414520096342905,0.6842365357470265,2.4861679077148438,19.543569999999995
578,Regression,k-Nearest Neighbors,ChickWeights,25.257929642445237,40.32179628169539,0.6775701899026456,2.5096893310546875,21.548660999999996
20,Regression,k-Nearest Neighbors,TrumpApproval,2.554585433333335,9.794739803036965,-224.02989290855143,0.033344268798828125,0.004098
40,Regression,k-Nearest Neighbors,TrumpApproval,1.7993247666666672,6.973235588114817,-18.54942689237887,0.055240631103515625,0.013183
60,Regression,k-Nearest Neighbors,TrumpApproval,1.366773144444445,5.705236645726316,-16.642396889136542,0.07711029052734375,0.029935
80,Regression,k-Nearest Neighbors,TrumpApproval,1.1277757833333335,4.947712433075743,-12.30953248968821,0.09951019287109375,0.052088999999999996
100,Regression,k-Nearest Neighbors,TrumpApproval,1.046201766666667,4.4398629296748915,-5.724544452799038,0.12140655517578125,0.079674
120,Regression,k-Nearest Neighbors,TrumpApproval,1.000865705555556,4.0744555355418335,-3.804331488196434,0.14330291748046875,0.115894
140,Regression,k-Nearest Neighbors,TrumpApproval,0.9447764619047624,3.7809361134406263,-3.275153002458012,0.16570281982421875,0.162454
160,Regression,k-Nearest Neighbors,TrumpApproval,0.9352969166666671,3.5531790499707645,-2.3296179824080356,0.18759918212890625,0.217857
180,Regression,k-Nearest Neighbors,TrumpApproval,0.9445764925925928,3.380979243961517,-1.647692611170827,0.20949554443359375,0.287891
200,Regression,k-Nearest Neighbors,TrumpApproval,0.9456943733333335,3.2327893391999836,-1.427877878808435,0.23189544677734375,0.36845100000000003
220,Regression,k-Nearest Neighbors,TrumpApproval,0.9124697575757575,3.0919339165015143,-1.3957229068060464,0.25379180908203125,0.460658
240,Regression,k-Nearest Neighbors,TrumpApproval,0.9329223611111109,2.985727855147271,-1.2507750530936188,0.27568817138671875,0.5653900000000001
260,Regression,k-Nearest Neighbors,TrumpApproval,0.9025974717948716,2.873740673763463,-1.11319648675526,0.2982215881347656,0.685643
280,Regression,k-Nearest Neighbors,TrumpApproval,0.8654126523809523,2.773524640439575,-1.0608690746642817,0.3201179504394531,0.824709
300,Regression,k-Nearest Neighbors,TrumpApproval,0.8525042622222223,2.688069339615046,-0.9037818439458585,0.3420143127441406,0.979131
320,Regression,k-Nearest Neighbors,TrumpApproval,0.8265282395833334,2.6077957497476296,-0.880493509713772,0.3644142150878906,1.151316
340,Regression,k-Nearest Neighbors,TrumpApproval,0.8137511019607846,2.539210136300266,-0.8840673465916704,0.3863105773925781,1.340605
360,Regression,k-Nearest Neighbors,TrumpApproval,0.7887328240740744,2.4696835584739105,-0.7969398815662787,0.4082069396972656,1.556769
380,Regression,k-Nearest Neighbors,TrumpApproval,0.7710879228070179,2.4087271831437693,-0.7684619785143365,0.4301033020019531,1.796079
400,Regression,k-Nearest Neighbors,TrumpApproval,0.756179386666667,2.351105641867075,-0.7324819925835522,0.4525032043457031,2.058091
420,Regression,k-Nearest Neighbors,TrumpApproval,0.7300392539682541,2.295700426816902,-0.7064552265553199,0.4743995666503906,2.341749
440,Regression,k-Nearest Neighbors,TrumpApproval,0.7180258560606063,2.24592493832078,-0.6037054809307543,0.4962959289550781,2.6567250000000002
460,Regression,k-Nearest Neighbors,TrumpApproval,0.7103659666666668,2.200554873752302,-0.45996881871915263,0.5186958312988281,3.004423
480,Regression,k-Nearest Neighbors,TrumpApproval,0.6905233472222223,2.1551860359584523,-0.36817166319202155,0.5405921936035156,3.377759
500,Regression,k-Nearest Neighbors,TrumpApproval,0.6835753693333335,2.1161668272230596,-0.2914054626850582,2.344707489013672,5.240632
520,Regression,k-Nearest Neighbors,TrumpApproval,0.674311912820513,2.077530603221024,-0.24685287618490515,2.4323158264160156,7.144658
540,Regression,k-Nearest Neighbors,TrumpApproval,0.6636250753086422,2.041272201291795,-0.19929979156492816,2.524639129638672,9.090376
560,Regression,k-Nearest Neighbors,TrumpApproval,0.6659043619047621,2.011454243961271,-0.1922656927167028,2.616191864013672,11.078332999999999
580,Regression,k-Nearest Neighbors,TrumpApproval,0.6615673045977011,1.9801098632938459,-0.18397307443017108,2.7078285217285156,13.109452999999998
600,Regression,k-Nearest Neighbors,TrumpApproval,0.6587998044444443,1.951213012453896,-0.13695071350750343,2.7938575744628906,15.184310999999997
620,Regression,k-Nearest Neighbors,TrumpApproval,0.6596893204301073,1.92456659023352,-0.08924942984254369,2.8864784240722656,17.305092
640,Regression,k-Nearest Neighbors,TrumpApproval,0.6511674260416666,1.8963736123349875,-0.037802301979643405,2.976848602294922,19.470793999999998
660,Regression,k-Nearest Neighbors,TrumpApproval,0.6475241252525251,1.8728316536464353,-0.004917148735296584,3.070301055908203,21.681175999999997
680,Regression,k-Nearest Neighbors,TrumpApproval,0.6590905450980389,1.8571585583012002,-0.0037836034429215015,3.160167694091797,23.938245
700,Regression,k-Nearest Neighbors,TrumpApproval,0.6612828323809521,1.837342350236597,-0.008281278798572211,3.248058319091797,26.244089
720,Regression,k-Nearest Neighbors,TrumpApproval,0.6531900870370368,1.8138552661661798,-0.004257116076465728,3.3384437561035156,28.599262
740,Regression,k-Nearest Neighbors,TrumpApproval,0.6430715144144141,1.790072207079229,0.022493996632123592,3.4337730407714844,31.004565
760,Regression,k-Nearest Neighbors,TrumpApproval,0.6459204219298245,1.771904291803384,0.03185906433591601,3.5224342346191406,33.460827
780,Regression,k-Nearest Neighbors,TrumpApproval,0.6414908829059827,1.7520738187251303,0.049167394634199724,3.6188316345214844,35.968811
800,Regression,k-Nearest Neighbors,TrumpApproval,0.640784280833333,1.733195708770501,0.06113197338063869,3.7170372009277344,38.528369000000005
820,Regression,k-Nearest Neighbors,TrumpApproval,0.6410707349593492,1.7195580927550596,0.06569975990311483,3.806537628173828,41.140663
840,Regression,k-Nearest Neighbors,TrumpApproval,0.6384309698412696,1.7020190647375568,0.07616357627915571,3.9017906188964844,43.809981
860,Regression,k-Nearest Neighbors,TrumpApproval,0.639047956589147,1.6862201748827474,0.09479697006799914,4.002216339111328,46.537376
880,Regression,k-Nearest Neighbors,TrumpApproval,0.6394751916666663,1.6716389162467415,0.11480480554755834,4.095615386962891,49.321949000000004
900,Regression,k-Nearest Neighbors,TrumpApproval,0.6367170518518513,1.655698119759682,0.1279471955831729,4.191593170166016,52.163561
920,Regression,k-Nearest Neighbors,TrumpApproval,0.6326730898550716,1.640792244824717,0.12950669253155567,4.287876129150391,55.065418
940,Regression,k-Nearest Neighbors,TrumpApproval,0.6365156921985807,1.630182633269579,0.13343824415828698,4.383335113525391,58.028465000000004
960,Regression,k-Nearest Neighbors,TrumpApproval,0.6437707090277769,1.620722404358048,0.13451107074033786,4.482555389404297,61.054093
980,Regression,k-Nearest Neighbors,TrumpApproval,0.6428623223129243,1.6080232179919984,0.13147425736959295,4.574008941650391,64.14292400000001
1000,Regression,k-Nearest Neighbors,TrumpApproval,0.6408787340666661,1.594348392747256,0.1318109752918557,4.669559478759766,67.292263
1001,Regression,k-Nearest Neighbors,TrumpApproval,0.6405427483183477,1.5935808898106296,0.13206755837703932,4.671543121337891,70.48213700000001
11,Regression,Hoeffding Tree,ChickWeights,8.042756132756132,17.336048579080593,-385.86349170941764,0.015323638916015625,0.002249
22,Regression,Hoeffding Tree,ChickWeights,4.456785613727984,12.282422261556867,-158.770726389092,0.016902923583984375,0.006853
33,Regression,Hoeffding Tree,ChickWeights,3.4353973358733074,10.070376517434479,-69.4325218162971,0.022167205810546875,0.013333999999999999
44,Regression,Hoeffding Tree,ChickWeights,2.736909422894262,8.732393473100391,-59.03623058514604,0.023220062255859375,0.021065999999999998
55,Regression,Hoeffding Tree,ChickWeights,2.788577579622257,8.074088551816661,-11.726025456653014,0.030063629150390625,0.029685999999999997
66,Regression,Hoeffding Tree,ChickWeights,3.3958800855981375,7.878422021930021,-4.223121571879303,0.039539337158203125,0.039391999999999996
77,Regression,Hoeffding Tree,ChickWeights,3.8895265016210883,7.800910386370324,-2.432180745921895,0.045856475830078125,0.050426
88,Regression,Hoeffding Tree,ChickWeights,4.072650698433535,7.572197783925699,-1.9320509270116553,0.051647186279296875,0.06295
99,Regression,Hoeffding Tree,ChickWeights,4.410984939713907,7.55185413515251,-1.439151418709002,0.052700042724609375,0.07699800000000001
110,Regression,Hoeffding Tree,ChickWeights,4.370948473977548,7.327634340090197,-0.6036593212329582,0.054279327392578125,0.09240400000000001
121,Regression,Hoeffding Tree,ChickWeights,4.401973824893138,7.197046558152955,-0.19144536988389782,0.054279327392578125,0.10922100000000001
132,Regression,Hoeffding Tree,ChickWeights,4.283071400630936,6.979735895990854,0.08415196835499827,0.054279327392578125,0.127499
