step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
1812,Binary classification,Logistic regression,elec2,0.8134657836644592,0.7488855869242199,0.0053730010986328125,6.304518
2718,Binary classification,Logistic regression,elec2,0.8024282560706402,0.7300150829562596,0.0053730010986328125,16.292279
3624,Binary classification,Logistic regression,elec2,0.8192604856512141,0.7598093142647598,0.0053730010986328125,29.622511000000003
4530,Binary classification,Logistic regression,elec2,0.8289183222958058,0.7613181398213735,0.0053730010986328125,46.821755
5436,Binary classification,Logistic regression,elec2,0.8226637233259749,0.7528205128205128,0.0053730010986328125,67.154103
6342,Binary classification,Logistic regression,elec2,0.8229265216020183,0.7589611504614724,0.0053730010986328125,92.373303
7248,Binary classification,Logistic regression,elec2,0.8261589403973509,0.7617246596066566,0.0053730010986328125,121.485431
8154,Binary classification,Logistic regression,elec2,0.8318616629874908,0.7833096254148886,0.0053730010986328125,155.574896
9060,Binary classification,Logistic regression,elec2,0.8375275938189846,0.7975797579757975,0.0053730010986328125,193.762223
9966,Binary classification,Logistic regression,elec2,0.8377483443708609,0.802008081302804,0.0053730010986328125,235.893733
10872,Binary classification,Logistic regression,elec2,0.8400478292862399,0.8089220964729151,0.0053730010986328125,282.520334
11778,Binary classification,Logistic regression,elec2,0.8432671081677704,0.8127789046653143,0.0053730010986328125,333.816241
12684,Binary classification,Logistic regression,elec2,0.8419268369599495,0.8117547648108159,0.0053730010986328125,389.799087
13590,Binary classification,Logistic regression,elec2,0.8437821927888153,0.8167141500474834,0.0053730010986328125,450.15250299999997
14496,Binary classification,Logistic regression,elec2,0.8447157836644592,0.8189204408334004,0.0053730010986328125,514.584527
15402,Binary classification,Logistic regression,elec2,0.8464485131801065,0.8201110519510155,0.0053730010986328125,585.138164
16308,Binary classification,Logistic regression,elec2,0.8411822418444935,0.812780106982796,0.0053730010986328125,659.206189
17214,Binary classification,Logistic regression,elec2,0.8397234808876496,0.8069954529555788,0.0053730010986328125,738.851431
18120,Binary classification,Logistic regression,elec2,0.8419426048565122,0.80987785448752,0.0053730010986328125,822.568514
19026,Binary classification,Logistic regression,elec2,0.8451066961000736,0.8115849370244869,0.0053730010986328125,910.705289
19932,Binary classification,Logistic regression,elec2,0.8428155729480232,0.8097637986520129,0.0053730010986328125,1004.069116
20838,Binary classification,Logistic regression,elec2,0.8393799788847298,0.805689404934688,0.0053730010986328125,1102.058106
21744,Binary classification,Logistic regression,elec2,0.8402777777777778,0.8036632935722765,0.0053730010986328125,1204.9399039999998
22650,Binary classification,Logistic regression,elec2,0.8394701986754967,0.8009198423127463,0.0053730010986328125,1312.3907199999999
23556,Binary classification,Logistic regression,elec2,0.8357106469689252,0.7954545454545454,0.0053730010986328125,1425.8676739999999
24462,Binary classification,Logistic regression,elec2,0.8330471752105306,0.791441119395363,0.0053730010986328125,1544.135742
25368,Binary classification,Logistic regression,elec2,0.8298249763481551,0.7872875092387287,0.0053730010986328125,1666.508335
26274,Binary classification,Logistic regression,elec2,0.8304407398949532,0.787745962170661,0.0053730010986328125,1794.49044
27180,Binary classification,Logistic regression,elec2,0.8308682855040471,0.7889638709085066,0.0053730010986328125,1927.06798
28086,Binary classification,Logistic regression,elec2,0.8277077547532579,0.7843678980437593,0.0053730010986328125,2065.002926
28992,Binary classification,Logistic regression,elec2,0.8270212472406181,0.7820039121930016,0.0053730010986328125,2209.328116
29898,Binary classification,Logistic regression,elec2,0.8260418757107498,0.780872129766168,0.0053730010986328125,2358.3832230000003
30804,Binary classification,Logistic regression,elec2,0.8258992338657317,0.7797807251673304,0.0053730010986328125,2513.0266
31710,Binary classification,Logistic regression,elec2,0.821286660359508,0.7731294287201249,0.0053730010986328125,2672.705285
32616,Binary classification,Logistic regression,elec2,0.8188619082658818,0.7700093428838368,0.0053730010986328125,2834.986088
33522,Binary classification,Logistic regression,elec2,0.8168963665652408,0.7682024169184289,0.0053730010986328125,3000.022276
34428,Binary classification,Logistic regression,elec2,0.8143952596723597,0.7647795037915042,0.0053730010986328125,3167.6806260000003
35334,Binary classification,Logistic regression,elec2,0.8142016188373804,0.7627822944896115,0.0053730010986328125,3337.9584470000004
36240,Binary classification,Logistic regression,elec2,0.8154801324503311,0.7629984051036682,0.0053730010986328125,3511.1840550000006
37146,Binary classification,Logistic regression,elec2,0.815161794002046,0.7614481273017858,0.0053730010986328125,3685.9892110000005
38052,Binary classification,Logistic regression,elec2,0.8151476926311363,0.7609596955073744,0.0053730010986328125,3863.2580220000004
38958,Binary classification,Logistic regression,elec2,0.8162379998973254,0.7631274195149389,0.0053730010986328125,4042.3031350000006
39864,Binary classification,Logistic regression,elec2,0.8169275536825206,0.7661946562439931,0.0053730010986328125,4222.909098000001
40770,Binary classification,Logistic regression,elec2,0.8186656855531028,0.7707241432780277,0.0053730010986328125,4405.864765000001
41676,Binary classification,Logistic regression,elec2,0.8201602840963624,0.7745390006918749,0.0053730010986328125,4590.0489990000015
42582,Binary classification,Logistic regression,elec2,0.8211920529801324,0.7763613934089174,0.0053730010986328125,4774.947976000001
43488,Binary classification,Logistic regression,elec2,0.8216979396615158,0.7772863051470587,0.0053730010986328125,4960.370230000001
44394,Binary classification,Logistic regression,elec2,0.8211695274136145,0.7754109027129481,0.0053730010986328125,5146.336306000001
45300,Binary classification,Logistic regression,elec2,0.8221412803532009,0.7771292633675417,0.0053730010986328125,5332.811711000001
45312,Binary classification,Logistic regression,elec2,0.8221442443502824,0.7770862722319033,0.0053730010986328125,5519.329643000001
25,Binary classification,Logistic regression,phishing,0.6,0.6428571428571429,0.005324363708496094,0.038097
50,Binary classification,Logistic regression,phishing,0.76,0.7499999999999999,0.005324363708496094,0.094485
75,Binary classification,Logistic regression,phishing,0.8,0.8,0.005324363708496094,0.16248400000000002
100,Binary classification,Logistic regression,phishing,0.81,0.8041237113402061,0.005324363708496094,0.6536109999999999
125,Binary classification,Logistic regression,phishing,0.8,0.7933884297520661,0.005324363708496094,3.1111139999999997
150,Binary classification,Logistic regression,phishing,0.8066666666666666,0.8079470198675497,0.005324363708496094,7.684139
175,Binary classification,Logistic regression,phishing,0.8171428571428572,0.8072289156626506,0.005324363708496094,14.754502
200,Binary classification,Logistic regression,phishing,0.815,0.8042328042328043,0.005324363708496094,24.890444000000002
225,Binary classification,Logistic regression,phishing,0.8133333333333334,0.7980769230769231,0.005324363708496094,37.833155000000005
250,Binary classification,Logistic regression,phishing,0.82,0.8068669527896996,0.005324363708496094,53.297279
275,Binary classification,Logistic regression,phishing,0.8218181818181818,0.8078431372549019,0.005564689636230469,71.95298100000001
300,Binary classification,Logistic regression,phishing,0.8333333333333334,0.8161764705882353,0.005564689636230469,94.01485400000001
325,Binary classification,Logistic regression,phishing,0.84,0.8181818181818181,0.005564689636230469,118.90791500000002
350,Binary classification,Logistic regression,phishing,0.8514285714285714,0.8278145695364238,0.005564689636230469,146.30024100000003
375,Binary classification,Logistic regression,phishing,0.848,0.8213166144200628,0.005564689636230469,177.11426600000004
400,Binary classification,Logistic regression,phishing,0.85,0.8214285714285715,0.005564689636230469,211.19356000000005
425,Binary classification,Logistic regression,phishing,0.8564705882352941,0.825214899713467,0.005564689636230469,248.11349000000004
450,Binary classification,Logistic regression,phishing,0.86,0.8273972602739726,0.005564689636230469,288.10748700000005
475,Binary classification,Logistic regression,phishing,0.8568421052631578,0.8247422680412371,0.005564689636230469,331.68551600000006
500,Binary classification,Logistic regression,phishing,0.858,0.8297362110311751,0.005564689636230469,378.0005520000001
525,Binary classification,Logistic regression,phishing,0.8571428571428571,0.8251748251748252,0.005564689636230469,427.7787890000001
550,Binary classification,Logistic regression,phishing,0.8581818181818182,0.827433628318584,0.005564689636230469,481.0420720000001
575,Binary classification,Logistic regression,phishing,0.8608695652173913,0.8305084745762712,0.005564689636230469,537.0847430000001
600,Binary classification,Logistic regression,phishing,0.865,0.8329896907216495,0.005564689636230469,596.4195930000001
625,Binary classification,Logistic regression,phishing,0.8672,0.8323232323232322,0.005564689636230469,659.4393650000001
650,Binary classification,Logistic regression,phishing,0.8707692307692307,0.8390804597701149,0.005564689636230469,725.7672610000001
675,Binary classification,Logistic regression,phishing,0.8711111111111111,0.8426763110307414,0.005564689636230469,794.810456
700,Binary classification,Logistic regression,phishing,0.8757142857142857,0.8465608465608465,0.005564689636230469,867.4064890000001
725,Binary classification,Logistic regression,phishing,0.8772413793103448,0.8514190317195326,0.005564689636230469,943.53304
750,Binary classification,Logistic regression,phishing,0.8786666666666667,0.8539325842696629,0.005564689636230469,1022.849699
775,Binary classification,Logistic regression,phishing,0.88,0.8549141965678626,0.005564689636230469,1105.075211
800,Binary classification,Logistic regression,phishing,0.88,0.8567164179104476,0.005564689636230469,1191.03736
825,Binary classification,Logistic regression,phishing,0.88,0.8579626972740315,0.005564689636230469,1280.328052
850,Binary classification,Logistic regression,phishing,0.8811764705882353,0.8587412587412586,0.005564689636230469,1372.949071
875,Binary classification,Logistic regression,phishing,0.8845714285714286,0.8622100954979536,0.005564689636230469,1469.437674
900,Binary classification,Logistic regression,phishing,0.8844444444444445,0.8617021276595744,0.005564689636230469,1569.657277
925,Binary classification,Logistic regression,phishing,0.8864864864864865,0.8655569782330347,0.005564689636230469,1672.702488
950,Binary classification,Logistic regression,phishing,0.8852631578947369,0.8655980271270037,0.005564689636230469,1779.075009
975,Binary classification,Logistic regression,phishing,0.8861538461538462,0.8664259927797834,0.005564689636230469,1889.3487739999998
1000,Binary classification,Logistic regression,phishing,0.887,0.8675263774912075,0.005564689636230469,2002.935192
1025,Binary classification,Logistic regression,phishing,0.8868292682926829,0.8678815489749431,0.005564689636230469,2119.861606
1050,Binary classification,Logistic regression,phishing,0.8885714285714286,0.8704318936877077,0.005564689636230469,2240.386917
1075,Binary classification,Logistic regression,phishing,0.8874418604651163,0.8703108252947481,0.005564689636230469,2364.5545939999997
1100,Binary classification,Logistic regression,phishing,0.889090909090909,0.8723849372384936,0.005564689636230469,2492.0658409999996
1125,Binary classification,Logistic regression,phishing,0.8897777777777778,0.8742393509127788,0.005564689636230469,2622.9767989999996
1150,Binary classification,Logistic regression,phishing,0.8895652173913043,0.8738828202581926,0.005564689636230469,2756.8561149999996
1175,Binary classification,Logistic regression,phishing,0.8885106382978724,0.872444011684518,0.005564689636230469,2894.2552019999994
1200,Binary classification,Logistic regression,phishing,0.8891666666666667,0.8729703915950333,0.005564689636230469,3035.0286659999992
1225,Binary classification,Logistic regression,phishing,0.889795918367347,0.8737137511693172,0.005564689636230469,3178.4033009999994
1250,Binary classification,Logistic regression,phishing,0.8872,0.8712328767123287,0.005564689636230469,3325.3732039999995
1903,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,0.700718
3806,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,3.5103739999999997
5709,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,8.519597000000001
7612,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,15.969540000000002
9515,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,26.299169000000003
11418,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,39.514858000000004
13321,Binary classification,Logistic regression,smtp,1.0,0.0,0.004383087158203125,55.207774
15224,Binary classification,Logistic regression,smtp,0.9996715712033631,0.7058823529411764,0.004383087158203125,74.080746
17127,Binary classification,Logistic regression,smtp,0.9997080632918783,0.761904761904762,0.004383087158203125,96.348438
19030,Binary classification,Logistic regression,smtp,0.9997372569626904,0.761904761904762,0.004383087158203125,121.681486
20933,Binary classification,Logistic regression,smtp,0.999761142693355,0.761904761904762,0.004383087158203125,149.324886
22836,Binary classification,Logistic regression,smtp,0.9997810474689087,0.761904761904762,0.004383087158203125,180.34829299999998
24739,Binary classification,Logistic regression,smtp,0.9997978899713004,0.761904761904762,0.004383087158203125,214.692048
26642,Binary classification,Logistic regression,smtp,0.9997747916823061,0.7272727272727273,0.004383087158203125,251.93631
28545,Binary classification,Logistic regression,smtp,0.9997898055701524,0.7272727272727273,0.004383087158203125,292.162264
30448,Binary classification,Logistic regression,smtp,0.9998029427220179,0.7272727272727273,0.004383087158203125,336.125956
32351,Binary classification,Logistic regression,smtp,0.999814534326605,0.7272727272727273,0.004383087158203125,382.70798399999995
34254,Binary classification,Logistic regression,smtp,0.999824837975127,0.7272727272727273,0.004383087158203125,432.69830599999995
36157,Binary classification,Logistic regression,smtp,0.9998340570290677,0.7272727272727273,0.004383087158203125,486.1671979999999
38060,Binary classification,Logistic regression,smtp,0.9998423541776142,0.7272727272727273,0.004383087158203125,542.597009
39963,Binary classification,Logistic regression,smtp,0.9998498611215374,0.7272727272727273,0.004383087158203125,602.151753
41866,Binary classification,Logistic regression,smtp,0.999856685616013,0.7272727272727273,0.004383087158203125,665.584676
43769,Binary classification,Logistic regression,smtp,0.9998629166761863,0.7272727272727273,0.004383087158203125,732.246763
45672,Binary classification,Logistic regression,smtp,0.9998686284813453,0.7272727272727273,0.004383087158203125,801.509336
47575,Binary classification,Logistic regression,smtp,0.9998738833420915,0.7272727272727273,0.004383087158203125,874.3187389999999
49478,Binary classification,Logistic regression,smtp,0.9998787339827803,0.7272727272727273,0.004383087158203125,950.6706099999999
51381,Binary classification,Logistic regression,smtp,0.9998443004223351,0.6666666666666666,0.004383087158203125,1030.274534
53284,Binary classification,Logistic regression,smtp,0.9998498611215374,0.6666666666666666,0.004383087158203125,1112.846218
55187,Binary classification,Logistic regression,smtp,0.999855038324243,0.6666666666666666,0.004383087158203125,1199.015265
57090,Binary classification,Logistic regression,smtp,0.9997022245577158,0.48484848484848486,0.004383087158203125,1288.571382
58993,Binary classification,Logistic regression,smtp,0.9997118302171444,0.48484848484848486,0.004383087158203125,1381.4916110000001
60896,Binary classification,Logistic regression,smtp,0.9997208355228586,0.48484848484848486,0.004383087158203125,1478.2045300000002
62799,Binary classification,Logistic regression,smtp,0.999697447411583,0.45714285714285713,0.004383087158203125,1578.7339310000002
64702,Binary classification,Logistic regression,smtp,0.9997063460171247,0.45714285714285713,0.004383087158203125,1682.0615310000003
66605,Binary classification,Logistic regression,smtp,0.9997147361309211,0.45714285714285713,0.004383087158203125,1788.7351800000004
68508,Binary classification,Logistic regression,smtp,0.9996934664564723,0.4324324324324324,0.004383087158203125,1899.2790720000003
70411,Binary classification,Logistic regression,smtp,0.9997017511468379,0.4324324324324324,0.004383087158203125,2013.4068520000003
72314,Binary classification,Logistic regression,smtp,0.9997095998008685,0.4324324324324324,0.004383087158203125,2130.5770310000003
74217,Binary classification,Logistic regression,smtp,0.9997170459598205,0.4324324324324324,0.004383087158203125,2251.5472050000003
76120,Binary classification,Logistic regression,smtp,0.999724119810825,0.4324324324324324,0.004383087158203125,2376.1502240000004
78023,Binary classification,Logistic regression,smtp,0.9997308485959269,0.4324324324324324,0.004383087158203125,2503.9207710000005
79926,Binary classification,Logistic regression,smtp,0.9997372569626904,0.4324324324324324,0.004383087158203125,2635.2608980000005
81829,Binary classification,Logistic regression,smtp,0.9997433672658838,0.4324324324324324,0.004383087158203125,2769.4083170000004
83732,Binary classification,Logistic regression,smtp,0.9997491998280228,0.4324324324324324,0.004383087158203125,2907.11243
85635,Binary classification,Logistic regression,smtp,0.9997547731651778,0.4324324324324324,0.004383087158203125,3048.152023
87538,Binary classification,Logistic regression,smtp,0.9997601041833261,0.4324324324324324,0.004383087158203125,3192.04164
89441,Binary classification,Logistic regression,smtp,0.9997540277948592,0.4210526315789474,0.004383087158203125,3339.238186
91344,Binary classification,Logistic regression,smtp,0.9997591522157996,0.4210526315789474,0.004383087158203125,3490.0833900000002
93247,Binary classification,Logistic regression,smtp,0.9997640674767017,0.4210526315789474,0.004383087158203125,3644.949705
95150,Binary classification,Logistic regression,smtp,0.9997687861271676,0.4210526315789474,0.004383087158203125,3803.176818
95156,Binary classification,Logistic regression,smtp,0.9997688007062088,0.4210526315789474,0.004383087158203125,3963.121204
106,Binary classification,Aggregated Mondrian Forest,bananas,0.7047619047619048,0.6990291262135924,0.8608913421630859,0.855657
212,Binary classification,Aggregated Mondrian Forest,bananas,0.7867298578199052,0.7668393782383419,1.418069839477539,4.605275
318,Binary classification,Aggregated Mondrian Forest,bananas,0.8233438485804416,0.806896551724138,1.9587383270263672,12.116672999999999
424,Binary classification,Aggregated Mondrian Forest,bananas,0.8392434988179669,0.8229166666666667,2.4535655975341797,23.640884999999997
530,Binary classification,Aggregated Mondrian Forest,bananas,0.8412098298676749,0.8181818181818182,2.9348278045654297,39.430518
636,Binary classification,Aggregated Mondrian Forest,bananas,0.8488188976377953,0.8267148014440434,3.342317581176758,58.890816
742,Binary classification,Aggregated Mondrian Forest,bananas,0.8596491228070176,0.8359621451104102,3.7397594451904297,82.065647
848,Binary classification,Aggregated Mondrian Forest,bananas,0.8677685950413223,0.8461538461538461,4.125638961791992,109.832407
954,Binary classification,Aggregated Mondrian Forest,bananas,0.8730325288562435,0.8515337423312884,4.467805862426758,141.882412
1060,Binary classification,Aggregated Mondrian Forest,bananas,0.8772426817752597,0.8549107142857144,4.728239059448242,178.837809
1166,Binary classification,Aggregated Mondrian Forest,bananas,0.8772532188841202,0.8557013118062564,5.069429397583008,219.97141299999998
1272,Binary classification,Aggregated Mondrian Forest,bananas,0.8772619984264359,0.8566176470588236,5.457941055297852,266.244145
1378,Binary classification,Aggregated Mondrian Forest,bananas,0.8779956427015251,0.8561643835616438,5.806673049926758,317.243756
1484,Binary classification,Aggregated Mondrian Forest,bananas,0.8813216453135536,0.860759493670886,6.118322372436523,373.19266500000003
1590,Binary classification,Aggregated Mondrian Forest,bananas,0.8785399622404028,0.8579838116261957,6.526494979858398,434.249764
1696,Binary classification,Aggregated Mondrian Forest,bananas,0.8790560471976401,0.8585231193926847,6.823972702026367,500.462346
1802,Binary classification,Aggregated Mondrian Forest,bananas,0.8806218767351471,0.8613797549967763,7.087678909301758,571.303257
1908,Binary classification,Aggregated Mondrian Forest,bananas,0.8783429470372313,0.8602409638554217,7.484086990356445,647.376708
2014,Binary classification,Aggregated Mondrian Forest,bananas,0.8777943368107303,0.8607021517553795,7.842020034790039,729.54502
2120,Binary classification,Aggregated Mondrian Forest,bananas,0.8791882963662104,0.8636847710330138,8.182500839233398,817.5710310000001
2226,Binary classification,Aggregated Mondrian Forest,bananas,0.8782022471910113,0.8626457171819564,8.541101455688477,911.212529
2332,Binary classification,Aggregated Mondrian Forest,bananas,0.8777348777348777,0.8621190130624092,8.89335823059082,1010.113469
2438,Binary classification,Aggregated Mondrian Forest,bananas,0.8781288469429627,0.8624363131079205,9.260576248168945,1113.178404
2544,Binary classification,Aggregated Mondrian Forest,bananas,0.8784899724734565,0.8635761589403974,9.607168197631836,1223.164309
2650,Binary classification,Aggregated Mondrian Forest,bananas,0.8799546998867497,0.8654822335025381,9.930093765258789,1338.34578
2756,Binary classification,Aggregated Mondrian Forest,bananas,0.8820326678765881,0.8676171079429736,10.229074478149414,1459.3979590000001
2862,Binary classification,Aggregated Mondrian Forest,bananas,0.8836071303739951,0.86905230043256,10.592912673950195,1586.5423270000001
2968,Binary classification,Aggregated Mondrian Forest,bananas,0.8840579710144928,0.8691019786910198,10.889753341674805,1720.0853880000002
3074,Binary classification,Aggregated Mondrian Forest,bananas,0.8831760494630654,0.8683535020168683,11.265840530395508,1859.1163110000002
3180,Binary classification,Aggregated Mondrian Forest,bananas,0.8858131487889274,0.8707725169099323,11.545450210571289,2005.0184580000002
3286,Binary classification,Aggregated Mondrian Forest,bananas,0.8852359208523592,0.8696854476322157,11.862325668334961,2157.0574540000002
3392,Binary classification,Aggregated Mondrian Forest,bananas,0.8849896785608965,0.87017310252996,12.202451705932617,2315.5996800000003
3498,Binary classification,Aggregated Mondrian Forest,bananas,0.8864741206748642,0.8712293220888745,12.505735397338867,2479.4536980000003
3604,Binary classification,Aggregated Mondrian Forest,bananas,0.8878712184290869,0.8721518987341771,12.830320358276367,2647.15466
3710,Binary classification,Aggregated Mondrian Forest,bananas,0.8878403882448099,0.8725490196078431,13.158807754516602,2819.141309
3816,Binary classification,Aggregated Mondrian Forest,bananas,0.889646133682831,0.8746650788925276,13.425806045532227,2995.17174
3922,Binary classification,Aggregated Mondrian Forest,bananas,0.8885488395817394,0.8730758059831543,13.789434432983398,3173.920736
4028,Binary classification,Aggregated Mondrian Forest,bananas,0.8872609883287808,0.8714609286523215,14.230863571166992,3356.9075000000003
4134,Binary classification,Aggregated Mondrian Forest,bananas,0.8874909266876361,0.8717241379310345,14.597017288208008,3541.716558
4240,Binary classification,Aggregated Mondrian Forest,bananas,0.8886529841943854,0.8731864588930682,14.823263168334961,3727.664063
4346,Binary classification,Aggregated Mondrian Forest,bananas,0.8895281933256617,0.8742138364779874,15.104570388793945,3914.426374
4452,Binary classification,Aggregated Mondrian Forest,bananas,0.8890137047854415,0.8735926305015352,15.496458053588867,4101.746974
4558,Binary classification,Aggregated Mondrian Forest,bananas,0.8894009216589862,0.874439461883408,15.832513809204102,4289.611752999999
4664,Binary classification,Aggregated Mondrian Forest,bananas,0.8893416255629423,0.8748180494905387,16.178808212280273,4478.175705
4770,Binary classification,Aggregated Mondrian Forest,bananas,0.8880268400083875,0.8729176582579724,16.64421272277832,4667.312566
4876,Binary classification,Aggregated Mondrian Forest,bananas,0.8888205128205128,0.8733644859813083,16.947317123413086,4857.043737
4982,Binary classification,Aggregated Mondrian Forest,bananas,0.889580405541056,0.8746010031919745,17.20853614807129,5047.395159
5088,Binary classification,Aggregated Mondrian Forest,bananas,0.8891291527422842,0.8740509155873157,17.572336196899414,5238.35714
5194,Binary classification,Aggregated Mondrian Forest,bananas,0.8894665896398999,0.8743982494529539,17.912752151489258,5429.927361
5300,Binary classification,Aggregated Mondrian Forest,bananas,0.889413096810719,0.8742489270386266,18.310346603393555,5622.112856
906,Binary classification,Aggregated Mondrian Forest,elec2,0.8662983425414365,0.8638920134983127,5.5823564529418945,6.98834
1812,Binary classification,Aggregated Mondrian Forest,elec2,0.8895637769188294,0.863013698630137,9.960305213928223,26.481541
2718,Binary classification,Aggregated Mondrian Forest,elec2,0.8737578211262422,0.8433074463225217,15.932572364807129,61.356849
3624,Binary classification,Aggregated Mondrian Forest,elec2,0.8746894838531604,0.8451568894952252,21.88988971710205,112.445763
