step,track,model,dataset,Accuracy,MicroF1,MacroF1,Memory in Mb,Time in s
418,Multiclass classification,Hoeffding Adaptive Tree,music,0.2158273381294964,0.2158273381294964,0.10195565718754362,6.261725425720215,6596.129159
429,Multiclass classification,Hoeffding Adaptive Tree,music,0.21261682242990654,0.2126168224299065,0.10052275274866185,6.261725425720215,6858.313437
440,Multiclass classification,Hoeffding Adaptive Tree,music,0.21867881548974943,0.21867881548974943,0.104410723000194,6.2616987228393555,7123.0050169999995
451,Multiclass classification,Hoeffding Adaptive Tree,music,0.22,0.22,0.10583466447072352,6.261672019958496,7389.290746
462,Multiclass classification,Hoeffding Adaptive Tree,music,0.22559652928416485,0.22559652928416485,0.10934124436177929,6.261672019958496,7657.412729
473,Multiclass classification,Hoeffding Adaptive Tree,music,0.2266949152542373,0.2266949152542373,0.11076026815921451,6.261672019958496,7927.707364999999
484,Multiclass classification,Hoeffding Adaptive Tree,music,0.22567287784679088,0.22567287784679085,0.10984223888147691,6.261672019958496,8200.077769
495,Multiclass classification,Hoeffding Adaptive Tree,music,0.22469635627530365,0.22469635627530365,0.11009529256566676,6.261672019958496,8475.897952
506,Multiclass classification,Hoeffding Adaptive Tree,music,0.22376237623762377,0.22376237623762377,0.11151588411242151,6.261672019958496,8754.531132
517,Multiclass classification,Hoeffding Adaptive Tree,music,0.22674418604651161,0.22674418604651161,0.1118229292453055,6.261672019958496,9035.674784
528,Multiclass classification,Hoeffding Adaptive Tree,music,0.22770398481973433,0.22770398481973433,0.11028114036544008,6.261672019958496,9319.044021000002
539,Multiclass classification,Hoeffding Adaptive Tree,music,0.22490706319702602,0.22490706319702602,0.10913425887250437,6.261672019958496,9603.880594000002
550,Multiclass classification,Hoeffding Adaptive Tree,music,0.2222222222222222,0.2222222222222222,0.10850652891896581,6.263278007507324,9889.957707000001
561,Multiclass classification,Hoeffding Adaptive Tree,music,0.22321428571428573,0.22321428571428573,0.11099158704490213,6.263278007507324,10178.742831000001
572,Multiclass classification,Hoeffding Adaptive Tree,music,0.22416812609457093,0.22416812609457093,0.11056287849371321,6.263327598571777,10469.153379000001
583,Multiclass classification,Hoeffding Adaptive Tree,music,0.22164948453608246,0.22164948453608246,0.10936082416117694,6.263327598571777,10760.806806
593,Multiclass classification,Hoeffding Adaptive Tree,music,0.2195945945945946,0.2195945945945946,0.10805094005111325,6.263327598571777,11053.465121000001
46,Multiclass classification,Adaptive Random Forest,imagesegments,0.4222222222222222,0.4222222222222222,0.3590236094437776,0.9612531661987305,16.488231
92,Multiclass classification,Adaptive Random Forest,imagesegments,0.5604395604395604,0.5604395604395604,0.5746538615446178,1.0470342636108398,43.480740999999995
138,Multiclass classification,Adaptive Random Forest,imagesegments,0.5766423357664233,0.5766423357664233,0.5982576953403548,1.3351659774780273,81.93506299999999
184,Multiclass classification,Adaptive Random Forest,imagesegments,0.6229508196721312,0.6229508196721312,0.6451744040758778,1.402510643005371,129.36285099999998
230,Multiclass classification,Adaptive Random Forest,imagesegments,0.6506550218340611,0.6506550218340611,0.668065528002595,1.5456724166870117,191.01800199999997
276,Multiclass classification,Adaptive Random Forest,imagesegments,0.6727272727272727,0.6727272727272727,0.6900672130049011,1.7424535751342773,260.60431199999994
322,Multiclass classification,Adaptive Random Forest,imagesegments,0.7040498442367601,0.7040498442367601,0.7087861936875776,1.8202238082885742,334.7794879999999
368,Multiclass classification,Adaptive Random Forest,imagesegments,0.7302452316076294,0.7302452316076294,0.7285991575377422,1.8077077865600586,412.5958899999999
414,Multiclass classification,Adaptive Random Forest,imagesegments,0.738498789346247,0.738498789346247,0.7348884393550794,1.7147512435913086,497.96261299999986
460,Multiclass classification,Adaptive Random Forest,imagesegments,0.738562091503268,0.738562091503268,0.731071815066663,1.5034856796264648,587.9687019999999
506,Multiclass classification,Adaptive Random Forest,imagesegments,0.7504950495049505,0.7504950495049504,0.7415419762232719,1.4342565536499023,683.2175889999999
552,Multiclass classification,Adaptive Random Forest,imagesegments,0.7549909255898367,0.7549909255898368,0.7455281002806589,1.5345373153686523,788.0428259999999
598,Multiclass classification,Adaptive Random Forest,imagesegments,0.7604690117252931,0.7604690117252931,0.7518307108336949,1.6673192977905273,904.7118609999999
644,Multiclass classification,Adaptive Random Forest,imagesegments,0.7558320373250389,0.7558320373250389,0.7481875242551409,1.7476987838745117,1036.7705299999998
690,Multiclass classification,Adaptive Random Forest,imagesegments,0.7518142235123367,0.7518142235123367,0.7427235501646077,1.8691205978393555,1176.5606569999998
736,Multiclass classification,Adaptive Random Forest,imagesegments,0.7510204081632653,0.7510204081632653,0.7397918622275775,1.9823064804077148,1329.3897839999997
782,Multiclass classification,Adaptive Random Forest,imagesegments,0.7541613316261203,0.7541613316261204,0.7428327588773019,1.9026823043823242,1495.5580809999997
828,Multiclass classification,Adaptive Random Forest,imagesegments,0.7581620314389359,0.7581620314389359,0.7503216792742259,2.091803550720215,1673.2640299999996
874,Multiclass classification,Adaptive Random Forest,imagesegments,0.7617411225658648,0.7617411225658649,0.7537152855139311,2.2009878158569336,1861.9212849999997
920,Multiclass classification,Adaptive Random Forest,imagesegments,0.7616974972796517,0.7616974972796517,0.752313865796731,1.9400739669799805,2058.9810909999997
966,Multiclass classification,Adaptive Random Forest,imagesegments,0.7626943005181347,0.7626943005181348,0.7514736563753591,2.071894645690918,2265.8454119999997
1012,Multiclass classification,Adaptive Random Forest,imagesegments,0.7665677546983185,0.7665677546983185,0.7556083712153246,1.7095670700073242,2477.7862729999997
1058,Multiclass classification,Adaptive Random Forest,imagesegments,0.7682119205298014,0.7682119205298014,0.7561024730317328,1.7659482955932617,2699.7840579999997
1104,Multiclass classification,Adaptive Random Forest,imagesegments,0.7660924750679964,0.7660924750679964,0.7534430695218041,1.901270866394043,2934.7752889999997
1150,Multiclass classification,Adaptive Random Forest,imagesegments,0.7615317667536988,0.7615317667536988,0.7477546884907839,2.0333242416381836,3184.925911
1196,Multiclass classification,Adaptive Random Forest,imagesegments,0.7665271966527196,0.7665271966527196,0.7544851139143056,2.1260061264038086,3441.999622
1242,Multiclass classification,Adaptive Random Forest,imagesegments,0.7695406929895245,0.7695406929895245,0.7577905740293203,2.2771825790405273,3720.2565189999996
1288,Multiclass classification,Adaptive Random Forest,imagesegments,0.7707847707847708,0.7707847707847708,0.7588838741926642,2.472353935241699,4012.4128109999997
1334,Multiclass classification,Adaptive Random Forest,imagesegments,0.7741935483870968,0.7741935483870968,0.7630093006129217,2.6981382369995117,4317.449387
1380,Multiclass classification,Adaptive Random Forest,imagesegments,0.7766497461928934,0.7766497461928935,0.7669091267386887,2.578810691833496,4635.341866
1426,Multiclass classification,Adaptive Random Forest,imagesegments,0.7775438596491228,0.7775438596491228,0.766728305548822,2.598280906677246,4961.761606
1472,Multiclass classification,Adaptive Random Forest,imagesegments,0.7777022433718559,0.7777022433718559,0.765517917461252,2.799838066101074,5300.567519
1518,Multiclass classification,Adaptive Random Forest,imagesegments,0.7804878048780488,0.7804878048780488,0.7678201178215833,2.9244565963745117,5648.079043
1564,Multiclass classification,Adaptive Random Forest,imagesegments,0.7792706333973128,0.7792706333973128,0.7672960668215081,3.1796674728393555,6004.097366
1610,Multiclass classification,Adaptive Random Forest,imagesegments,0.7750155376009944,0.7750155376009943,0.7627056194543943,2.8635435104370117,6364.934145
1656,Multiclass classification,Adaptive Random Forest,imagesegments,0.7758308157099698,0.7758308157099699,0.7635389228257586,2.9777822494506836,6736.077413
1702,Multiclass classification,Adaptive Random Forest,imagesegments,0.7771898883009994,0.7771898883009994,0.7668041123870445,3.209601402282715,7116.746038
1748,Multiclass classification,Adaptive Random Forest,imagesegments,0.7807670291929021,0.7807670291929021,0.7697063058500337,3.3679609298706055,7506.544040000001
1794,Multiclass classification,Adaptive Random Forest,imagesegments,0.7808142777467931,0.7808142777467931,0.769281766973932,3.465949058532715,7899.402309000001
1840,Multiclass classification,Adaptive Random Forest,imagesegments,0.7819467101685699,0.7819467101685699,0.7708144850654335,3.73459529876709,8303.184952000001
1886,Multiclass classification,Adaptive Random Forest,imagesegments,0.7846153846153846,0.7846153846153847,0.7747808173843389,3.785414695739746,8709.641243000002
1932,Multiclass classification,Adaptive Random Forest,imagesegments,0.785603314344899,0.785603314344899,0.7754628133618261,3.212885856628418,9121.080718000001
1978,Multiclass classification,Adaptive Random Forest,imagesegments,0.7865452706120385,0.7865452706120384,0.7761361702541942,3.237441062927246,9538.518298
2024,Multiclass classification,Adaptive Random Forest,imagesegments,0.7854671280276817,0.7854671280276816,0.7737437114977,3.2741079330444336,9962.476166
2070,Multiclass classification,Adaptive Random Forest,imagesegments,0.7863702271628806,0.7863702271628807,0.775531016976417,3.121649742126465,10395.276639
2116,Multiclass classification,Adaptive Random Forest,imagesegments,0.7877068557919622,0.7877068557919622,0.7761040445316166,2.9994688034057617,10833.00672
2162,Multiclass classification,Adaptive Random Forest,imagesegments,0.7866728366496992,0.7866728366496992,0.7750252567597193,2.7696142196655273,11274.528633
2208,Multiclass classification,Adaptive Random Forest,imagesegments,0.788400543724513,0.788400543724513,0.7767430316379613,2.3113927841186523,11720.53915
2254,Multiclass classification,Adaptive Random Forest,imagesegments,0.7860630270750111,0.7860630270750111,0.7755094260803614,2.3682966232299805,12174.837229
2300,Multiclass classification,Adaptive Random Forest,imagesegments,0.786428882122662,0.786428882122662,0.7760786665897308,2.5022802352905273,12635.398246
2310,Multiclass classification,Adaptive Random Forest,imagesegments,0.7856214811606756,0.7856214811606756,0.7754546641988002,2.539301872253418,13097.211303
408,Multiclass classification,Adaptive Random Forest,keystroke,0.9803439803439803,0.9803439803439803,0.49503722084367247,0.3281536102294922,7.263006
816,Multiclass classification,Adaptive Random Forest,keystroke,0.9717791411042945,0.9717791411042945,0.7858962864198903,1.0467777252197266,40.388281
1224,Multiclass classification,Adaptive Random Forest,keystroke,0.9730171708912511,0.9730171708912511,0.9636365906494284,1.2575101852416992,138.971235
1632,Multiclass classification,Adaptive Random Forest,keystroke,0.9754751686082158,0.9754751686082158,0.9571936401550495,1.7799453735351562,304.961795
2040,Multiclass classification,Adaptive Random Forest,keystroke,0.9740068661108386,0.9740068661108386,0.9510315841509915,2.74355411529541,557.099221
2448,Multiclass classification,Adaptive Random Forest,keystroke,0.9738455251328157,0.9738455251328157,0.970175864781725,1.456787109375,886.464309
2856,Multiclass classification,Adaptive Random Forest,keystroke,0.9765323992994746,0.9765323992994746,0.976078513747584,1.263718605041504,1307.755043
3264,Multiclass classification,Adaptive Random Forest,keystroke,0.9760956175298805,0.9760956175298805,0.9694230243411253,2.181612014770508,1776.1068659999999
3672,Multiclass classification,Adaptive Random Forest,keystroke,0.9773903568509943,0.9773903568509943,0.9762701956564379,1.498321533203125,2277.914124
4080,Multiclass classification,Adaptive Random Forest,keystroke,0.9767099779357685,0.9767099779357685,0.9724114930149192,1.621048927307129,2820.717561
4488,Multiclass classification,Adaptive Random Forest,keystroke,0.9779362603075552,0.9779362603075552,0.9778458058408069,1.0409421920776367,3397.412891
4896,Multiclass classification,Adaptive Random Forest,keystroke,0.9789581205311543,0.9789581205311543,0.9789329914075763,1.7979469299316406,4046.289694
5304,Multiclass classification,Adaptive Random Forest,keystroke,0.9788798793135961,0.9788798793135961,0.9775722782373392,2.504643440246582,4746.059535
5712,Multiclass classification,Adaptive Random Forest,keystroke,0.979163018735773,0.979163018735773,0.9785953224097735,1.1672515869140625,5504.435033000001
6120,Multiclass classification,Adaptive Random Forest,keystroke,0.9784278476875307,0.9784278476875307,0.9768190801508833,1.236342430114746,6297.850489
6528,Multiclass classification,Adaptive Random Forest,keystroke,0.9773249578673203,0.9773249578673203,0.9756894228152759,2.0955543518066406,7135.394409
6936,Multiclass classification,Adaptive Random Forest,keystroke,0.9783705839942322,0.9783705839942322,0.9788862459907928,1.5247077941894531,7997.038158
7344,Multiclass classification,Adaptive Random Forest,keystroke,0.9783467247718916,0.9783467247718916,0.977972159980142,2.5681848526000977,8904.179304000001
7752,Multiclass classification,Adaptive Random Forest,keystroke,0.9788414398142176,0.9788414398142176,0.9789709378206789,2.4254884719848633,9863.574121000001
8160,Multiclass classification,Adaptive Random Forest,keystroke,0.9776933447726437,0.9776933447726437,0.9765832491681372,2.3475704193115234,10889.430507000001
8568,Multiclass classification,Adaptive Random Forest,keystroke,0.977471693708416,0.977471693708416,0.9771561245591677,1.1124563217163086,11937.450787000002
8976,Multiclass classification,Adaptive Random Forest,keystroke,0.9781615598885793,0.9781615598885793,0.9784786146927129,2.0358428955078125,13020.797128000002
9384,Multiclass classification,Adaptive Random Forest,keystroke,0.9775125226473409,0.9775125226473409,0.977037945416514,2.4801340103149414,14185.740054000002
9792,Multiclass classification,Adaptive Random Forest,keystroke,0.9771218465938106,0.9771218465938106,0.9768510182911306,2.4094057083129883,15394.966942000001
10200,Multiclass classification,Adaptive Random Forest,keystroke,0.9770565741739387,0.9770565741739387,0.9769929478686689,1.3291358947753906,16658.834494000002
10608,Multiclass classification,Adaptive Random Forest,keystroke,0.9761478269067597,0.9761478269067597,0.9756945186596252,1.3155412673950195,17974.611255000003
11016,Multiclass classification,Adaptive Random Forest,keystroke,0.9765773944620971,0.9765773944620971,0.9767631068877426,0.6757640838623047,19314.013030000002
11424,Multiclass classification,Adaptive Random Forest,keystroke,0.9761883918410225,0.9761883918410225,0.9760459567342947,1.1965436935424805,20686.662735
11832,Multiclass classification,Adaptive Random Forest,keystroke,0.9758262192545009,0.9758262192545009,0.9757159899566521,1.1427335739135742,22102.664792000003
12240,Multiclass classification,Adaptive Random Forest,keystroke,0.9762235476754637,0.9762235476754637,0.9763885247245532,1.47412109375,23550.005684000003
12648,Multiclass classification,Adaptive Random Forest,keystroke,0.9766743101130703,0.9766743101130703,0.9768512688351155,1.737126350402832,25045.535416000002
13056,Multiclass classification,Adaptive Random Forest,keystroke,0.9764841057066258,0.9764841057066258,0.9764717789038332,1.1914176940917969,26594.331557
13464,Multiclass classification,Adaptive Random Forest,keystroke,0.9763797073460596,0.9763797073460596,0.9763972389883444,1.5349397659301758,28175.203175000002
13872,Multiclass classification,Adaptive Random Forest,keystroke,0.9767861004974407,0.9767861004974407,0.9769274229492056,1.5028886795043945,29804.428466
14280,Multiclass classification,Adaptive Random Forest,keystroke,0.9757686112472862,0.9757686112472862,0.9755817986045334,1.0204839706420898,31480.466819
14688,Multiclass classification,Adaptive Random Forest,keystroke,0.9759651392387826,0.9759651392387826,0.9760493856487239,1.3696327209472656,33185.690397
15096,Multiclass classification,Adaptive Random Forest,keystroke,0.9761510433918517,0.9761510433918517,0.9762279932038682,1.9502382278442383,34917.691913999995
15504,Multiclass classification,Adaptive Random Forest,keystroke,0.9759401406179449,0.9759401406179449,0.9759478697034709,2.2501049041748047,36684.652329
15912,Multiclass classification,Adaptive Random Forest,keystroke,0.9759914524542769,0.9759914524542769,0.9760385830158732,1.113494873046875,38473.363114
16320,Multiclass classification,Adaptive Random Forest,keystroke,0.9760401985415773,0.9760401985415773,0.9760832778656451,0.876734733581543,40286.334672
16728,Multiclass classification,Adaptive Random Forest,keystroke,0.9759072158785198,0.9759072158785198,0.9759259999129096,1.1555662155151367,42116.491498999996
17136,Multiclass classification,Adaptive Random Forest,keystroke,0.9761307265830172,0.9761307265830172,0.9761863648266832,1.3926382064819336,43978.292991999995
17544,Multiclass classification,Adaptive Random Forest,keystroke,0.9761158296756541,0.9761158296756541,0.9761435966717453,1.3747663497924805,45879.569659999994
17952,Multiclass classification,Adaptive Random Forest,keystroke,0.9759901955322823,0.9759901955322823,0.9760065567596634,1.0594358444213867,47808.222687999994
18360,Multiclass classification,Adaptive Random Forest,keystroke,0.97619696061877,0.97619696061877,0.9762296240894309,1.9564743041992188,49764.192855999994
18768,Multiclass classification,Adaptive Random Forest,keystroke,0.9763414504182875,0.9763414504182875,0.9763645644423558,2.7685670852661133,51756.163415999996
19176,Multiclass classification,Adaptive Random Forest,keystroke,0.976271186440678,0.976271186440678,0.9762813304074608,1.3375244140625,53776.88703499999
19584,Multiclass classification,Adaptive Random Forest,keystroke,0.9762549149772762,0.9762549149772762,0.9762627183300499,1.2487068176269531,55816.05860799999
19992,Multiclass classification,Adaptive Random Forest,keystroke,0.9763893752188485,0.9763893752188485,0.9763945362769537,1.7019805908203125,57891.67563499999
20400,Multiclass classification,Adaptive Random Forest,keystroke,0.9760282366782685,0.9760282366782685,0.9760273495429042,0.9981451034545898,59990.674460999995
11,Multiclass classification,Adaptive Random Forest,music,0.0,0.0,0.0,2.147909164428711,36.576806
22,Multiclass classification,Adaptive Random Forest,music,0.047619047619047616,0.047619047619047616,0.009049773755656108,3.4522695541381836,108.020488
33,Multiclass classification,Adaptive Random Forest,music,0.0625,0.0625,0.018452380952380953,4.192066192626953,205.59238299999998
44,Multiclass classification,Adaptive Random Forest,music,0.09302325581395349,0.09302325581395347,0.03392468098350451,4.441125869750977,315.794618
55,Multiclass classification,Adaptive Random Forest,music,0.2222222222222222,0.2222222222222222,0.08487068662590484,4.687899589538574,439.25791200000003
66,Multiclass classification,Adaptive Random Forest,music,0.24615384615384617,0.24615384615384617,0.09582199706038715,4.952862739562988,577.297535
77,Multiclass classification,Adaptive Random Forest,music,0.2236842105263158,0.2236842105263158,0.0800551161453417,5.454338073730469,732.120261
88,Multiclass classification,Adaptive Random Forest,music,0.22988505747126436,0.22988505747126436,0.08070475990391413,5.457469940185547,891.641436
99,Multiclass classification,Adaptive Random Forest,music,0.23469387755102042,0.23469387755102042,0.0784392117666657,5.460887908935547,1054.523081
110,Multiclass classification,Adaptive Random Forest,music,0.23853211009174313,0.23853211009174313,0.07890782136306435,5.463466644287109,1220.146608
121,Multiclass classification,Adaptive Random Forest,music,0.24166666666666667,0.24166666666666667,0.07781915041976961,5.845574378967285,1396.491779
132,Multiclass classification,Adaptive Random Forest,music,0.25190839694656486,0.25190839694656486,0.07581892282959224,6.092638969421387,1585.097935
143,Multiclass classification,Adaptive Random Forest,music,0.2535211267605634,0.2535211267605634,0.07575855898373744,6.094588279724121,1776.979424
154,Multiclass classification,Adaptive Random Forest,music,0.2549019607843137,0.2549019607843137,0.08125791624072652,6.096739768981934,1971.8843040000002
165,Multiclass classification,Adaptive Random Forest,music,0.25609756097560976,0.25609756097560976,0.08542938715631512,6.101164817810059,2171.24469
176,Multiclass classification,Adaptive Random Forest,music,0.25142857142857145,0.25142857142857145,0.08739724704710135,6.10221004486084,2374.343037
187,Multiclass classification,Adaptive Random Forest,music,0.25806451612903225,0.25806451612903225,0.09092716780274938,6.103621482849121,2580.7490940000002
198,Multiclass classification,Adaptive Random Forest,music,0.26903553299492383,0.26903553299492383,0.10372254135859614,6.10513973236084,2789.640522
209,Multiclass classification,Adaptive Random Forest,music,0.2692307692307692,0.2692307692307692,0.10745195468790077,6.109248161315918,3001.055867
220,Multiclass classification,Adaptive Random Forest,music,0.2694063926940639,0.2694063926940639,0.10584975033483218,6.110835075378418,3213.753051
231,Multiclass classification,Adaptive Random Forest,music,0.2608695652173913,0.2608695652173913,0.1023867029085224,6.112734794616699,3429.783602
242,Multiclass classification,Adaptive Random Forest,music,0.26556016597510373,0.26556016597510373,0.10672018092734205,6.115740776062012,3648.131155
253,Multiclass classification,Adaptive Random Forest,music,0.26587301587301587,0.26587301587301587,0.10692110028041521,6.118437767028809,3869.215173
264,Multiclass classification,Adaptive Random Forest,music,0.2623574144486692,0.2623574144486692,0.10041099918834508,6.365723609924316,4100.355743
275,Multiclass classification,Adaptive Random Forest,music,0.27007299270072993,0.27007299270072993,0.10291032183715319,6.368577003479004,4333.519811
286,Multiclass classification,Adaptive Random Forest,music,0.2771929824561403,0.2771929824561403,0.10436432090357739,6.372483253479004,4569.432129
297,Multiclass classification,Adaptive Random Forest,music,0.28040540540540543,0.28040540540540543,0.10382193522675738,6.61851692199707,4816.599486
308,Multiclass classification,Adaptive Random Forest,music,0.28013029315960913,0.28013029315960913,0.10438672230795226,6.62224006652832,5066.762703
319,Multiclass classification,Adaptive Random Forest,music,0.2893081761006289,0.2893081761006289,0.10812609164518924,6.624895095825195,5321.186073000001
330,Multiclass classification,Adaptive Random Forest,music,0.2826747720364742,0.2826747720364742,0.10474671935010774,6.626211166381836,5579.44436
341,Multiclass classification,Adaptive Random Forest,music,0.27941176470588236,0.27941176470588236,0.1043533062764958,6.627782821655273,5841.847671
352,Multiclass classification,Adaptive Random Forest,music,0.27635327635327633,0.27635327635327633,0.10240137029979798,6.630311965942383,6108.657078
363,Multiclass classification,Adaptive Random Forest,music,0.27900552486187846,0.27900552486187846,0.10762941047985014,6.632501602172852,6378.292499
374,Multiclass classification,Adaptive Random Forest,music,0.2734584450402145,0.2734584450402145,0.10544564621801428,6.635107040405273,6650.626464
385,Multiclass classification,Adaptive Random Forest,music,0.2760416666666667,0.2760416666666667,0.1021284223123862,6.881896018981934,6933.515416
396,Multiclass classification,Adaptive Random Forest,music,0.2810126582278481,0.2810126582278481,0.10321992934360123,6.883776664733887,7218.417732
407,Multiclass classification,Adaptive Random Forest,music,0.2881773399014778,0.2881773399014778,0.10172009740975171,7.131839752197266,7511.926166
418,Multiclass classification,Adaptive Random Forest,music,0.290167865707434,0.290167865707434,0.10164872686905983,7.134044647216797,7808.248264
429,Multiclass classification,Adaptive Random Forest,music,0.28738317757009346,0.28738317757009346,0.10114147419234996,7.1354217529296875,8106.616849
440,Multiclass classification,Adaptive Random Forest,music,0.2870159453302961,0.2870159453302961,0.100539670273579,7.13616943359375,8406.973023
451,Multiclass classification,Adaptive Random Forest,music,0.2866666666666667,0.2866666666666667,0.1040495391008899,7.137779235839844,8710.089824
462,Multiclass classification,Adaptive Random Forest,music,0.2950108459869848,0.2950108459869848,0.10677790849271725,7.1383056640625,9014.960878
473,Multiclass classification,Adaptive Random Forest,music,0.2923728813559322,0.2923728813559322,0.10744785621619804,7.139469146728516,9322.00421
484,Multiclass classification,Adaptive Random Forest,music,0.2898550724637681,0.2898550724637681,0.10618548527336598,7.140228271484375,9631.275583999999
495,Multiclass classification,Adaptive Random Forest,music,0.2874493927125506,0.2874493927125506,0.10597241461910055,7.141197204589844,9942.948675
506,Multiclass classification,Adaptive Random Forest,music,0.2871287128712871,0.2871287128712871,0.1060157046413945,7.14227294921875,10258.597527
517,Multiclass classification,Adaptive Random Forest,music,0.2926356589147287,0.2926356589147287,0.10672541876139242,7.142852783203125,10576.195684
528,Multiclass classification,Adaptive Random Forest,music,0.29601518026565465,0.29601518026565465,0.1079118623496312,7.144176483154297,10895.702991
539,Multiclass classification,Adaptive Random Forest,music,0.2955390334572491,0.2955390334572491,0.10777750825782556,6.651556968688965,11221.749357
550,Multiclass classification,Adaptive Random Forest,music,0.29143897996357016,0.29143897996357016,0.1073025836371238,6.802519798278809,11555.109021
561,Multiclass classification,Adaptive Random Forest,music,0.2875,0.2875,0.10886857335426452,6.952406883239746,11895.680446
572,Multiclass classification,Adaptive Random Forest,music,0.28896672504378285,0.28896672504378285,0.10893391218878686,7.008364677429199,12239.500816
583,Multiclass classification,Adaptive Random Forest,music,0.2869415807560137,0.2869415807560137,0.10855130763038934,7.034914970397949,12585.152327
593,Multiclass classification,Adaptive Random Forest,music,0.28716216216216217,0.28716216216216217,0.10785937079554044,7.059863090515137,12934.269081999999
46,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.5333333333333333,0.5333333333333333,0.5005728607232367,0.8873872756958008,0.183999
92,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.6153846153846154,0.6153846153846154,0.596131344383025,1.5640573501586914,0.708402
138,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.6496350364963503,0.6496350364963503,0.6567305057749026,2.228581428527832,1.924202
184,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.6994535519125683,0.6994535519125683,0.7070190759413217,2.8656435012817383,4.658578
230,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.7379912663755459,0.7379912663755459,0.7433871451842025,3.3563661575317383,8.238631
276,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.7490909090909091,0.7490909090909091,0.7566070103930901,3.90578556060791,13.057358
322,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.7694704049844237,0.7694704049844237,0.7681721604320974,4.285855293273926,19.389148
368,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.784741144414169,0.7847411444141691,0.7789718513534349,4.6483964920043945,27.607863
414,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.7990314769975787,0.7990314769975787,0.7943771701942023,5.029583930969238,38.406509
460,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.7973856209150327,0.7973856209150327,0.7916511033189314,5.563717842102051,51.828646
506,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.805940594059406,0.805940594059406,0.8010859843658406,5.994488716125488,68.86202
552,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8076225045372051,0.8076225045372051,0.8036838079612314,6.507260322570801,89.14923
598,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8174204355108877,0.8174204355108878,0.8156009215135777,6.941842079162598,112.85613000000001
644,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8211508553654744,0.8211508553654744,0.8207645722848749,7.412014961242676,140.229219
690,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8229317851959361,0.8229317851959362,0.8226135245892084,7.802273750305176,170.514472
736,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8231292517006803,0.8231292517006803,0.8228959515200419,8.230237007141113,203.68258400000002
782,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8309859154929577,0.8309859154929577,0.8306123687436626,8.567307472229004,239.20826100000002
828,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8343409915356711,0.834340991535671,0.835521648488366,8.994854927062988,277.83089800000005
874,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8407789232531501,0.8407789232531501,0.8414965916969208,9.335240364074707,319.85795600000006
920,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8443960826985855,0.8443960826985855,0.8446110045111287,9.668370246887207,364.59198900000007
966,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8466321243523316,0.8466321243523316,0.8462590694093757,9.991898536682129,412.6671350000001
1012,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8516320474777448,0.8516320474777448,0.8504483916737715,10.25075626373291,464.35761500000007
1058,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8571428571428571,0.8571428571428571,0.8557487568785946,10.529084205627441,520.4827070000001
1104,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8603807796917498,0.8603807796917498,0.8594481550185353,10.835919380187988,581.1958270000001
1150,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8624891209747607,0.8624891209747607,0.8612253786789881,11.052342414855957,646.2497440000001
1196,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8652719665271966,0.8652719665271966,0.8642881992026393,11.335549354553223,716.0117910000001
1242,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8670427074939565,0.8670427074939565,0.8663181473795102,11.593777656555176,790.6613690000001
1288,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8694638694638694,0.8694638694638694,0.8687259920464653,11.839661598205566,869.2264720000002
1334,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8709677419354839,0.8709677419354839,0.8701933963694518,12.163426399230957,952.3611060000002
1380,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8745467730239304,0.8745467730239304,0.8740895810736429,12.423638343811035,1038.9695040000001
1426,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8771929824561403,0.8771929824561403,0.8759011931352845,12.629281044006348,1128.853503
1472,Multiclass classification,Aggregated Mondrian Forest,imagesegments,0.8796736913664174,0.8796736913664174,0.877566397675441,12.844273567199707,1223.601705
