step,track,model,dataset,Accuracy,MicroF1,MacroF1,Memory in Mb,Time in s
2162,Multiclass classification,Naive Bayes,imagesegments,0.7306802406293382,0.7306802406293383,0.7303992643507475,0.39000415802001953,1456.8136370000004
2208,Multiclass classification,Naive Bayes,imagesegments,0.733574988672406,0.733574988672406,0.7322842940126589,0.39000415802001953,1521.5069140000005
2254,Multiclass classification,Naive Bayes,imagesegments,0.7314691522414558,0.7314691522414558,0.7300322879925133,0.39000415802001953,1587.6269440000005
2300,Multiclass classification,Naive Bayes,imagesegments,0.7316224445411048,0.7316224445411048,0.7300416811383057,0.39000415802001953,1655.6884760000005
2310,Multiclass classification,Naive Bayes,imagesegments,0.7319185794716327,0.7319185794716329,0.7304188192194185,0.39000415802001953,1725.6583480000004
408,Multiclass classification,Naive Bayes,keystroke,0.9852579852579852,0.9852579852579852,0.6962686567164179,0.19356441497802734,1.41935
816,Multiclass classification,Naive Bayes,keystroke,0.947239263803681,0.947239263803681,0.7418606503288051,0.28890228271484375,5.2442329999999995
1224,Multiclass classification,Naive Bayes,keystroke,0.884709730171709,0.884709730171709,0.8705899666065842,0.38424015045166016,12.571259
1632,Multiclass classification,Naive Bayes,keystroke,0.8933169834457388,0.8933169834457388,0.8791291775937072,0.47957801818847656,24.87556
2040,Multiclass classification,Naive Bayes,keystroke,0.8921039725355566,0.8921039725355566,0.8831785360852743,0.575160026550293,43.264624999999995
2448,Multiclass classification,Naive Bayes,keystroke,0.851655087862689,0.851655087862689,0.858198428951664,0.6704978942871094,67.045919
2856,Multiclass classification,Naive Bayes,keystroke,0.8598949211908932,0.8598949211908932,0.8469962214365346,0.7658357620239258,95.64550299999999
3264,Multiclass classification,Naive Bayes,keystroke,0.8513637756665645,0.8513637756665645,0.8281280134770848,0.8611736297607422,129.69825799999998
3672,Multiclass classification,Naive Bayes,keystroke,0.8422773086352493,0.8422773086352493,0.8409307955747314,0.9565114974975586,168.43926399999998
4080,Multiclass classification,Naive Bayes,keystroke,0.8367246874233881,0.8367246874233881,0.8249418657104467,1.0523834228515625,212.957115
4488,Multiclass classification,Naive Bayes,keystroke,0.8203699576554491,0.8203699576554491,0.8300896799820436,1.147721290588379,264.513045
4896,Multiclass classification,Naive Bayes,keystroke,0.8192032686414709,0.8192032686414709,0.8269731591910484,1.2430591583251953,323.74524099999996
5304,Multiclass classification,Naive Bayes,keystroke,0.8172732415613804,0.8172732415613804,0.8027823390848744,1.3383970260620117,389.92946499999994
5712,Multiclass classification,Naive Bayes,keystroke,0.7961828051129399,0.7961828051129399,0.8002006091139847,1.4337348937988281,464.50191099999995
6120,Multiclass classification,Naive Bayes,keystroke,0.793920575257395,0.793920575257395,0.7746960355921345,1.5290727615356445,545.703805
6528,Multiclass classification,Naive Bayes,keystroke,0.7688064960931515,0.7688064960931515,0.7622487598340325,1.624410629272461,634.133076
6936,Multiclass classification,Naive Bayes,keystroke,0.7568853640951694,0.7568853640951694,0.7578137816609829,1.7197484970092773,731.254415
7344,Multiclass classification,Naive Bayes,keystroke,0.7669889690862045,0.7669889690862046,0.7643943615019535,1.8150863647460938,838.782767
7752,Multiclass classification,Naive Bayes,keystroke,0.7676428847890595,0.7676428847890595,0.7655695901071293,1.9104242324829102,958.504307
8160,Multiclass classification,Naive Bayes,keystroke,0.7714180659394534,0.7714180659394533,0.7672011803374248,2.0057621002197266,1089.611057
8568,Multiclass classification,Naive Bayes,keystroke,0.7702813120112058,0.7702813120112058,0.7699263138193525,2.1021223068237305,1231.532196
8976,Multiclass classification,Naive Bayes,keystroke,0.7680222841225627,0.7680222841225627,0.7682287234686136,2.197460174560547,1383.2061070000002
9384,Multiclass classification,Naive Bayes,keystroke,0.7659597143770649,0.7659597143770649,0.7643546547243014,2.2927980422973633,1546.4376780000002
9792,Multiclass classification,Naive Bayes,keystroke,0.7586559084873864,0.7586559084873864,0.755214869202062,2.3881359100341797,1722.7115730000003
10200,Multiclass classification,Naive Bayes,keystroke,0.7505637807628199,0.7505637807628199,0.7430512224080149,2.483473777770996,1913.0433510000003
10608,Multiclass classification,Naive Bayes,keystroke,0.7290468558499105,0.7290468558499106,0.7157560932717791,2.5788116455078125,2118.6896020000004
11016,Multiclass classification,Naive Bayes,keystroke,0.7217430776214253,0.7217430776214253,0.7173640789896897,2.674149513244629,2337.6532690000004
11424,Multiclass classification,Naive Bayes,keystroke,0.7151361288628206,0.7151361288628206,0.7011862635194492,2.7694873809814453,2566.646939
11832,Multiclass classification,Naive Bayes,keystroke,0.705603921900093,0.705603921900093,0.6976881379682605,2.8648252487182617,2806.181955
12240,Multiclass classification,Naive Bayes,keystroke,0.7094533867146009,0.7094533867146009,0.7058405389403432,2.960163116455078,3059.064072
12648,Multiclass classification,Naive Bayes,keystroke,0.7053846762077963,0.7053846762077963,0.6965736948063982,3.0555009841918945,3325.930445
13056,Multiclass classification,Naive Bayes,keystroke,0.6927613941018766,0.6927613941018766,0.6842255816736499,3.150838851928711,3606.893442
13464,Multiclass classification,Naive Bayes,keystroke,0.6890737577063062,0.6890737577063062,0.684566938939229,3.2461767196655273,3899.525825
13872,Multiclass classification,Naive Bayes,keystroke,0.6873332852714296,0.6873332852714296,0.6839054551822702,3.3415145874023438,4203.3324840000005
14280,Multiclass classification,Naive Bayes,keystroke,0.682960991666083,0.682960991666083,0.6781566371919944,3.43685245513916,4516.787026000001
14688,Multiclass classification,Naive Bayes,keystroke,0.686185061619119,0.686185061619119,0.6843713776162115,3.5321903228759766,4840.899281000001
15096,Multiclass classification,Naive Bayes,keystroke,0.6928784365684001,0.6928784365684001,0.6911392400672974,3.627528190612793,5178.773736000001
15504,Multiclass classification,Naive Bayes,keystroke,0.6913500612784622,0.6913500612784622,0.687359772989117,3.7228660583496094,5529.758872000001
15912,Multiclass classification,Naive Bayes,keystroke,0.6819810194205267,0.6819810194205267,0.6749159449359359,3.818203926086426,5891.976338000001
16320,Multiclass classification,Naive Bayes,keystroke,0.6726515105092223,0.6726515105092223,0.6670192172011686,3.913541793823242,6264.274043000001
16728,Multiclass classification,Naive Bayes,keystroke,0.6695163508100676,0.6695163508100676,0.6664051037977978,4.008879661560059,6645.494810000001
17136,Multiclass classification,Naive Bayes,keystroke,0.6650131310183834,0.6650131310183834,0.6608988619616458,4.1063079833984375,7036.587198000001
17544,Multiclass classification,Naive Bayes,keystroke,0.6568431853160804,0.6568431853160804,0.6531382897719191,4.201645851135254,7438.030944000001
17952,Multiclass classification,Naive Bayes,keystroke,0.6556180714166342,0.6556180714166342,0.6538448358590968,4.29698371887207,7851.157803000001
18360,Multiclass classification,Naive Bayes,keystroke,0.6614194672912468,0.6614194672912468,0.6603186829199906,4.392321586608887,8274.856645000002
18768,Multiclass classification,Naive Bayes,keystroke,0.6669686151222891,0.6669686151222891,0.666229361655457,4.487659454345703,8710.356011000002
19176,Multiclass classification,Naive Bayes,keystroke,0.6579921773142112,0.6579921773142112,0.6554177118629491,4.5829973220825195,9156.401256000001
19584,Multiclass classification,Naive Bayes,keystroke,0.6622580809886126,0.6622580809886126,0.6609360990360077,4.678335189819336,9614.164318000001
19992,Multiclass classification,Naive Bayes,keystroke,0.6562453103896754,0.6562453103896754,0.6545704957554572,4.773673057556152,10084.514357000002
20400,Multiclass classification,Naive Bayes,keystroke,0.6525319868621011,0.6525319868621011,0.6515767870317882,4.869010925292969,10567.794909000002
11,Multiclass classification,Naive Bayes,music,0.2,0.20000000000000004,0.04166666666666667,1.774622917175293,29.089617
22,Multiclass classification,Naive Bayes,music,0.14285714285714285,0.14285714285714285,0.021978021978021976,2.8801040649414062,86.688187
33,Multiclass classification,Naive Bayes,music,0.15625,0.15625,0.05198863636363636,3.54305362701416,164.08651500000002
44,Multiclass classification,Naive Bayes,music,0.13953488372093023,0.13953488372093023,0.04656862745098039,3.7640371322631836,248.34851700000002
55,Multiclass classification,Naive Bayes,music,0.18518518518518517,0.18518518518518517,0.06823169323169324,3.9850730895996094,338.73021800000004
66,Multiclass classification,Naive Bayes,music,0.2153846153846154,0.21538461538461537,0.07758610573255882,4.206083297729492,437.27430000000004
77,Multiclass classification,Naive Bayes,music,0.2236842105263158,0.2236842105263158,0.06782564877802974,4.648076057434082,556.788581
88,Multiclass classification,Naive Bayes,music,0.22988505747126436,0.22988505747126436,0.07271945350763086,4.648076057434082,678.157815
99,Multiclass classification,Naive Bayes,music,0.2755102040816326,0.2755102040816326,0.0865098446317522,4.648102760314941,801.623418
110,Multiclass classification,Naive Bayes,music,0.27522935779816515,0.27522935779816515,0.08361495135688683,4.648129463195801,927.029628
121,Multiclass classification,Naive Bayes,music,0.2833333333333333,0.2833333333333333,0.08192180424939044,4.870134353637695,1064.526545
132,Multiclass classification,Naive Bayes,music,0.29770992366412213,0.29770992366412213,0.08131800884107149,5.091144561767578,1210.539801
143,Multiclass classification,Naive Bayes,music,0.3028169014084507,0.3028169014084507,0.08101159175761455,5.0911712646484375,1357.071242
154,Multiclass classification,Naive Bayes,music,0.3006535947712418,0.3006535947712418,0.08020730910277112,5.0911712646484375,1504.1342359999999
165,Multiclass classification,Naive Bayes,music,0.29878048780487804,0.29878048780487804,0.07890736821031895,5.0911712646484375,1652.09937
176,Multiclass classification,Naive Bayes,music,0.2857142857142857,0.2857142857142857,0.07514050799686463,5.0911712646484375,1800.989453
187,Multiclass classification,Naive Bayes,music,0.2849462365591398,0.2849462365591398,0.07441439855930285,5.091197967529297,1951.311366
198,Multiclass classification,Naive Bayes,music,0.27411167512690354,0.27411167512690354,0.07017656263099159,5.091197967529297,2103.1135329999997
209,Multiclass classification,Naive Bayes,music,0.25961538461538464,0.25961538461538464,0.06733980755044758,5.091117858886719,2255.7083439999997
220,Multiclass classification,Naive Bayes,music,0.2602739726027397,0.2602739726027397,0.0672959371714588,5.091197967529297,2409.8568359999995
231,Multiclass classification,Naive Bayes,music,0.25217391304347825,0.25217391304347825,0.06521834782704347,5.091251373291016,2565.2311869999994
242,Multiclass classification,Naive Bayes,music,0.26141078838174275,0.26141078838174275,0.0757725867241864,5.091224670410156,2722.9412309999993
253,Multiclass classification,Naive Bayes,music,0.2619047619047619,0.2619047619047619,0.0775432002220463,5.091224670410156,2883.199120999999
264,Multiclass classification,Naive Bayes,music,0.2585551330798479,0.2585551330798479,0.07355623537024258,5.31220817565918,3052.797589999999
275,Multiclass classification,Naive Bayes,music,0.2591240875912409,0.2591240875912409,0.0766126968142473,5.31218147277832,3223.9948909999994
286,Multiclass classification,Naive Bayes,music,0.2631578947368421,0.2631578947368421,0.07742450237523747,5.31218147277832,3397.7121649999995
297,Multiclass classification,Naive Bayes,music,0.25675675675675674,0.25675675675675674,0.07228544100567057,5.533190727233887,3581.9714759999993
308,Multiclass classification,Naive Bayes,music,0.25732899022801303,0.25732899022801303,0.07499741990499512,5.533190727233887,3766.807854999999
319,Multiclass classification,Naive Bayes,music,0.27044025157232704,0.27044025157232704,0.09186674356757907,5.533164024353027,3952.865232999999
330,Multiclass classification,Naive Bayes,music,0.2674772036474164,0.2674772036474164,0.09689494712568042,5.533190727233887,4140.677784999999
341,Multiclass classification,Naive Bayes,music,0.26176470588235295,0.26176470588235295,0.09473958304973153,5.533190727233887,4328.869128999999
352,Multiclass classification,Naive Bayes,music,0.2564102564102564,0.2564102564102564,0.09177158787337163,5.533270835876465,4518.208443999999
363,Multiclass classification,Naive Bayes,music,0.2541436464088398,0.2541436464088398,0.09081227725003375,5.533217430114746,4709.758422999999
374,Multiclass classification,Naive Bayes,music,0.2520107238605898,0.2520107238605898,0.09366788766788767,5.533270835876465,4902.637341999999
385,Multiclass classification,Naive Bayes,music,0.24739583333333334,0.24739583333333334,0.08854955798815131,5.754280090332031,5108.123577999999
396,Multiclass classification,Naive Bayes,music,0.24556962025316456,0.24556962025316456,0.08788892292650904,5.754306793212891,5315.906824999999
407,Multiclass classification,Naive Bayes,music,0.24630541871921183,0.24630541871921183,0.08665481274339497,5.975262641906738,5533.797568999999
418,Multiclass classification,Naive Bayes,music,0.24940047961630696,0.24940047961630696,0.08840738157555753,5.975235939025879,5752.6366069999995
429,Multiclass classification,Naive Bayes,music,0.24766355140186916,0.24766355140186916,0.09015130391631453,5.975235939025879,5972.197931
440,Multiclass classification,Naive Bayes,music,0.2460136674259681,0.2460136674259681,0.0891747076864988,5.97518253326416,6194.144698
451,Multiclass classification,Naive Bayes,music,0.24666666666666667,0.2466666666666667,0.09182129600143288,5.9752092361450195,6417.723171
462,Multiclass classification,Naive Bayes,music,0.25379609544468545,0.25379609544468545,0.09787206010478845,5.9752092361450195,6642.849881
473,Multiclass classification,Naive Bayes,music,0.2584745762711864,0.2584745762711864,0.10252202470802703,5.975235939025879,6869.063838
484,Multiclass classification,Naive Bayes,music,0.2567287784679089,0.2567287784679089,0.10140379803072899,5.975235939025879,7096.211184
495,Multiclass classification,Naive Bayes,music,0.25708502024291496,0.25708502024291496,0.10231842508940311,5.975235939025879,7324.051261
506,Multiclass classification,Naive Bayes,music,0.25742574257425743,0.25742574257425743,0.1051855714281599,5.975235939025879,7553.254089999999
517,Multiclass classification,Naive Bayes,music,0.2596899224806202,0.2596899224806202,0.10517716832381685,5.9752092361450195,7784.056715
528,Multiclass classification,Naive Bayes,music,0.2618595825426945,0.2618595825426945,0.10656941736482534,5.975235939025879,8016.869253
539,Multiclass classification,Naive Bayes,music,0.258364312267658,0.258364312267658,0.10576721659341976,5.975262641906738,8250.581305
550,Multiclass classification,Naive Bayes,music,0.2550091074681239,0.2550091074681239,0.10529883464908975,5.975262641906738,8485.41657
561,Multiclass classification,Naive Bayes,music,0.25535714285714284,0.25535714285714284,0.10874141418002822,5.975289344787598,8721.988362
572,Multiclass classification,Naive Bayes,music,0.2539404553415061,0.2539404553415061,0.1076143355855837,5.975316047668457,8960.314912
583,Multiclass classification,Naive Bayes,music,0.2508591065292096,0.2508591065292096,0.1060540818758983,5.975262641906738,9200.553595
593,Multiclass classification,Naive Bayes,music,0.2483108108108108,0.2483108108108108,0.10464709138764083,5.975316047668457,9441.802276999999
46,Multiclass classification,Hoeffding Tree,imagesegments,0.35555555555555557,0.35555555555555557,0.25379424497071557,0.4170856475830078,4.222144
92,Multiclass classification,Hoeffding Tree,imagesegments,0.4945054945054945,0.4945054945054945,0.5043329927491419,0.4170818328857422,9.190131000000001
138,Multiclass classification,Hoeffding Tree,imagesegments,0.5328467153284672,0.5328467153284672,0.5564033878668024,0.4171772003173828,15.711553000000002
184,Multiclass classification,Hoeffding Tree,imagesegments,0.6010928961748634,0.6010928961748634,0.6227664965396451,0.4171772003173828,23.356829
230,Multiclass classification,Hoeffding Tree,imagesegments,0.6375545851528385,0.6375545851528385,0.6539827168809461,0.41720008850097656,32.711386000000005
276,Multiclass classification,Hoeffding Tree,imagesegments,0.6509090909090909,0.6509090909090909,0.6671561759164942,0.4172496795654297,43.556815
322,Multiclass classification,Hoeffding Tree,imagesegments,0.67601246105919,0.67601246105919,0.6756614325426025,0.4172496795654297,55.693822
368,Multiclass classification,Hoeffding Tree,imagesegments,0.7029972752043597,0.7029972752043597,0.6993447851636565,0.4172229766845703,69.505813
414,Multiclass classification,Hoeffding Tree,imagesegments,0.7142857142857143,0.7142857142857143,0.7108606838045498,0.4171428680419922,85.215838
460,Multiclass classification,Hoeffding Tree,imagesegments,0.7145969498910676,0.7145969498910676,0.7090365931960758,0.4172191619873047,102.589135
506,Multiclass classification,Hoeffding Tree,imagesegments,0.7207920792079208,0.7207920792079208,0.7126631585949762,0.4172191619873047,121.49543
552,Multiclass classification,Hoeffding Tree,imagesegments,0.7223230490018149,0.7223230490018149,0.7157730164623107,0.4171123504638672,141.413786
598,Multiclass classification,Hoeffding Tree,imagesegments,0.7286432160804021,0.7286432160804021,0.7216745323124732,0.41713523864746094,163.153088
644,Multiclass classification,Hoeffding Tree,imagesegments,0.7278382581648523,0.7278382581648523,0.7229105183087501,0.41710853576660156,186.009975
690,Multiclass classification,Hoeffding Tree,imagesegments,0.7314949201741655,0.7314949201741654,0.7263583447448075,0.41710853576660156,209.752244
736,Multiclass classification,Hoeffding Tree,imagesegments,0.7333333333333333,0.7333333333333333,0.7294310712183049,0.41713523864746094,234.80735299999998
782,Multiclass classification,Hoeffding Tree,imagesegments,0.7387964148527529,0.7387964148527529,0.7349287389986899,0.41713523864746094,261.41896799999995
828,Multiclass classification,Hoeffding Tree,imagesegments,0.7376058041112454,0.7376058041112454,0.7356226390109742,0.41713523864746094,289.08001899999994
874,Multiclass classification,Hoeffding Tree,imagesegments,0.7445589919816724,0.7445589919816724,0.7409366047432264,0.41713523864746094,317.62457099999995
920,Multiclass classification,Hoeffding Tree,imagesegments,0.7453754080522307,0.7453754080522307,0.7408438328939172,0.41710853576660156,347.81338199999993
966,Multiclass classification,Hoeffding Tree,imagesegments,0.7471502590673575,0.7471502590673575,0.7416651838589269,0.41710853576660156,379.0589999999999
1012,Multiclass classification,Hoeffding Tree,imagesegments,0.7467853610286844,0.7467853610286844,0.7416356251822,0.41710853576660156,412.3257979999999
1058,Multiclass classification,Hoeffding Tree,imagesegments,0.7492904446546831,0.7492904446546831,0.7430778844390783,0.41710853576660156,446.7541729999999
1104,Multiclass classification,Hoeffding Tree,imagesegments,0.7515865820489573,0.7515865820489573,0.7451256886686589,0.4171581268310547,482.42678499999994
1150,Multiclass classification,Hoeffding Tree,imagesegments,0.7536988685813751,0.7536988685813751,0.7468312166689605,0.4171581268310547,519.201918
1196,Multiclass classification,Hoeffding Tree,imagesegments,0.7564853556485356,0.7564853556485356,0.7503479321738039,0.4171581268310547,557.3248619999999
1242,Multiclass classification,Hoeffding Tree,imagesegments,0.7566478646253022,0.7566478646253022,0.7509717522131719,0.4171581268310547,596.671039
1288,Multiclass classification,Hoeffding Tree,imagesegments,0.7614607614607615,0.7614607614607615,0.7547643483779538,0.4171581268310547,637.3991129999999
1334,Multiclass classification,Hoeffding Tree,imagesegments,0.7614403600900225,0.7614403600900225,0.7551060921605869,0.4171581268310547,679.819986
1380,Multiclass classification,Hoeffding Tree,imagesegments,0.7621464829586657,0.7621464829586658,0.7562209880685911,0.4171581268310547,723.412168
1426,Multiclass classification,Hoeffding Tree,imagesegments,0.7642105263157895,0.7642105263157895,0.7575332274919563,0.4171581268310547,768.348212
1472,Multiclass classification,Hoeffding Tree,imagesegments,0.7688647178789939,0.768864717878994,0.7604386860535822,0.4171581268310547,815.20359
1518,Multiclass classification,Hoeffding Tree,imagesegments,0.7705998681608438,0.7705998681608438,0.7612069012840872,0.4171581268310547,863.648588
1564,Multiclass classification,Hoeffding Tree,imagesegments,0.7709532949456174,0.7709532949456174,0.7622701654854868,0.4171581268310547,913.418644
1610,Multiclass classification,Hoeffding Tree,imagesegments,0.7712865133623369,0.771286513362337,0.7617247271717752,0.41718101501464844,964.997716
1656,Multiclass classification,Hoeffding Tree,imagesegments,0.7709969788519637,0.7709969788519637,0.7615629120572474,0.41718101501464844,1018.7140029999999
1702,Multiclass classification,Hoeffding Tree,imagesegments,0.770135214579659,0.770135214579659,0.7627316365695141,0.41718101501464844,1074.057327
1748,Multiclass classification,Hoeffding Tree,imagesegments,0.7727532913566113,0.7727532913566113,0.7649467707214076,0.41718101501464844,1130.571133
1794,Multiclass classification,Hoeffding Tree,imagesegments,0.7741215839375348,0.7741215839375348,0.7649332326562149,0.41715431213378906,1188.690271
1840,Multiclass classification,Hoeffding Tree,imagesegments,0.7754214246873301,0.7754214246873301,0.7664700790631908,0.41715431213378906,1248.216514
1886,Multiclass classification,Hoeffding Tree,imagesegments,0.7740053050397878,0.7740053050397878,0.7655121135276627,0.41715431213378906,1310.010789
1932,Multiclass classification,Hoeffding Tree,imagesegments,0.7742102537545313,0.7742102537545313,0.7648034036287765,0.41715431213378906,1373.65795
1978,Multiclass classification,Hoeffding Tree,imagesegments,0.7754172989377845,0.7754172989377845,0.7656013068970459,0.41715431213378906,1438.673004
2024,Multiclass classification,Hoeffding Tree,imagesegments,0.7770637666831438,0.7770637666831438,0.7660878232247855,0.41715431213378906,1505.467424
2070,Multiclass classification,Hoeffding Tree,imagesegments,0.7762203963267279,0.7762203963267279,0.7654829214385931,0.41715431213378906,1574.387082
2116,Multiclass classification,Hoeffding Tree,imagesegments,0.7768321513002364,0.7768321513002364,0.7653071619305024,0.41715431213378906,1644.848129
2162,Multiclass classification,Hoeffding Tree,imagesegments,0.7778806108283203,0.7778806108283203,0.7659351904174982,0.41715431213378906,1717.163679
2208,Multiclass classification,Hoeffding Tree,imagesegments,0.7797915722700498,0.7797915722700498,0.7668192864082085,0.41715431213378906,1791.4324
2254,Multiclass classification,Hoeffding Tree,imagesegments,0.7767421216156236,0.7767421216156236,0.7637794374955548,0.41715431213378906,1866.835688
2300,Multiclass classification,Hoeffding Tree,imagesegments,0.7759895606785558,0.7759895606785558,0.763026662835187,0.41715431213378906,1944.059212
2310,Multiclass classification,Hoeffding Tree,imagesegments,0.776093546990039,0.776093546990039,0.7631372452021826,0.41715431213378906,2022.3190069999998
408,Multiclass classification,Hoeffding Tree,keystroke,0.9803439803439803,0.9803439803439803,0.49503722084367247,0.2240447998046875,1.573623
816,Multiclass classification,Hoeffding Tree,keystroke,0.9423312883435583,0.9423312883435583,0.7661667470992702,0.3196687698364258,5.717427000000001
1224,Multiclass classification,Hoeffding Tree,keystroke,0.8830744071954211,0.883074407195421,0.8761191747044462,0.41529273986816406,13.870057000000001
