step,track,model,dataset,Memory in Mb,Time in s,Valid updates,Accuracy,F1
87584,Binary classification,KNN,smtp,706.9375,32.230402250001134,1904,0.9996688892948484,
89488,Binary classification,KNN,smtp,706.9375,32.924777915999584,1904,0.9996647595208296,
91392,Binary classification,KNN,smtp,706.953125,33.624565541000266,1904,0.999671744,
93296,Binary classification,KNN,smtp,706.953125,34.27126275000046,1904,0.9996784428056936,
106,Binary classification,LeveragingBagging,bananas,629.984375,0.018271708,106,0.490566038,
212,Binary classification,LeveragingBagging,bananas,630.03125,0.034356708,106,0.5235849056603774,
318,Binary classification,LeveragingBagging,bananas,630.078125,0.099075125,106,0.5283018867924528,
424,Binary classification,LeveragingBagging,bananas,630.078125,0.11713825,106,0.5377358490566038,
530,Binary classification,LeveragingBagging,bananas,630.078125,0.1335462080005527,106,0.5528301886792453,
636,Binary classification,LeveragingBagging,bananas,630.09375,0.151060916,106,0.5534591194968553,
742,Binary classification,LeveragingBagging,bananas,630.15625,0.1705044579994137,106,0.5646900269541779,
848,Binary classification,LeveragingBagging,bananas,630.171875,0.1881736659997841,106,0.5625,
954,Binary classification,LeveragingBagging,bananas,630.1875,0.2053832080000575,106,0.5639412997903563,
1060,Binary classification,LeveragingBagging,bananas,630.1875,0.2244030000001657,106,0.569811321,
1166,Binary classification,LeveragingBagging,bananas,630.1875,0.2420247079990076,106,0.5677530017152659,
1272,Binary classification,LeveragingBagging,bananas,630.1875,0.2596740829994814,106,0.5636792452830188,
1378,Binary classification,LeveragingBagging,bananas,630.1875,0.2796254999993834,106,0.5674891146589259,
1484,Binary classification,LeveragingBagging,bananas,630.203125,0.2978165000004082,106,0.5673854447439353,
1590,Binary classification,LeveragingBagging,bananas,630.21875,0.3159927500000776,106,0.5672955974842767,
1696,Binary classification,LeveragingBagging,bananas,630.25,0.336003291,106,0.5678066037735849,
1802,Binary classification,LeveragingBagging,bananas,630.25,0.3543282079990604,106,0.5638179800221975,
1908,Binary classification,LeveragingBagging,bananas,630.25,0.3726180409994413,106,0.559748428,
2014,Binary classification,LeveragingBagging,bananas,630.25,0.3906255829988367,106,0.554617676,
2120,Binary classification,LeveragingBagging,bananas,630.25,0.4108732909990067,106,0.5504716981132075,
2226,Binary classification,LeveragingBagging,bananas,630.25,0.4291217079990019,106,0.550763702,
2332,Binary classification,LeveragingBagging,bananas,630.25,0.447494,106,0.5501715265866209,
2438,Binary classification,LeveragingBagging,bananas,630.25,0.4694791250003618,106,0.5512715340442986,
2544,Binary classification,LeveragingBagging,bananas,630.25,0.4893004160003329,106,0.5483490566037735,
2650,Binary classification,LeveragingBagging,bananas,630.171875,0.5084654160000355,106,0.5464150943396227,
2756,Binary classification,LeveragingBagging,bananas,630.171875,0.5304038329995819,106,0.5468069666182874,
2862,Binary classification,LeveragingBagging,bananas,630.171875,0.6407864159991732,106,0.5485674353598882,
2968,Binary classification,LeveragingBagging,bananas,630.171875,0.6593476660000306,106,0.5502021563342318,
3074,Binary classification,LeveragingBagging,bananas,630.171875,0.6798339159995521,106,0.5484710474951203,
3180,Binary classification,LeveragingBagging,bananas,630.171875,0.6981643750004878,106,0.5506289308176101,
3286,Binary classification,LeveragingBagging,bananas,630.171875,0.7163738750004995,106,0.5514303104077907,
3392,Binary classification,LeveragingBagging,bananas,630.171875,0.7371460409995052,106,0.5495283018867925,
3498,Binary classification,LeveragingBagging,bananas,630.171875,0.7555374999992637,106,0.5511720983419096,
3604,Binary classification,LeveragingBagging,bananas,630.171875,0.7739133329996548,106,0.55327414,
3710,Binary classification,LeveragingBagging,bananas,630.171875,0.7926127499995346,106,0.5520215633423181,
3816,Binary classification,LeveragingBagging,bananas,630.171875,0.8133841660001053,106,0.5513626834381551,
3922,Binary classification,LeveragingBagging,bananas,630.171875,0.8321377079992089,106,0.5522692503824579,
4028,Binary classification,LeveragingBagging,bananas,630.171875,0.8512872079991212,106,0.5526315789473685,
4134,Binary classification,LeveragingBagging,bananas,630.171875,0.8715818330001639,106,0.5527334300919207,
4240,Binary classification,LeveragingBagging,bananas,630.171875,0.8901507499995205,106,0.5521226415094339,
4346,Binary classification,LeveragingBagging,bananas,630.171875,0.9091972499991244,106,0.5524620340543028,
4452,Binary classification,LeveragingBagging,bananas,630.171875,0.9296586660002504,106,0.5527852650494159,
4558,Binary classification,LeveragingBagging,bananas,630.171875,0.948900125,106,0.550680123,
4664,Binary classification,LeveragingBagging,bananas,630.171875,0.9677923750004992,106,0.5495283018867925,
4770,Binary classification,LeveragingBagging,bananas,630.171875,0.9892950409994228,106,0.550314465,
4876,Binary classification,LeveragingBagging,bananas,630.171875,1.0085632909995184,106,0.551681706,
4982,Binary classification,LeveragingBagging,bananas,630.171875,1.027404000000388,106,0.5507828181453231,
5088,Binary classification,LeveragingBagging,bananas,630.171875,1.048585250000542,106,0.5509040880503144,
5194,Binary classification,LeveragingBagging,bananas,630.171875,1.067694749999646,106,0.5512129380053908,
5300,Binary classification,LeveragingBagging,bananas,630.171875,1.0865561659993546,106,0.5511320754716981,
907,Binary classification,LeveragingBagging,elec2,630.265625,0.1517066249998606,907,0.5049614112458655,
1814,Binary classification,LeveragingBagging,elec2,630.28125,0.4306488330003049,907,0.5931642778390298,
2721,Binary classification,LeveragingBagging,elec2,630.28125,0.5827352910000627,907,0.59169423,
3628,Binary classification,LeveragingBagging,elec2,630.296875,0.7361808749992633,907,0.5920617420066152,
4535,Binary classification,LeveragingBagging,elec2,630.296875,0.9352109160008696,907,0.6028665931642778,
5442,Binary classification,LeveragingBagging,elec2,630.3125,1.0918677909994583,907,0.603638368,
6349,Binary classification,LeveragingBagging,elec2,630.3125,1.2337263749996057,907,0.6005670184280989,
7256,Binary classification,LeveragingBagging,elec2,630.3125,1.4329519160000928,907,0.5996416758544653,
8163,Binary classification,LeveragingBagging,elec2,630.3125,1.586053000000902,907,0.5832414553472988,
9070,Binary classification,LeveragingBagging,elec2,630.3125,1.799339166000209,907,0.5744211686879823,
9977,Binary classification,LeveragingBagging,elec2,630.3125,1.9489378750004107,907,0.566202265,
10884,Binary classification,LeveragingBagging,elec2,630.3125,2.1050445000000764,907,0.5608232267548695,
11791,Binary classification,LeveragingBagging,elec2,630.3125,2.3151941659998556,907,0.5602578237638877,
12698,Binary classification,LeveragingBagging,elec2,630.3125,2.462793374999819,907,0.5597731926287605,
13605,Binary classification,LeveragingBagging,elec2,630.3125,2.6127063750009256,907,0.554649026,
14512,Binary classification,LeveragingBagging,elec2,630.3125,2.8122123749999446,907,0.5529906284454245,
15419,Binary classification,LeveragingBagging,elec2,630.3125,2.9806323749999137,907,0.5548997989493482,
16326,Binary classification,LeveragingBagging,elec2,630.3125,3.132013791000645,907,0.5564130834252113,
17233,Binary classification,LeveragingBagging,elec2,630.328125,3.3468618330007303,907,0.5622932745314223,
18140,Binary classification,LeveragingBagging,elec2,630.328125,3.501997166000365,907,0.5625137816979052,
19047,Binary classification,LeveragingBagging,elec2,630.328125,3.658338040999297,907,0.5660733973854151,
19954,Binary classification,LeveragingBagging,elec2,630.328125,3.857026499999847,907,0.5621429287360931,
20861,Binary classification,LeveragingBagging,elec2,630.328125,4.007860207999329,907,0.5616701021044054,
21768,Binary classification,LeveragingBagging,elec2,630.328125,4.211326915999962,907,0.5679897096655642,
22675,Binary classification,LeveragingBagging,elec2,630.328125,4.372030415999689,907,0.5704079382579934,
23582,Binary classification,LeveragingBagging,elec2,630.328125,4.521156790999157,907,0.570731914,
24489,Binary classification,LeveragingBagging,elec2,630.328125,4.709864708000168,907,0.5735228061578668,
25396,Binary classification,LeveragingBagging,elec2,630.328125,4.862900041000103,907,0.5729248700582769,
26303,Binary classification,LeveragingBagging,elec2,630.328125,5.019563874999221,907,0.57388891,
27210,Binary classification,LeveragingBagging,elec2,630.328125,5.224099625000235,907,0.571848585,
28117,Binary classification,LeveragingBagging,elec2,630.328125,5.371355749999566,907,0.5742433403279155,
29024,Binary classification,LeveragingBagging,elec2,630.328125,5.530754540999624,907,0.5756959757442117,
29931,Binary classification,LeveragingBagging,elec2,630.328125,5.734741375,907,0.5764257792923725,
30838,Binary classification,LeveragingBagging,elec2,630.328125,5.896813249999468,907,0.5780854789545367,
31745,Binary classification,LeveragingBagging,elec2,630.328125,6.119827832999363,907,0.5778232792565758,
32652,Binary classification,LeveragingBagging,elec2,630.328125,6.266018791000533,907,0.5771775082690187,
33559,Binary classification,LeveragingBagging,elec2,630.328125,6.417759624999235,907,0.5771030126046665,
34466,Binary classification,LeveragingBagging,elec2,630.328125,6.621627750000698,907,0.5766552544536645,
35373,Binary classification,LeveragingBagging,elec2,630.328125,6.771218500000032,907,0.5791422836626806,
36280,Binary classification,LeveragingBagging,elec2,630.328125,6.929988624999169,907,0.5820837927232635,
37187,Binary classification,LeveragingBagging,elec2,630.328125,7.216419582999151,907,0.5830801086401162,
38094,Binary classification,LeveragingBagging,elec2,630.328125,7.383528291000403,907,0.5848427573896151,
39001,Binary classification,LeveragingBagging,elec2,630.328125,7.539512540999567,907,0.5838055434476039,
39908,Binary classification,LeveragingBagging,elec2,630.328125,7.750465249999252,907,0.5811867294777989,
40815,Binary classification,LeveragingBagging,elec2,630.359375,7.904965,907,0.578341296,
41722,Binary classification,LeveragingBagging,elec2,630.359375,8.062114083000779,907,0.5757633862230958,
42629,Binary classification,LeveragingBagging,elec2,630.375,8.274900958000217,907,0.5748903328719885,
43536,Binary classification,LeveragingBagging,elec2,630.375,8.464715874999456,907,0.5748346196251378,
44443,Binary classification,LeveragingBagging,elec2,630.375,8.685360082999978,907,0.5757937132956821,
25,Binary classification,LeveragingBagging,phishing,629.390625,0.00310875,25,0.48,
50,Binary classification,LeveragingBagging,phishing,629.390625,0.006550291,25,0.5,
75,Binary classification,LeveragingBagging,phishing,629.390625,0.010114708,25,0.4266666666666667,
100,Binary classification,LeveragingBagging,phishing,629.390625,0.013966416,25,0.44,
125,Binary classification,LeveragingBagging,phishing,629.390625,0.016998916,25,0.448,
150,Binary classification,LeveragingBagging,phishing,629.390625,0.020467333,25,0.4533333333333333,
175,Binary classification,LeveragingBagging,phishing,629.390625,0.02422425,25,0.4742857142857143,
200,Binary classification,LeveragingBagging,phishing,629.390625,0.028072166,25,0.48,
225,Binary classification,LeveragingBagging,phishing,629.40625,0.031891958,25,0.5022222222222222,
250,Binary classification,LeveragingBagging,phishing,629.40625,0.034767666,25,0.5,
275,Binary classification,LeveragingBagging,phishing,629.40625,0.0387135,25,0.5127272727272727,
300,Binary classification,LeveragingBagging,phishing,629.40625,0.042760416,25,0.5266666666666666,
325,Binary classification,LeveragingBagging,phishing,629.40625,0.047018333,25,0.5384615384615384,
350,Binary classification,LeveragingBagging,phishing,629.40625,0.04999025,25,0.5485714285714286,
375,Binary classification,LeveragingBagging,phishing,629.40625,0.053965875,25,0.5546666666666666,
400,Binary classification,LeveragingBagging,phishing,629.40625,0.058043333,25,0.56,
425,Binary classification,LeveragingBagging,phishing,629.40625,0.1137386659993353,25,0.571764706,
450,Binary classification,LeveragingBagging,phishing,629.40625,0.1178896660003374,25,0.5777777777777777,
475,Binary classification,LeveragingBagging,phishing,629.40625,0.1209837499991408,25,0.5705263157894737,
500,Binary classification,LeveragingBagging,phishing,629.40625,0.1252868329993361,25,0.564,
525,Binary classification,LeveragingBagging,phishing,629.40625,0.1295885409999755,25,0.5733333333333334,
550,Binary classification,LeveragingBagging,phishing,629.40625,0.1340064579999307,25,0.5709090909090909,
575,Binary classification,LeveragingBagging,phishing,629.40625,0.1369549159990128,25,0.5739130434782609,
600,Binary classification,LeveragingBagging,phishing,629.40625,0.1411186250006721,25,0.5816666666666667,
625,Binary classification,LeveragingBagging,phishing,629.40625,0.1456267909998132,25,0.592,
650,Binary classification,LeveragingBagging,phishing,629.40625,0.1498465000004216,25,0.5861538461538461,
675,Binary classification,LeveragingBagging,phishing,629.40625,0.1541691660004289,25,0.5777777777777777,
700,Binary classification,LeveragingBagging,phishing,629.40625,0.1572947080003359,25,0.5828571428571429,
725,Binary classification,LeveragingBagging,phishing,629.40625,0.1616683329993975,25,0.5751724137931035,
750,Binary classification,LeveragingBagging,phishing,629.40625,0.1660769159989286,25,0.5733333333333334,
775,Binary classification,LeveragingBagging,phishing,629.40625,0.1704385409993847,25,0.5741935483870968,
800,Binary classification,LeveragingBagging,phishing,629.40625,0.174910791,25,0.56875,
825,Binary classification,LeveragingBagging,phishing,629.40625,0.1780131659998005,25,0.566060606,
850,Binary classification,LeveragingBagging,phishing,629.40625,0.1824073749994568,25,0.5682352941176471,
875,Binary classification,LeveragingBagging,phishing,629.40625,0.1869142499999725,25,0.5702857142857143,
900,Binary classification,LeveragingBagging,phishing,629.40625,0.1916935829995054,25,0.5722222222222222,
925,Binary classification,LeveragingBagging,phishing,629.40625,0.1949162500004604,25,0.5686486486486486,
950,Binary classification,LeveragingBagging,phishing,629.40625,0.1995877909994305,25,0.5631578947368421,
975,Binary classification,LeveragingBagging,phishing,629.40625,0.2041890000000421,25,0.5641025641025641,
1000,Binary classification,LeveragingBagging,phishing,629.40625,0.2088019580005493,25,0.564,
1025,Binary classification,LeveragingBagging,phishing,629.40625,0.2137028329998429,25,0.5609756097560976,
1050,Binary classification,LeveragingBagging,phishing,629.40625,0.2166037909992155,25,0.559047619,
1075,Binary classification,LeveragingBagging,phishing,629.40625,0.2210254159999749,25,0.5572093023255814,
1100,Binary classification,LeveragingBagging,phishing,629.40625,0.2254425409992109,25,0.5563636363636364,
1125,Binary classification,LeveragingBagging,phishing,629.40625,0.2302597910002077,25,0.552,
1150,Binary classification,LeveragingBagging,phishing,629.40625,0.2332987499994487,25,0.5530434782608695,
1175,Binary classification,LeveragingBagging,phishing,629.40625,0.2377782909989036,25,0.5540425531914893,
1200,Binary classification,LeveragingBagging,phishing,629.40625,0.2424242910001339,25,0.5558333333333333,
1225,Binary classification,LeveragingBagging,phishing,629.40625,0.2470279579993075,25,0.5559183673469388,
1250,Binary classification,LeveragingBagging,phishing,629.40625,0.2513656249993801,25,0.5544,
1904,Binary classification,LeveragingBagging,smtp,633.453125,0.3529112920004991,1904,1,
3808,Binary classification,LeveragingBagging,smtp,633.453125,0.6918278339999233,1904,1,
5712,Binary classification,LeveragingBagging,smtp,633.453125,1.0862194590008585,1904,1,
7616,Binary classification,LeveragingBagging,smtp,633.453125,1.4471988750010496,1904,1,
9520,Binary classification,LeveragingBagging,smtp,633.453125,1.8577411670012225,1904,1,
11424,Binary classification,LeveragingBagging,smtp,633.453125,2.301843375000317,1904,1,
13328,Binary classification,LeveragingBagging,smtp,633.453125,2.7253771670002607,1904,1,
15232,Binary classification,LeveragingBagging,smtp,633.46875,3.1580251670002326,1904,0.9992778361344538,
17136,Binary classification,LeveragingBagging,smtp,633.46875,3.5217536250002013,1904,0.9992413632119514,
19040,Binary classification,LeveragingBagging,smtp,633.46875,3.9286618340011046,1904,0.9993172268907564,
20944,Binary classification,LeveragingBagging,smtp,633.46875,4.338831875000324,1904,0.9993792971734148,
22848,Binary classification,LeveragingBagging,smtp,633.46875,4.764800542001467,1904,0.9994310224089636,
24752,Binary classification,LeveragingBagging,smtp,633.46875,5.125888374999704,1904,0.9994747899159664,
26656,Binary classification,LeveragingBagging,smtp,633.46875,5.532701166999686,1904,0.9994747899159664,
28560,Binary classification,LeveragingBagging,smtp,633.46875,6.041221542,1904,0.9995098039215686,
30464,Binary classification,LeveragingBagging,smtp,633.46875,6.479491459000201,1904,0.9995404411764706,
32368,Binary classification,LeveragingBagging,smtp,633.46875,6.866692375000639,1904,0.9995674740484428,
34272,Binary classification,LeveragingBagging,smtp,633.46875,7.309350749999794,1904,0.999591503,
36176,Binary classification,LeveragingBagging,smtp,633.46875,7.782636042000377,1904,0.9996130030959752,
38080,Binary classification,LeveragingBagging,smtp,633.46875,8.222135709000213,1904,0.9996323529411764,
39984,Binary classification,LeveragingBagging,smtp,633.46875,8.615202250000948,1904,0.9996498599439776,
41888,Binary classification,LeveragingBagging,smtp,633.46875,9.056944,1904,0.9996657754010696,
43792,Binary classification,LeveragingBagging,smtp,633.46875,9.499222417000055,1904,0.9996803069053708,
45696,Binary classification,LeveragingBagging,smtp,633.46875,9.943676500000947,1904,0.9996936274509804,
47600,Binary classification,LeveragingBagging,smtp,633.46875,10.342593792000116,1904,0.9997058823529412,
49504,Binary classification,LeveragingBagging,smtp,633.484375,10.797846125000431,1904,0.9997171945701356,
51408,Binary classification,LeveragingBagging,smtp,633.484375,11.245719292001011,1904,0.9996887643946468,
53312,Binary classification,LeveragingBagging,smtp,633.484375,11.695362874999772,1904,0.9996998799519808,
55216,Binary classification,LeveragingBagging,smtp,633.484375,12.09892179200142,1904,0.9997102289191538,
57120,Binary classification,LeveragingBagging,smtp,633.484375,12.52459970900054,1904,0.999562325,
59024,Binary classification,LeveragingBagging,smtp,633.484375,12.97063666699978,1904,0.999576443,
60928,Binary classification,LeveragingBagging,smtp,633.484375,13.329244417000154,1904,0.9995896796218487,
62832,Binary classification,LeveragingBagging,smtp,633.484375,13.737900334001097,1904,0.999570283,
64736,Binary classification,LeveragingBagging,smtp,633.484375,14.152049625001382,1904,0.9995829214038556,
66640,Binary classification,LeveragingBagging,smtp,633.484375,14.56712066700129,1904,0.999594838,
68544,Binary classification,LeveragingBagging,smtp,633.484375,14.94810087500082,1904,0.9995769140989728,
70448,Binary classification,LeveragingBagging,smtp,633.484375,15.37029879200054,1904,0.9995883488530548,
72352,Binary classification,LeveragingBagging,smtp,633.484375,15.79857662500035,1904,0.9995991817779744,
74256,Binary classification,LeveragingBagging,smtp,633.484375,16.229546750000736,1904,0.9996094591682828,
76160,Binary classification,LeveragingBagging,smtp,633.484375,16.649321625000084,1904,0.9996192226890755,
78064,Binary classification,LeveragingBagging,smtp,633.484375,17.084452667000733,1904,0.9996285099405616,
79968,Binary classification,LeveragingBagging,smtp,633.484375,17.528618792000998,1904,0.9996373549419768,
81872,Binary classification,LeveragingBagging,smtp,633.484375,17.920954500001244,1904,0.9996457885479774,
83776,Binary classification,LeveragingBagging,smtp,633.484375,18.362339875000544,1904,0.9996538388082504,
85680,Binary classification,LeveragingBagging,smtp,633.484375,18.798798084000737,1904,0.9996615312791785,
87584,Binary classification,LeveragingBagging,smtp,633.484375,19.23763629200039,1904,0.9996688892948484,
89488,Binary classification,LeveragingBagging,smtp,633.484375,19.633370375000595,1904,0.9996647595208296,
91392,Binary classification,LeveragingBagging,smtp,633.484375,20.076027791999877,1904,0.999671744,
93296,Binary classification,LeveragingBagging,smtp,633.484375,20.512828875000196,1904,0.9996784428056936,
106,Binary classification,MajorityClass,bananas,827.4375,0.008738709,106,0.490566038,
212,Binary classification,MajorityClass,bananas,827.4375,0.017394292,106,0.5283018867924528,
318,Binary classification,MajorityClass,bananas,827.4375,0.025624334,106,0.5314465408805031,
424,Binary classification,MajorityClass,bananas,827.453125,0.034215625,106,0.5400943396226415,
530,Binary classification,MajorityClass,bananas,827.453125,0.0423625,106,0.5547169811320755,
636,Binary classification,MajorityClass,bananas,827.453125,0.050770209,106,0.5550314465408805,
742,Binary classification,MajorityClass,bananas,827.453125,0.058992584,106,0.5660377358490566,
848,Binary classification,MajorityClass,bananas,827.453125,0.06735725,106,0.5636792452830188,
954,Binary classification,MajorityClass,bananas,827.453125,0.075000459,106,0.5649895178197065,
1060,Binary classification,MajorityClass,bananas,827.453125,0.083408042,106,0.5707547169811321,
1166,Binary classification,MajorityClass,bananas,827.453125,0.091375917,106,0.5686106346483705,
1272,Binary classification,MajorityClass,bananas,827.453125,0.099630917,106,0.5644654088050315,
1378,Binary classification,MajorityClass,bananas,827.453125,0.1078838749999704,106,0.5682148040638607,
1484,Binary classification,MajorityClass,bananas,827.46875,0.1161320419996627,106,0.5680592991913747,
1590,Binary classification,MajorityClass,bananas,827.46875,0.1242290419995697,106,0.5679245283018868,
1696,Binary classification,MajorityClass,bananas,827.46875,0.1323760840004979,106,0.5683962264150944,
1802,Binary classification,MajorityClass,bananas,827.46875,0.1403970000010304,106,0.5643729189789123,
1908,Binary classification,MajorityClass,bananas,827.46875,0.1487627919996157,106,0.560272537,
2014,Binary classification,MajorityClass,bananas,827.46875,0.1567754589996184,106,0.5551142005958292,
2120,Binary classification,MajorityClass,bananas,827.46875,0.164786292,106,0.5509433962264151,
2226,Binary classification,MajorityClass,bananas,827.46875,0.1728070839999418,106,0.5512129380053908,
2332,Binary classification,MajorityClass,bananas,827.46875,0.1811015420007606,106,0.5506003430531733,
2438,Binary classification,MajorityClass,bananas,827.46875,0.1890385420010716,106,0.551681706,
2544,Binary classification,MajorityClass,bananas,827.46875,0.1970612920013081,106,0.5487421383647799,
2650,Binary classification,MajorityClass,bananas,827.46875,0.2053189590005786,106,0.5467924528301886,
2756,Binary classification,MajorityClass,bananas,827.46875,0.2136478749998787,106,0.5471698113207547,
2862,Binary classification,MajorityClass,bananas,827.46875,0.2215209170008165,106,0.5489168413696716,
2968,Binary classification,MajorityClass,bananas,827.46875,0.2301083340007608,106,0.5505390835579514,
3074,Binary classification,MajorityClass,bananas,827.46875,0.238220375,106,0.5487963565387117,
3180,Binary classification,MajorityClass,bananas,827.46875,0.2465584590008802,106,0.5509433962264151,
3286,Binary classification,MajorityClass,bananas,827.46875,0.2545960000006744,106,0.5517346317711503,
3392,Binary classification,MajorityClass,bananas,827.46875,0.2627875420002965,106,0.5498231132075472,
3498,Binary classification,MajorityClass,bananas,827.46875,0.2709019590001844,106,0.5514579759862779,
3604,Binary classification,MajorityClass,bananas,827.46875,0.2791882920009811,106,0.5535516093229744,
3710,Binary classification,MajorityClass,bananas,827.46875,0.2872102920009638,106,0.5522911051212938,
3816,Binary classification,MajorityClass,bananas,827.46875,0.2954177499996149,106,0.5516247379454927,
3922,Binary classification,MajorityClass,bananas,827.46875,0.3037768750000396,106,0.5525242223355431,
4028,Binary classification,MajorityClass,bananas,827.46875,0.3119070000011561,106,0.5528798411122146,
4134,Binary classification,MajorityClass,bananas,827.46875,0.3201831250007672,106,0.5529753265602322,
4240,Binary classification,MajorityClass,bananas,827.46875,0.3281774999995832,106,0.5523584905660377,
4346,Binary classification,MajorityClass,bananas,827.46875,0.3360700000012002,106,0.5526921306948919,
4452,Binary classification,MajorityClass,bananas,827.46875,0.3441259170012927,106,0.5530098831985625,
4558,Binary classification,MajorityClass,bananas,827.46875,0.3525705840002047,106,0.5508995173321632,
4664,Binary classification,MajorityClass,bananas,827.46875,0.3604985000001761,106,0.5497427101200686,
4770,Binary classification,MajorityClass,bananas,827.46875,0.3683754590001626,106,0.5505241090146751,
4876,Binary classification,MajorityClass,bananas,827.46875,0.3761743340000976,106,0.5518867924528302,
4982,Binary classification,MajorityClass,bananas,827.46875,0.3842565420000028,106,0.5509835407466881,
5088,Binary classification,MajorityClass,bananas,827.46875,0.3922315420004452,106,0.5511006289308176,
5194,Binary classification,MajorityClass,bananas,827.46875,0.4006089169997722,106,0.5514054678475163,
5300,Binary classification,MajorityClass,bananas,827.46875,0.4086769170007756,106,0.5513207547169812,
907,Binary classification,MajorityClass,elec2,838.453125,0.069703792,907,0.5060639470782801,
1814,Binary classification,MajorityClass,elec2,838.453125,0.1394464170007268,907,0.593715546,
2721,Binary classification,MajorityClass,elec2,838.453125,0.2098172090009029,907,0.5920617420066152,
3628,Binary classification,MajorityClass,elec2,838.453125,0.279700209,907,0.5923373759647188,
4535,Binary classification,MajorityClass,elec2,838.453125,0.3496628749999217,907,0.6030871003307607,
5442,Binary classification,MajorityClass,elec2,838.46875,0.4188673339995148,907,0.6038221242190371,
6349,Binary classification,MajorityClass,elec2,838.46875,0.4890417500009789,907,0.6007245235470153,
7256,Binary classification,MajorityClass,elec2,838.46875,0.5598231670010136,907,0.5997794928335171,
8163,Binary classification,MajorityClass,elec2,838.46875,0.6290462920005666,907,0.5833639593286781,
9070,Binary classification,MajorityClass,elec2,838.46875,0.6983278749994497,907,0.5745314222712238,
9977,Binary classification,MajorityClass,elec2,838.46875,0.766591542,907,0.5663024957402024,
10884,Binary classification,MajorityClass,elec2,838.46875,0.8353757090008003,907,0.5609151047409041,
11791,Binary classification,MajorityClass,elec2,838.46875,0.9062888749995182,907,0.5603426342125349,
12698,Binary classification,MajorityClass,elec2,838.46875,0.9758344590009074,907,0.5598519451882186,
13605,Binary classification,MajorityClass,elec2,838.46875,1.045127,907,0.5547225284821756,
14512,Binary classification,MajorityClass,elec2,838.46875,1.114015584000299,907,0.5530595369349504,
15419,Binary classification,MajorityClass,elec2,838.46875,1.181727334000243,907,0.5549646539983137,
16326,Binary classification,MajorityClass,elec2,838.46875,1.2502557090010669,907,0.556474335,
17233,Binary classification,MajorityClass,elec2,838.46875,1.3190357920011593,907,0.5623513027331283,
18140,Binary classification,MajorityClass,elec2,838.46875,1.3878174590008712,907,0.5625689084895259,
19047,Binary classification,MajorityClass,elec2,838.46875,1.4569914170006086,907,0.5661258990917205,
19954,Binary classification,MajorityClass,elec2,838.46875,1.525376999999935,907,0.5621930440012027,
20861,Binary classification,MajorityClass,elec2,836.21875,1.698903959000745,907,0.5617180384449452,
21768,Binary classification,MajorityClass,elec2,836.21875,1.767616500001168,907,0.5680356486585814,
22675,Binary classification,MajorityClass,elec2,836.21875,1.8358566669994616,907,0.57045204,
23582,Binary classification,MajorityClass,elec2,836.21875,1.906226750001224,907,0.5707743193961496,
24489,Binary classification,MajorityClass,elec2,836.21875,2.0037274999995134,907,0.5735636408183266,
25396,Binary classification,MajorityClass,elec2,836.21875,2.1201670419995935,907,0.572964246,
26303,Binary classification,MajorityClass,elec2,836.21875,2.1979408340012014,907,0.5739269284872448,
27210,Binary classification,MajorityClass,elec2,836.21875,2.270581292001225,907,0.5718853362734289,
28117,Binary classification,MajorityClass,elec2,836.21875,2.3397372500003257,907,0.5742789059999289,
29024,Binary classification,MajorityClass,elec2,836.21875,2.4094158749994676,907,0.5757304299889746,
29931,Binary classification,MajorityClass,elec2,836.21875,2.478267792001134,907,0.5764591894691123,
30838,Binary classification,MajorityClass,elec2,836.21875,2.5470366250010557,907,0.5781179064790194,
31745,Binary classification,MajorityClass,elec2,836.21875,2.616901208999479,907,0.5778547802803591,
32652,Binary classification,MajorityClass,elec2,836.21875,2.6858076250009617,907,0.5772081342643636,
33559,Binary classification,MajorityClass,elec2,836.21875,2.754526500000793,907,0.5771328108704074,
34466,Binary classification,MajorityClass,elec2,836.21875,2.823828209000567,907,0.5766842685545175,
35373,Binary classification,MajorityClass,elec2,836.21875,2.892953792001208,907,0.5791705538122297,
36280,Binary classification,MajorityClass,elec2,836.21875,2.9623293750009907,907,0.5821113561190738,
37187,Binary classification,MajorityClass,elec2,836.21875,3.031856834000791,907,0.583107,
38094,Binary classification,MajorityClass,elec2,836.21875,3.101645209000708,907,0.5848690082427679,
39001,Binary classification,MajorityClass,elec2,836.21875,3.171344667000085,907,0.5838311838157996,
39908,Binary classification,MajorityClass,elec2,836.21875,3.3547762500002136,907,0.5812117871103538,
40815,Binary classification,MajorityClass,elec2,836.21875,3.4240082090000215,907,0.5783657968883988,
41722,Binary classification,MajorityClass,elec2,836.21875,3.4941401249998307,907,0.5757873543933656,
42629,Binary classification,MajorityClass,elec2,836.21875,3.564119959000891,907,0.5749137910811889,
43536,Binary classification,MajorityClass,elec2,836.21875,3.6669302089994744,907,0.5748575891216464,
44443,Binary classification,MajorityClass,elec2,836.21875,3.736762500000623,907,0.5758162140269559,
25,Binary classification,MajorityClass,phishing,832.21875,0.002102958,25,0.48,
50,Binary classification,MajorityClass,phishing,832.21875,0.004309916,25,0.5,
75,Binary classification,MajorityClass,phishing,832.21875,0.006313208,25,0.48,
100,Binary classification,MajorityClass,phishing,832.21875,0.008412833,25,0.49,
125,Binary classification,MajorityClass,phishing,832.21875,0.010442958,25,0.472,
