step,track,model,dataset,Memory in Mb,Time in s,Valid updates,Accuracy,F1,MicroF1,MacroF1
1457,Multiclass classification,NoChange,imagesegments,620.03125,0.7681736249996902,0,0.0,,,
1504,Multiclass classification,NoChange,imagesegments,620.03125,0.7927482499999314,0,0.0,,,
1551,Multiclass classification,NoChange,imagesegments,620.03125,0.8172594999996363,0,0.0,,,
1598,Multiclass classification,NoChange,imagesegments,620.03125,0.8416163750007399,0,0.0,,,
1645,Multiclass classification,NoChange,imagesegments,620.03125,0.8663872500001162,0,0.0,,,
1692,Multiclass classification,NoChange,imagesegments,620.03125,0.89139025,0,0.0,,,
1739,Multiclass classification,NoChange,imagesegments,620.03125,0.9161275420010496,0,0.0,,,
1786,Multiclass classification,NoChange,imagesegments,620.03125,0.9411565000009432,0,0.0,,,
1833,Multiclass classification,NoChange,imagesegments,620.03125,0.9659769170011714,0,0.0,,,
1880,Multiclass classification,NoChange,imagesegments,620.03125,0.9909400420001476,0,0.0,,,
1927,Multiclass classification,NoChange,imagesegments,620.03125,1.0158632080001553,0,0.0,,,
1974,Multiclass classification,NoChange,imagesegments,620.03125,1.0406186250002063,0,0.0,,,
2021,Multiclass classification,NoChange,imagesegments,620.03125,1.0649461670000164,0,0.0,,,
2068,Multiclass classification,NoChange,imagesegments,620.03125,1.0899322500008566,0,0.0,,,
2115,Multiclass classification,NoChange,imagesegments,620.03125,1.114266000000498,0,0.0,,,
2162,Multiclass classification,NoChange,imagesegments,620.03125,1.1386145830001624,0,0.0,,,
2209,Multiclass classification,NoChange,imagesegments,620.03125,1.163282125000478,0,0.0,,,
2256,Multiclass classification,NoChange,imagesegments,620.03125,1.187842625000485,0,0.0,,,
2303,Multiclass classification,NoChange,imagesegments,620.03125,1.2123308749996795,0,0.0,,,
408,Multiclass classification,NoChange,keystroke,637.046875,0.2155533340010151,0,0.0,,,
816,Multiclass classification,NoChange,keystroke,637.046875,0.4314536250003584,0,0.0,,,
1224,Multiclass classification,NoChange,keystroke,637.046875,0.7414770000013959,0,0.0,,,
1632,Multiclass classification,NoChange,keystroke,637.046875,0.9553797919998032,0,0.0,,,
2040,Multiclass classification,NoChange,keystroke,637.046875,1.1697325420009292,0,0.0,,,
2448,Multiclass classification,NoChange,keystroke,637.046875,1.4449463750006544,0,0.0,,,
2856,Multiclass classification,NoChange,keystroke,637.0625,1.6602692500000558,0,0.0,,,
3264,Multiclass classification,NoChange,keystroke,637.078125,1.8702548340006615,0,0.0,,,
3672,Multiclass classification,NoChange,keystroke,637.078125,2.080182708999928,0,0.0,,,
4080,Multiclass classification,NoChange,keystroke,637.078125,2.2913370839996787,0,0.0,,,
4488,Multiclass classification,NoChange,keystroke,637.078125,2.512574709000546,0,0.0,,,
4896,Multiclass classification,NoChange,keystroke,637.078125,2.7638484590006556,0,0.0,,,
5304,Multiclass classification,NoChange,keystroke,637.078125,2.973231334000957,0,0.0,,,
5712,Multiclass classification,NoChange,keystroke,637.078125,3.1820388750002166,0,0.0,,,
6120,Multiclass classification,NoChange,keystroke,637.078125,3.3933298339998146,0,0.0,,,
6528,Multiclass classification,NoChange,keystroke,637.078125,3.6030684170000313,0,0.0,,,
6936,Multiclass classification,NoChange,keystroke,637.078125,3.814280292001058,0,0.0,,,
7344,Multiclass classification,NoChange,keystroke,637.078125,4.024907291999625,0,0.0,,,
7752,Multiclass classification,NoChange,keystroke,637.078125,4.236236834,0,0.0,,,
8160,Multiclass classification,NoChange,keystroke,637.078125,4.448058792000666,0,0.0,,,
8568,Multiclass classification,NoChange,keystroke,637.078125,4.666258709,0,0.0,,,
8976,Multiclass classification,NoChange,keystroke,637.078125,4.877880042,0,0.0,,,
9384,Multiclass classification,NoChange,keystroke,637.078125,5.090479834,0,0.0,,,
9792,Multiclass classification,NoChange,keystroke,637.078125,5.303448833999937,0,0.0,,,
10200,Multiclass classification,NoChange,keystroke,637.078125,5.515402125000037,0,0.0,,,
10608,Multiclass classification,NoChange,keystroke,637.078125,5.724095875000785,0,0.0,,,
11016,Multiclass classification,NoChange,keystroke,637.078125,5.976006542001414,0,0.0,,,
11424,Multiclass classification,NoChange,keystroke,637.078125,6.198522542001228,0,0.0,,,
11832,Multiclass classification,NoChange,keystroke,637.078125,6.412685667000915,0,0.0,,,
12240,Multiclass classification,NoChange,keystroke,637.078125,6.628068375001021,0,0.0,,,
12648,Multiclass classification,NoChange,keystroke,637.078125,6.841323083999669,0,0.0,,,
13056,Multiclass classification,NoChange,keystroke,637.078125,7.0555679999997665,0,0.0,,,
13464,Multiclass classification,NoChange,keystroke,637.078125,7.270269917000405,0,0.0,,,
13872,Multiclass classification,NoChange,keystroke,637.078125,7.485599875000844,0,0.0,,,
14280,Multiclass classification,NoChange,keystroke,637.078125,7.700715917000707,0,0.0,,,
14688,Multiclass classification,NoChange,keystroke,637.078125,7.914695209001366,0,0.0,,,
15096,Multiclass classification,NoChange,keystroke,637.078125,8.131228584001292,0,0.0,,,
15504,Multiclass classification,NoChange,keystroke,637.078125,8.345598542000516,0,0.0,,,
15912,Multiclass classification,NoChange,keystroke,637.078125,8.560139667,0,0.0,,,
16320,Multiclass classification,NoChange,keystroke,637.078125,8.773414375000357,0,0.0,,,
16728,Multiclass classification,NoChange,keystroke,637.078125,8.987706,0,0.0,,,
17136,Multiclass classification,NoChange,keystroke,637.078125,9.243119875000048,0,0.0,,,
17544,Multiclass classification,NoChange,keystroke,637.078125,9.455677334,0,0.0,,,
17952,Multiclass classification,NoChange,keystroke,637.078125,9.667212250000375,0,0.0,,,
18360,Multiclass classification,NoChange,keystroke,637.3125,9.881757291999747,0,0.0,,,
18768,Multiclass classification,NoChange,keystroke,638.140625,10.094723084001089,0,0.0,,,
19176,Multiclass classification,NoChange,keystroke,638.4375,10.34288638,0,0.0,,,
19584,Multiclass classification,NoChange,keystroke,638.4375,10.555231459000424,0,0.0,,,
19992,Multiclass classification,NoChange,keystroke,638.4375,10.764303250000012,0,0.0,,,
20400,Multiclass classification,NoChange,keystroke,638.4375,10.978036750000683,0,0.0,,,
47,Multiclass classification,OnlineAdwinBagging,imagesegments,606.703125,0.007224375,47,0.1276595744680851,,,
94,Multiclass classification,OnlineAdwinBagging,imagesegments,606.71875,0.014341209,47,0.1170212765957446,,,
141,Multiclass classification,OnlineAdwinBagging,imagesegments,606.734375,0.021463167,47,0.1063829787234042,,,
188,Multiclass classification,OnlineAdwinBagging,imagesegments,606.75,0.02812425,47,0.1063829787234042,,,
235,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.036317542,47,0.1148936170212766,,,
282,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.042997,47,0.1312056737588652,,,
329,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.051673792,47,0.1276595744680851,,,
376,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.1376960419984243,47,0.1329787234042553,,,
423,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.1508361249998415,47,0.1300236406619385,,,
470,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.1610824169983971,47,0.1297872340425531,,,
517,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.1693539589996362,47,0.1334622823984526,,,
564,Multiclass classification,OnlineAdwinBagging,imagesegments,606.765625,0.1778487919982581,47,0.1400709219858156,,,
611,Multiclass classification,OnlineAdwinBagging,imagesegments,606.78125,0.2227936669987684,47,0.1391162029459901,,,
658,Multiclass classification,OnlineAdwinBagging,imagesegments,606.78125,0.2301084589998936,47,0.1443768996960486,,,
705,Multiclass classification,OnlineAdwinBagging,imagesegments,606.78125,0.238902417,47,0.1404255319148936,,,
752,Multiclass classification,OnlineAdwinBagging,imagesegments,606.78125,0.2460999589984567,47,0.1436170212765957,,,
799,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.2532272919997922,47,0.1426783479349186,,,
846,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.2619999589987856,47,0.1442080378250591,,,
893,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.2695313749991328,47,0.1444568868980963,,,
940,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.2783393749996321,47,0.1414893617021276,,,
987,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.2854355839990603,47,0.1398176291793313,,,
1034,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.2942709589988226,47,0.1373307543520309,,,
1081,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3015302089988836,47,0.1387604070305272,,,
1128,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3105962499994348,47,0.1400709219858156,,,
1175,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.317859334,47,0.1404255319148936,,,
1222,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3267422919998353,47,0.1399345335515548,,,
1269,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3341742499997053,47,0.1394799054373522,,,
1316,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3431687499996769,47,0.1367781155015197,,,
1363,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3502845419989171,47,0.1393983859134262,,,
1410,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3594957919995067,47,0.1397163120567376,,,
1457,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3668131669983268,47,0.1379547014413177,,,
1504,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.375773042,47,0.1376329787234042,,,
1551,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.383180375,47,0.1379754996776273,,,
1598,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3907992919994285,47,0.137046308,,,
1645,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.3998248339994461,47,0.1355623100303951,,,
1692,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.4072997919993213,47,0.1347517730496454,,,
1739,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.4161798339991946,47,0.1357101782633697,,,
1786,Multiclass classification,OnlineAdwinBagging,imagesegments,606.796875,0.4234238339995499,47,0.13549832,,,
1833,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.466101209,47,0.1342062193126023,,,
1880,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.4737548749999405,47,0.1351063829787234,,,
1927,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.4829194589983672,47,0.1333679294239751,,,
1974,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.4906663339988881,47,0.132725431,,,
2021,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.4997607089990197,47,0.1345868381989114,,,
2068,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.5074902919986926,47,0.1315280464216634,,,
2115,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.5167529169993941,47,0.1314420803782506,,,
2162,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.5243210839998937,47,0.1327474560592044,,,
2209,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.5337814999984403,47,0.1326392032593933,,,
2256,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.5414674999992712,47,0.1303191489361702,,,
2303,Multiclass classification,OnlineAdwinBagging,imagesegments,606.828125,0.5491816669982654,47,0.1298306556665219,,,
408,Multiclass classification,OnlineAdwinBagging,keystroke,613.890625,0.09414175,408,0.9803921568627452,,,
816,Multiclass classification,OnlineAdwinBagging,keystroke,613.921875,0.161823042,408,0.5183823529411765,,,
1224,Multiclass classification,OnlineAdwinBagging,keystroke,613.9375,0.2278436670003429,408,0.3962418300653594,,,
1632,Multiclass classification,OnlineAdwinBagging,keystroke,613.9375,0.2955702500003099,408,0.3596813725490196,,,
2040,Multiclass classification,OnlineAdwinBagging,keystroke,613.9375,0.3961487920005311,408,0.3583333333333333,,,
2448,Multiclass classification,OnlineAdwinBagging,keystroke,613.9375,0.4660924170002545,408,0.343954248,,,
2856,Multiclass classification,OnlineAdwinBagging,keystroke,613.9375,0.5368495420007093,408,0.3448879551820728,,,
3264,Multiclass classification,OnlineAdwinBagging,keystroke,613.953125,0.6416474170000583,408,0.3492647058823529,,,
3672,Multiclass classification,OnlineAdwinBagging,keystroke,613.953125,0.7117016250012966,408,0.349400871,,,
4080,Multiclass classification,OnlineAdwinBagging,keystroke,613.953125,0.7847126249998837,408,0.3588235294117647,,,
4488,Multiclass classification,OnlineAdwinBagging,keystroke,613.953125,0.8945585830006166,408,0.358065954,,,
4896,Multiclass classification,OnlineAdwinBagging,keystroke,613.953125,0.9737334580004244,408,0.3604983660130719,,,
5304,Multiclass classification,OnlineAdwinBagging,keystroke,613.96875,1.0945376670006226,408,0.363499246,,,
5712,Multiclass classification,OnlineAdwinBagging,keystroke,613.96875,1.1703746670009425,408,0.3707983193277311,,,
6120,Multiclass classification,OnlineAdwinBagging,keystroke,613.96875,1.2843022080014634,408,0.373202614,,,
6528,Multiclass classification,OnlineAdwinBagging,keystroke,613.96875,1.4334776249997958,408,0.3733149509803921,,,
6936,Multiclass classification,OnlineAdwinBagging,keystroke,613.96875,1.5101630830013164,408,0.3803344867358708,,,
7344,Multiclass classification,OnlineAdwinBagging,keystroke,614.0,1.6222987080000166,408,0.383578431,,,
7752,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,1.7339528749998865,408,0.3826109391124871,,,
8160,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,1.8134701250000944,408,0.3908088235294117,,,
8568,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,1.9270736670005135,408,0.3936741363211951,,,
8976,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.0401612920013577,408,0.3939393939393939,,,
9384,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.151622583000062,408,0.3941815856777493,,,
9792,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.269642291999844,408,0.3957312091503268,,,
10200,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.382297833000848,408,0.3987254901960784,,,
10608,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.498909542000547,408,0.401395173,,,
11016,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.616482999999789,408,0.404593319,,,
11424,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.736914417000662,408,0.40625,,,
11832,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.853295667000566,408,0.4059330628803245,,,
12240,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,2.975442250000924,408,0.4071895424836601,,,
12648,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.103363875001378,408,0.4098671726755218,,,
13056,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.228049250001277,408,0.4135263480392157,,,
13464,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.3471116670007177,408,0.4130273321449792,,,
13872,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.466703707999841,408,0.4138552479815455,,,
14280,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.589898792000895,408,0.4159663865546218,,,
14688,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.7563311670000985,408,0.4151688453159041,,,
15096,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,3.880064875000244,408,0.41991256,,,
15504,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.003517958000884,408,0.4222136222910216,,,
15912,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.126030125000398,408,0.4238939165409753,,,
16320,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.282845875,408,0.4275735294117647,,,
16728,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.403942208000444,408,0.428622669,,,
17136,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.619227250001131,408,0.4273459383753501,,,
17544,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.754581291999784,408,0.4288645690834473,,,
17952,Multiclass classification,OnlineAdwinBagging,keystroke,614.015625,4.923071250001158,408,0.4321524064171123,,,
18360,Multiclass classification,OnlineAdwinBagging,keystroke,614.03125,5.047635667000577,408,0.4329520697167756,,,
18768,Multiclass classification,OnlineAdwinBagging,keystroke,614.03125,5.212131166999825,408,0.4333972719522592,,,
19176,Multiclass classification,OnlineAdwinBagging,keystroke,614.03125,5.3446897080011695,408,0.4338235294117647,,,
19584,Multiclass classification,OnlineAdwinBagging,keystroke,614.03125,5.521924667000349,408,0.4318831699346405,,,
19992,Multiclass classification,OnlineAdwinBagging,keystroke,614.03125,5.645866875000138,408,0.4330232092837134,,,
20400,Multiclass classification,OnlineAdwinBagging,keystroke,614.03125,5.817754958001387,408,0.435392157,,,
47,Multiclass classification,OnlineBagging,imagesegments,658.375,0.011805333,42,0.119047619,,,
94,Multiclass classification,OnlineBagging,imagesegments,658.5625,0.018598,47,0.146067416,,,
141,Multiclass classification,OnlineBagging,imagesegments,658.921875,0.024455791,47,0.1764705882352941,,,
188,Multiclass classification,OnlineBagging,imagesegments,659.65625,0.031431541,47,0.1475409836065573,,,
235,Multiclass classification,OnlineBagging,imagesegments,659.734375,0.038044833,47,0.1521739130434782,,,
282,Multiclass classification,OnlineBagging,imagesegments,659.75,0.04305925,47,0.1335740072202166,,,
329,Multiclass classification,OnlineBagging,imagesegments,659.75,0.048304916,47,0.1358024691358024,,,
376,Multiclass classification,OnlineBagging,imagesegments,659.765625,0.053794875,47,0.1347708894878706,,,
423,Multiclass classification,OnlineBagging,imagesegments,659.78125,0.059212208,47,0.1411483253588516,,,
470,Multiclass classification,OnlineBagging,imagesegments,660.359375,0.064629708,47,0.1419354838709677,,,
517,Multiclass classification,OnlineBagging,imagesegments,661.875,0.069712291,47,0.146484375,,,
564,Multiclass classification,OnlineBagging,imagesegments,662.9375,0.074610875,47,0.1395348837209302,,,
611,Multiclass classification,OnlineBagging,imagesegments,662.953125,0.080043875,47,0.1402640264026402,,,
658,Multiclass classification,OnlineBagging,imagesegments,663.0,0.085523833,47,0.1439509954058193,,,
705,Multiclass classification,OnlineBagging,imagesegments,663.046875,0.090587416,47,0.1457142857142857,,,
752,Multiclass classification,OnlineBagging,imagesegments,663.578125,0.095855416,47,0.1499330655957162,,,
799,Multiclass classification,OnlineBagging,imagesegments,663.578125,0.1012177909997262,47,0.1460957178841309,,,
846,Multiclass classification,OnlineBagging,imagesegments,663.6875,0.1093527080010972,47,0.1403091557669441,,,
893,Multiclass classification,OnlineBagging,imagesegments,663.765625,0.1144813330010947,47,0.1385135135135135,,,
940,Multiclass classification,OnlineBagging,imagesegments,664.328125,0.1193718329996045,47,0.1379679144385026,,,
987,Multiclass classification,OnlineBagging,imagesegments,665.21875,0.1243379580009786,47,0.1384928716904277,,,
1034,Multiclass classification,OnlineBagging,imagesegments,665.265625,0.1818244580008468,47,0.1389698736637512,,,
1081,Multiclass classification,OnlineBagging,imagesegments,665.265625,0.1863305410006432,47,0.1366171003717472,,,
1128,Multiclass classification,OnlineBagging,imagesegments,665.265625,0.1909934159994009,47,0.1353517364203027,,,
1175,Multiclass classification,OnlineBagging,imagesegments,665.28125,0.1957260830004088,47,0.1307692307692307,,,
1222,Multiclass classification,OnlineBagging,imagesegments,665.296875,0.2004242910006723,47,0.1372226787181594,,,
1269,Multiclass classification,OnlineBagging,imagesegments,665.296875,0.2050419999995938,47,0.1368670886075949,,,
1316,Multiclass classification,OnlineBagging,imagesegments,665.296875,0.2096702079998067,47,0.1395881006864988,,,
1363,Multiclass classification,OnlineBagging,imagesegments,665.296875,0.2142672909994871,47,0.1413843888070692,,,
1410,Multiclass classification,OnlineBagging,imagesegments,665.296875,0.2189452910006366,47,0.1409252669039146,,,
1457,Multiclass classification,OnlineBagging,imagesegments,665.296875,0.2236478750000969,47,0.1425619834710743,,,
1504,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2284969579995959,47,0.143428953,,,
1551,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2331089580002299,47,0.1435963777490297,,,
1598,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2379292080004234,47,0.1431261770244821,,,
1645,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2425263330005691,47,0.1457317073170731,,,
1692,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2476591659997211,47,0.1446354475400118,,,
1739,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2522733330006304,47,0.1453287197231834,,,
1786,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2567752909999399,47,0.145985401,,,
1833,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2613075410008605,47,0.1449671772428884,,,
1880,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2657912499998929,47,0.1461333333333333,,,
1927,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2701989159995719,47,0.1451612903225806,,,
1974,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2745713330004946,47,0.143219909,,,
2021,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2790558329998021,47,0.1448412698412698,,,
2068,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2836172910010646,47,0.1454192922927775,,,
2115,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2880443329995614,47,0.1450236966824644,,,
2162,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2923746659998869,47,0.1464997681965693,,,
2209,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.2968695,47,0.146098004,,,
2256,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.3014145,47,0.143936028,,,
2303,Multiclass classification,OnlineBagging,imagesegments,665.3125,0.3058802499999729,47,0.1427328111401218,,,
408,Multiclass classification,OnlineBagging,keystroke,680.15625,0.043955792,403,0.980148883,,,
816,Multiclass classification,OnlineBagging,keystroke,680.171875,0.084282542,408,0.4870530209617756,,,
1224,Multiclass classification,OnlineBagging,keystroke,680.171875,0.125035792,408,0.3240360951599672,,,
1632,Multiclass classification,OnlineBagging,keystroke,681.640625,0.1654449590005242,408,0.2427781192378611,,,
2040,Multiclass classification,OnlineBagging,keystroke,684.09375,0.2536232500006008,408,0.1941031941031941,,,
2448,Multiclass classification,OnlineBagging,keystroke,684.09375,0.2936183339988929,408,0.1616864510847319,,,
2856,Multiclass classification,OnlineBagging,keystroke,684.09375,0.3352752089995192,408,0.1385478779375657,,,
3264,Multiclass classification,OnlineBagging,keystroke,684.09375,0.3762537090005935,408,0.1212028229518257,,,
3672,Multiclass classification,OnlineBagging,keystroke,684.109375,0.4171969590006483,408,0.10771748,,,
4080,Multiclass classification,OnlineBagging,keystroke,684.125,0.5087147499998537,408,0.096932515,,,
4488,Multiclass classification,OnlineBagging,keystroke,684.125,0.5505546250005864,408,0.08811064,,,
4896,Multiclass classification,OnlineBagging,keystroke,684.125,0.5920946249989356,408,0.080760581,,,
5304,Multiclass classification,OnlineBagging,keystroke,684.125,0.6329491249998682,408,0.074542366,,,
5712,Multiclass classification,OnlineBagging,keystroke,684.140625,0.7723074999994424,408,0.069213247,,,
6120,Multiclass classification,OnlineBagging,keystroke,684.140625,0.8194427919988811,408,0.064595258,,,
6528,Multiclass classification,OnlineBagging,keystroke,684.140625,0.8622631670004921,408,0.060554959,,,
6936,Multiclass classification,OnlineBagging,keystroke,684.140625,0.9627149169991752,408,0.056990333,,,
7344,Multiclass classification,OnlineBagging,keystroke,684.140625,1.0062728749999224,408,0.053822047,,,
7752,Multiclass classification,OnlineBagging,keystroke,684.140625,1.0496503750000556,408,0.050987479,,,
8160,Multiclass classification,OnlineBagging,keystroke,684.15625,1.149552083999879,408,0.048436542,,,
8568,Multiclass classification,OnlineBagging,keystroke,684.15625,1.191492208999989,408,0.046128693,,,
8976,Multiclass classification,OnlineBagging,keystroke,684.171875,1.2888215000002674,408,0.044030766,,,
9384,Multiclass classification,OnlineBagging,keystroke,684.171875,1.332190458999321,408,0.042115364,,,
9792,Multiclass classification,OnlineBagging,keystroke,684.171875,1.3751883749991975,408,0.040359661,,,
10200,Multiclass classification,OnlineBagging,keystroke,684.1875,1.4724317090003751,408,0.038744483,,,
10608,Multiclass classification,OnlineBagging,keystroke,684.1875,1.5163919589995205,408,0.037253607,,,
11016,Multiclass classification,OnlineBagging,keystroke,684.1875,1.6208130420000089,408,0.035873218,,,
11424,Multiclass classification,OnlineBagging,keystroke,684.1875,1.6652888339995116,408,0.03459147,,,
11832,Multiclass classification,OnlineBagging,keystroke,684.1875,1.7599812499993277,408,0.033398157,,,
12240,Multiclass classification,OnlineBagging,keystroke,684.1875,1.804004959,408,0.03228443,,,
12648,Multiclass classification,OnlineBagging,keystroke,684.1875,1.9056925419990876,408,0.031242585,,,
13056,Multiclass classification,OnlineBagging,keystroke,684.1875,1.950640334000127,408,0.03026588,,,
13464,Multiclass classification,OnlineBagging,keystroke,684.1875,2.047484667,408,0.029348391,,,
13872,Multiclass classification,OnlineBagging,keystroke,684.1875,2.1473391670006095,408,0.028484892,,,
14280,Multiclass classification,OnlineBagging,keystroke,684.1875,2.192969916999573,408,0.027670753,,,
14688,Multiclass classification,OnlineBagging,keystroke,684.1875,2.2921005839998543,408,0.026901859,,,
15096,Multiclass classification,OnlineBagging,keystroke,684.1875,2.3368992089999665,408,0.026174541,,,
15504,Multiclass classification,OnlineBagging,keystroke,684.1875,2.436034459000439,408,0.025485515,,,
15912,Multiclass classification,OnlineBagging,keystroke,684.1875,2.5362885419999657,408,0.024831835,,,
16320,Multiclass classification,OnlineBagging,keystroke,684.1875,2.5815813339995657,408,0.024210849,,,
16728,Multiclass classification,OnlineBagging,keystroke,684.1875,2.6774916670001403,408,0.023620164,,,
17136,Multiclass classification,OnlineBagging,keystroke,684.1875,2.786915417000273,408,0.023057615,,,
17544,Multiclass classification,OnlineBagging,keystroke,684.1875,2.83500875,408,0.022521238,,,
17952,Multiclass classification,OnlineBagging,keystroke,684.1875,2.9305582500001037,408,0.022009249,,,
18360,Multiclass classification,OnlineBagging,keystroke,684.1875,3.026500167,408,0.021520022,,,
18768,Multiclass classification,OnlineBagging,keystroke,684.1875,3.0729777500000637,408,0.021052071,,,
19176,Multiclass classification,OnlineBagging,keystroke,684.1875,3.1661666670006525,408,0.020604037,,,
19584,Multiclass classification,OnlineBagging,keystroke,684.1875,3.261488374999317,408,0.020174677,,,
19992,Multiclass classification,OnlineBagging,keystroke,684.1875,3.361687417000212,408,0.019762846,,,
20400,Multiclass classification,OnlineBagging,keystroke,684.1875,3.459537791999537,408,0.019367492,,,
47,Multiclass classification,OnlineSmoothBoost,imagesegments,593.25,0.009397208,47,0.1276595744680851,,,
94,Multiclass classification,OnlineSmoothBoost,imagesegments,593.546875,0.017188375,47,0.1276595744680851,,,
141,Multiclass classification,OnlineSmoothBoost,imagesegments,595.484375,0.023350375,47,0.1631205673758865,,,
188,Multiclass classification,OnlineSmoothBoost,imagesegments,595.53125,0.028409,47,0.1489361702127659,,,
235,Multiclass classification,OnlineSmoothBoost,imagesegments,595.5625,0.034520166,47,0.1404255319148936,,,
282,Multiclass classification,OnlineSmoothBoost,imagesegments,595.578125,0.039448083,47,0.1595744680851064,,,
329,Multiclass classification,OnlineSmoothBoost,imagesegments,595.640625,0.044648125,47,0.155015198,,,
376,Multiclass classification,OnlineSmoothBoost,imagesegments,593.734375,0.1474628749983821,47,0.1462765957446808,,,
423,Multiclass classification,OnlineSmoothBoost,imagesegments,593.75,0.1528542909982206,47,0.1465721040189125,,,
470,Multiclass classification,OnlineSmoothBoost,imagesegments,593.78125,0.158001541,47,0.15106383,,,
