step,track,model,dataset,Memory in Mb,Time in s,Valid updates,Accuracy,F1,MicroF1,MacroF1
10200,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,13.55588600000192,0,1.0,0.0,,
10608,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,13.98262912500286,0,1.0,0.0,,
11016,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,14.57115820800027,0,1.0,0.0,,
11424,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,14.987376916000358,0,1.0,0.0,,
11832,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,15.496788791002473,0,1.0,0.0,,
12240,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,16.08549312499963,0,1.0,0.0,,
12648,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,16.51212058300007,0,1.0,0.0,,
13056,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,17.13279833300112,0,1.0,0.0,,
13464,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,17.54278441600036,0,1.0,0.0,,
13872,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,17.998765208001714,0,1.0,0.0,,
14280,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,18.53517512500184,0,1.0,0.0,,
14688,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,18.94320270800017,0,1.0,0.0,,
15096,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,19.509601791000023,0,1.0,0.0,,
15504,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,19.91687846,0,1.0,0.0,,
15912,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,20.35390412500055,0,1.0,0.0,,
16320,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,21.01700075,0,1.0,0.0,,
16728,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,21.440182500002265,0,1.0,0.0,,
17136,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,22.12899683300202,0,1.0,0.0,,
17544,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,22.547203791000356,0,1.0,0.0,,
17952,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,23.142845375001343,0,1.0,0.0,,
18360,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,23.68009937500028,0,1.0,0.0,,
18768,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,24.225044582999544,0,1.0,0.0,,
19176,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,24.90992208300304,0,1.0,0.0,,
19584,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,25.452091250001104,0,1.0,0.0,,
19992,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,26.001221333001013,0,1.0,0.0,,
20400,Multiclass classification,StreamingGradientBoostedTrees,keystroke,0.0,26.55447504100084,0,1.0,0.0,,
12,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.082073958,1,0.0,0.0,,
24,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.094383791,0,0.0,0.0,,
36,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1070981250013574,0,0.0,0.0,,
48,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.120024583000486,0,0.0,0.0,,
60,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1323957500026154,0,0.0,0.0,,
72,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1451348750015313,0,0.0,0.0,,
84,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1574930000024323,0,0.0,0.0,,
96,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1697694159993261,0,0.0,0.0,,
108,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1822962080004799,0,0.0,0.0,,
120,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.1944372500001918,0,0.0,0.0,,
132,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2078337080019991,0,0.0,0.0,,
144,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2210314580006525,0,0.0,0.0,,
156,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2339769160025753,0,0.0,0.0,,
168,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2478467079999973,0,0.0,0.0,,
180,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2602785410017532,0,0.0,0.0,,
192,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2730295830006071,0,0.0,0.0,,
204,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.2862139579992799,0,0.0,0.0,,
216,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.298781333000079,0,0.0,0.0,,
228,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.3113447910000104,0,0.0,0.0,,
240,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.3238930830011668,0,0.0,0.0,,
252,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.3369245829999272,0,0.0,0.0,,
264,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.3506925410001713,0,0.0,0.0,,
276,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.363667333000194,0,0.0,0.0,,
288,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.3758110000017041,0,0.0,0.0,,
300,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.3884835000026214,0,0.0,0.0,,
312,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4018883329990785,0,0.0,0.0,,
324,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4172495410020929,0,0.0,0.0,,
336,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4297833330019784,0,0.0,0.0,,
348,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4427702079992741,0,0.0,0.0,,
360,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4550855830020737,0,0.0,0.0,,
372,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4673311250007828,0,0.0,0.0,,
384,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.480047208,0,0.0,0.0,,
396,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.4941901660022267,0,0.0,0.0,,
408,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5084237500013842,0,0.0,0.0,,
420,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5213652910024393,0,0.0,0.0,,
432,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5338195000003907,0,0.0,0.0,,
444,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5464262909990794,0,0.0,0.0,,
456,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5591811250014871,0,0.0,0.0,,
468,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.571743291,0,0.0,0.0,,
480,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5846161660010694,0,0.0,0.0,,
492,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.5980116659993655,0,0.0,0.0,,
504,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6110447499995644,0,0.0,0.0,,
516,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6262670830001298,0,0.0,0.0,,
528,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6394575000012992,0,0.0,0.0,,
540,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6543356660004065,0,0.0,0.0,,
552,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6682075829994574,0,0.0,0.0,,
564,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6812990409998747,0,0.0,0.0,,
576,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.6943519580017892,0,0.0,0.0,,
588,Multiclass classification,StreamingGradientBoostedTrees,music,0.0,0.7072800829992048,0,0.0,0.0,,
47,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.036585207999451,47,0.1489361702127659,0.0,,
94,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1022738329993444,47,0.1382978723404255,0.0,,
141,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1137742499995511,47,0.1347517730496454,0.0,,
188,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1229979999989154,47,0.1329787234042553,0.0,,
235,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1344558749988209,47,0.1361702127659574,0.0,,
282,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1447529580000264,47,0.1489361702127659,0.0,,
329,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1569534999980533,47,0.1428571428571428,0.0,,
376,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.1673656659986591,47,0.1462765957446808,0.0,,
423,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.180231124999409,47,0.1347517730496454,0.0,,
470,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.2320719159979489,47,0.1319148936170212,0.0,,
517,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.2452262080005312,47,0.1315280464216634,0.0,,
564,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.2553730830004497,47,0.1382978723404255,0.0,,
611,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.2682230409991462,47,0.1374795417348608,0.0,,
658,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.2787430829994264,47,0.1428571428571428,0.0,,
705,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.2913387499975215,47,0.1390070921985815,0.0,,
752,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.3033145829977002,47,0.1422872340425532,0.0,,
799,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.3140852079995966,47,0.1414267834793492,0.0,,
846,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.32784404099948,47,0.1430260047281324,0.0,,
893,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.3818145000004733,47,0.1433370660694289,0.0,,
940,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.3951827909986605,47,0.1404255319148936,0.0,,
987,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.4062619159994938,47,0.1388044579533941,0.0,,
1034,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.4202234999975189,47,0.1363636363636363,0.0,,
1081,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.4311046250004438,47,0.1378353376503237,0.0,,
1128,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.4457487500003481,47,0.1391843971631205,0.0,,
1175,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.4569939579996571,47,0.1395744680851063,0.0,,
1222,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.471179916,47,0.1382978723404255,0.0,,
1269,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.5310317080002278,47,0.1386918833727344,0.0,,
1316,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.54506825,47,0.1360182370820668,0.0,,
1363,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.5567683329973079,47,0.1379310344827586,0.0,,
1410,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.5687349159998121,47,0.1382978723404255,0.0,,
1457,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.5819731659976242,47,0.1358956760466712,0.0,,
1504,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.5937364159981371,47,0.1356382978723404,0.0,,
1551,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.6086277079994034,47,0.1360412637008381,0.0,,
1598,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.6198489579983288,47,0.1345431789737171,0.0,,
1645,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.6777735830000893,47,0.1331306990881459,0.0,,
1692,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.6891885829973035,47,0.1335697399527186,0.0,,
1739,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.7037437910003064,47,0.1345600920069005,0.0,,
1786,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.7152481249977427,47,0.1343784994400896,0.0,,
1833,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.7307472909997159,47,0.1336606655755592,0.0,,
1880,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.7415761659976852,47,0.1367021276595744,0.0,,
1927,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.7564307079992432,47,0.1359626362221069,0.0,,
1974,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.7680666659980488,47,0.1347517730496454,0.0,,
2021,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.8261262079977314,47,0.1355764473033152,0.0,,
2068,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.8384548329995596,47,0.1334622823984526,0.0,,
2115,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.8505727499978093,47,0.133806146572104,0.0,,
2162,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.8645522499973595,47,0.1332099907493062,0.0,,
2209,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.8761046250001527,47,0.1330918967858759,0.0,,
2256,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.8916032499982975,47,0.1316489361702127,0.0,,
2303,Multiclass classification,StreamingRandomPatches,imagesegments,0.0,0.9036166250007228,47,0.131133304385584,0.0,,
408,Multiclass classification,StreamingRandomPatches,keystroke,0.0,0.2444044580006448,408,0.9803921568627452,0.0,,
816,Multiclass classification,StreamingRandomPatches,keystroke,0.0,0.636948792,408,0.9215686274509804,0.9166666666666666,,
1224,Multiclass classification,StreamingRandomPatches,keystroke,0.0,1.13647525,408,0.915032679738562,0.8945362134688691,,
1632,Multiclass classification,StreamingRandomPatches,keystroke,0.0,1.2878863750011078,408,0.9166666666666666,0.8945362134688691,,
2040,Multiclass classification,StreamingRandomPatches,keystroke,0.0,1.6018420830005198,408,0.9200980392156862,0.8945362134688691,,
2448,Multiclass classification,StreamingRandomPatches,keystroke,0.0,1.8347013330021584,408,0.9174836601307188,0.8945362134688691,,
2856,Multiclass classification,StreamingRandomPatches,keystroke,0.0,2.112673833002191,408,0.9208683473389356,0.8945362134688691,,
3264,Multiclass classification,StreamingRandomPatches,keystroke,0.0,2.3378210830014723,408,0.9181985294117648,0.8945362134688691,,
3672,Multiclass classification,StreamingRandomPatches,keystroke,0.0,2.5613125420022698,408,0.92020697167756,0.8945362134688691,,
4080,Multiclass classification,StreamingRandomPatches,keystroke,0.0,2.792265583000699,408,0.9176470588235294,0.8945362134688691,,
4488,Multiclass classification,StreamingRandomPatches,keystroke,0.0,3.0784314580014325,408,0.9188948306595366,0.8945362134688691,,
4896,Multiclass classification,StreamingRandomPatches,keystroke,0.0,3.308765792000486,408,0.9164624183006536,0.8945362134688691,,
5304,Multiclass classification,StreamingRandomPatches,keystroke,0.0,3.5795565830012492,408,0.9172322775263952,0.8945362134688691,,
5712,Multiclass classification,StreamingRandomPatches,keystroke,0.0,3.8530238330022257,408,0.915266106,0.8945362134688691,,
6120,Multiclass classification,StreamingRandomPatches,keystroke,0.0,4.077617417,408,0.915686274509804,0.8945362134688691,,
6528,Multiclass classification,StreamingRandomPatches,keystroke,0.0,4.361796500001219,408,0.9140625,0.8945362134688691,,
6936,Multiclass classification,StreamingRandomPatches,keystroke,0.0,4.636145333002787,408,0.9142156862745098,0.8945362134688691,,
7344,Multiclass classification,StreamingRandomPatches,keystroke,0.0,4.910426375001407,408,0.915032679738562,0.8945362134688691,,
7752,Multiclass classification,StreamingRandomPatches,keystroke,0.0,5.186640167001315,408,0.9149896800825592,0.8945362134688691,,
8160,Multiclass classification,StreamingRandomPatches,keystroke,0.0,5.516547250001167,408,0.9161764705882351,0.8945362134688691,,
8568,Multiclass classification,StreamingRandomPatches,keystroke,0.0,5.795134542000596,408,0.9158496732026143,0.8945362134688691,,
8976,Multiclass classification,StreamingRandomPatches,keystroke,0.0,6.0721609170032025,408,0.9168894830659536,0.8945362134688691,,
9384,Multiclass classification,StreamingRandomPatches,keystroke,0.0,6.404813750003086,408,0.9163469735720376,0.8945362134688691,,
9792,Multiclass classification,StreamingRandomPatches,keystroke,0.0,6.744986167002935,408,0.9171772875816994,0.8945362134688691,,
10200,Multiclass classification,StreamingRandomPatches,keystroke,0.0,7.033076500003517,408,0.916470588235294,0.8945362134688691,,
10608,Multiclass classification,StreamingRandomPatches,keystroke,0.0,7.362092583000049,408,0.9171380090497736,0.8945362134688691,,
11016,Multiclass classification,StreamingRandomPatches,keystroke,0.0,7.693137167003442,408,0.9163943355119826,0.8945362134688691,,
11424,Multiclass classification,StreamingRandomPatches,keystroke,0.0,8.038054083001043,408,0.9168417366946778,0.8945362134688691,,
11832,Multiclass classification,StreamingRandomPatches,keystroke,0.0,8.367957958,408,0.9159905341446924,0.8945362134688691,,
12240,Multiclass classification,StreamingRandomPatches,keystroke,0.0,8.701222333002079,408,0.9162581699346404,0.8945362134688691,,
12648,Multiclass classification,StreamingRandomPatches,keystroke,0.0,9.048064917002192,408,0.9154807084123971,0.8945362134688691,,
13056,Multiclass classification,StreamingRandomPatches,keystroke,0.0,9.447928333000164,408,0.9156709558823528,0.8945362134688691,,
13464,Multiclass classification,StreamingRandomPatches,keystroke,0.0,9.780992625,408,0.9151812240047534,0.8945362134688691,,
13872,Multiclass classification,StreamingRandomPatches,keystroke,0.0,10.181033542001389,408,0.9152249134948096,0.8945362134688691,,
14280,Multiclass classification,StreamingRandomPatches,keystroke,0.0,10.587405000002036,408,0.915686274509804,0.8945362134688691,,
14688,Multiclass classification,StreamingRandomPatches,keystroke,0.0,10.92403670800195,408,0.9155773420479304,0.8945362134688691,,
15096,Multiclass classification,StreamingRandomPatches,keystroke,0.0,11.329582500002289,408,0.9161367249602544,0.8945362134688691,,
15504,Multiclass classification,StreamingRandomPatches,keystroke,0.0,11.77487929200288,408,0.9158926728586172,0.8945362134688691,,
15912,Multiclass classification,StreamingRandomPatches,keystroke,0.0,12.21906220800156,408,0.916352438411262,0.8945362134688691,,
16320,Multiclass classification,StreamingRandomPatches,keystroke,0.0,12.622366333001992,408,0.9160539215686274,0.8945362134688691,,
16728,Multiclass classification,StreamingRandomPatches,keystroke,0.0,13.015929583001707,408,0.9164873266379724,0.8945362134688691,,
17136,Multiclass classification,StreamingRandomPatches,keystroke,0.0,13.47052962500311,408,0.9160830999066292,0.8945362134688691,,
17544,Multiclass classification,StreamingRandomPatches,keystroke,0.0,13.878314875000797,408,0.916438668,0.8945362134688691,,
17952,Multiclass classification,StreamingRandomPatches,keystroke,0.0,14.37731617,408,0.9160539215686274,0.8945362134688691,,
18360,Multiclass classification,StreamingRandomPatches,keystroke,0.0,14.792978542001949,408,0.916285403,0.8945362134688691,,
18768,Multiclass classification,StreamingRandomPatches,keystroke,0.0,15.24785887500184,408,0.915920716,0.8945362134688691,,
19176,Multiclass classification,StreamingRandomPatches,keystroke,0.0,15.701724167000066,408,0.916093033,0.8945362134688691,,
19584,Multiclass classification,StreamingRandomPatches,keystroke,0.0,16.17068541700064,408,0.9157986111111112,0.8945362134688691,,
19992,Multiclass classification,StreamingRandomPatches,keystroke,0.0,16.621265500001755,408,0.9159163665466188,0.8945362134688691,,
20400,Multiclass classification,StreamingRandomPatches,keystroke,0.0,17.079358000002685,408,0.915686274509804,0.8945362134688691,,
12,Multiclass classification,StreamingRandomPatches,music,0.0,0.0624467919988092,12,0.1666666666666666,0.0,,
24,Multiclass classification,StreamingRandomPatches,music,0.0,0.064650542,12,0.125,0.0,,
36,Multiclass classification,StreamingRandomPatches,music,0.0,0.067635583,12,0.083333333,0.0,,
48,Multiclass classification,StreamingRandomPatches,music,0.0,0.06987975,12,0.1458333333333333,0.0,,
60,Multiclass classification,StreamingRandomPatches,music,0.0,0.072284167,12,0.1166666666666666,0.0,,
72,Multiclass classification,StreamingRandomPatches,music,0.0,0.075636333,12,0.125,0.0,,
84,Multiclass classification,StreamingRandomPatches,music,0.0,0.077986667,12,0.119047619047619,0.0,,
96,Multiclass classification,StreamingRandomPatches,music,0.0,0.081435125,12,0.1145833333333333,0.0,,
108,Multiclass classification,StreamingRandomPatches,music,0.0,0.084507625,12,0.1296296296296296,0.0,,
120,Multiclass classification,StreamingRandomPatches,music,0.0,0.1311152500020398,12,0.1333333333333333,0.0,,
132,Multiclass classification,StreamingRandomPatches,music,0.0,0.135059625001304,12,0.1363636363636363,0.0,,
144,Multiclass classification,StreamingRandomPatches,music,0.0,0.1374423750021378,12,0.1388888888888889,0.0,,
156,Multiclass classification,StreamingRandomPatches,music,0.0,0.139844917001028,12,0.1346153846153846,0.0,,
168,Multiclass classification,StreamingRandomPatches,music,0.0,0.1438609580000047,12,0.1488095238095238,0.0,,
180,Multiclass classification,StreamingRandomPatches,music,0.0,0.1462411249995057,12,0.1611111111111111,0.0,,
192,Multiclass classification,StreamingRandomPatches,music,0.0,0.1497587920021033,12,0.15625,0.0,,
204,Multiclass classification,StreamingRandomPatches,music,0.0,0.1531677499988291,12,0.1519607843137254,0.0,,
216,Multiclass classification,StreamingRandomPatches,music,0.0,0.1556767920010315,12,0.1574074074074074,0.0,,
228,Multiclass classification,StreamingRandomPatches,music,0.0,0.1601803750018007,12,0.1666666666666666,0.0,,
240,Multiclass classification,StreamingRandomPatches,music,0.0,0.1625995829999738,12,0.1625,0.0,,
252,Multiclass classification,StreamingRandomPatches,music,0.0,0.1646917920006672,12,0.1587301587301587,0.0,,
264,Multiclass classification,StreamingRandomPatches,music,0.0,0.1690191669986234,12,0.1553030303030303,0.0,,
276,Multiclass classification,StreamingRandomPatches,music,0.0,0.2177964170004998,12,0.1521739130434782,0.0,,
288,Multiclass classification,StreamingRandomPatches,music,0.0,0.2212911669994355,12,0.1493055555555555,0.0,,
300,Multiclass classification,StreamingRandomPatches,music,0.0,0.2244541670006583,12,0.15,0.0,,
312,Multiclass classification,StreamingRandomPatches,music,0.0,0.2265079999997397,12,0.1474358974358974,0.0,,
324,Multiclass classification,StreamingRandomPatches,music,0.0,0.2309590420009044,12,0.1450617283950617,0.0,,
336,Multiclass classification,StreamingRandomPatches,music,0.0,0.2330202080011076,12,0.1428571428571428,0.0,,
348,Multiclass classification,StreamingRandomPatches,music,0.0,0.2350768750002316,12,0.1408045977011494,0.0,,
360,Multiclass classification,StreamingRandomPatches,music,0.0,0.2394131250002829,12,0.1361111111111111,0.0,,
372,Multiclass classification,StreamingRandomPatches,music,0.0,0.2414750829993863,12,0.1317204301075268,0.0,,
384,Multiclass classification,StreamingRandomPatches,music,0.0,0.2445139580013346,12,0.1328125,0.0,,
396,Multiclass classification,StreamingRandomPatches,music,0.0,0.2481795829990005,12,0.1338383838383838,0.0,,
408,Multiclass classification,StreamingRandomPatches,music,0.0,0.2503446670016274,12,0.1348039215686274,0.0,,
420,Multiclass classification,StreamingRandomPatches,music,0.0,0.2550563750010042,12,0.1333333333333333,0.0,,
432,Multiclass classification,StreamingRandomPatches,music,0.0,0.2572472079991712,12,0.1319444444444444,0.0,,
444,Multiclass classification,StreamingRandomPatches,music,0.0,0.3067611250007758,12,0.1328828828828828,0.0,,
456,Multiclass classification,StreamingRandomPatches,music,0.0,0.3116376670004683,12,0.131578947368421,0.0,,
468,Multiclass classification,StreamingRandomPatches,music,0.0,0.3140009170019766,12,0.1303418803418803,0.0,,
480,Multiclass classification,StreamingRandomPatches,music,0.0,0.3173186669991992,12,0.13125,0.0,,
492,Multiclass classification,StreamingRandomPatches,music,0.0,0.3212287079986708,12,0.1321138211382113,0.0,,
504,Multiclass classification,StreamingRandomPatches,music,0.0,0.3233577079990937,12,0.1289682539682539,0.0,,
516,Multiclass classification,StreamingRandomPatches,music,0.0,0.328407666998828,12,0.1298449612403101,0.0,,
528,Multiclass classification,StreamingRandomPatches,music,0.0,0.3305904580010974,12,0.1325757575757575,0.0,,
540,Multiclass classification,StreamingRandomPatches,music,0.0,0.3331022919992392,12,0.1314814814814814,0.0,,
552,Multiclass classification,StreamingRandomPatches,music,0.0,0.3378897920010786,12,0.1286231884057971,0.0,,
564,Multiclass classification,StreamingRandomPatches,music,0.0,0.3399739999986195,12,0.125886524822695,0.0,,
576,Multiclass classification,StreamingRandomPatches,music,0.0,0.3429094169987365,12,0.1267361111111111,0.0,,
588,Multiclass classification,StreamingRandomPatches,music,0.0,0.34694225000203,12,0.1275510204081632,0.0,,
47,Multiclass classification,WeightedkNN,imagesegments,0.0,0.004584875,47,0.1063829787234042,0.0,,
94,Multiclass classification,WeightedkNN,imagesegments,0.0,0.0569882499985396,47,0.1276595744680851,0.0,,
141,Multiclass classification,WeightedkNN,imagesegments,0.0,0.061257583,47,0.1063829787234042,0.0,,
188,Multiclass classification,WeightedkNN,imagesegments,0.0,0.066050667,47,0.1436170212765957,0.0,,
235,Multiclass classification,WeightedkNN,imagesegments,0.0,0.070570083,47,0.1404255319148936,0.0,,
282,Multiclass classification,WeightedkNN,imagesegments,0.0,0.074828167,47,0.1524822695035461,0.0,,
329,Multiclass classification,WeightedkNN,imagesegments,0.0,0.079059375,47,0.1580547112462006,0.0,,
376,Multiclass classification,WeightedkNN,imagesegments,0.0,0.083573625,47,0.1542553191489361,0.0,,
423,Multiclass classification,WeightedkNN,imagesegments,0.0,0.087546667,47,0.1536643026004728,0.0,,
470,Multiclass classification,WeightedkNN,imagesegments,0.0,0.091540458,47,0.1553191489361702,0.0,,
517,Multiclass classification,WeightedkNN,imagesegments,0.0,0.095413167,47,0.1470019342359768,0.0,,
564,Multiclass classification,WeightedkNN,imagesegments,0.0,0.099784958,47,0.1471631205673758,0.0,,
611,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1038312919990858,47,0.1456628477905073,0.0,,
658,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1077254170013475,47,0.1413373860182371,0.0,,
705,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1117642079989309,47,0.1404255319148936,0.0,,
752,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1162791249989823,47,0.1409574468085106,0.0,,
799,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1204367499994987,47,0.1401752190237797,0.0,,
846,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1245356670006003,47,0.1394799054373522,0.0,,
893,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1285119999993185,47,0.1377379619260918,0.0,,
940,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1327959170012036,47,0.1382978723404255,0.0,,
987,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1367939170013414,47,0.1398176291793313,0.0,,
1034,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1409873330012487,47,0.1421663442940038,0.0,,
1081,Multiclass classification,WeightedkNN,imagesegments,0.0,0.14515425,47,0.1406105457909343,0.037037037037037,,
1128,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1505848749984579,47,0.1374113475177305,0.034482759,,
1175,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1549557500002265,47,0.1370212765957446,0.070707071,,
1222,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1590270419983426,47,0.1342062193126023,0.069651741,,
1269,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1631452080000599,47,0.1339637509850275,0.08411215,,
1316,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1743272919993614,47,0.1329787234042553,0.08,,
1363,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1847410830014269,47,0.1327953044754218,0.076923077,,
1410,Multiclass classification,WeightedkNN,imagesegments,0.0,0.1973922920005861,47,0.1297872340425531,0.074688797,,
